time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.02,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan
0.05,nan,nan,nan,nan,-0.02,nan,48.50,nan,nan,nan,nan
0.09,nan,nan,nan,nan,-0.02,nan,48.50,nan,nan,nan,nan
0.13,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.17,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.21,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.25,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.29,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.33,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.37,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.41,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.45,nan,nan,nan,nan,-0.01,nan,48.50,nan,nan,nan,nan
0.50,nan,nan,nan,nan,-0.01,0.02,48.50,nan,nan,nan,nan
0.54,0.00,9.07,0.04,0.00,-0.01,0.07,48.50,48.64,0.245,nan,nan
0.57,0.67,1.46,-0.14,0.17,0.00,0.12,48.10,48.62,0.195,nan,nan
0.61,0.00,1.37,-0.25,0.04,0.08,0.17,48.10,48.65,0.050,nan,nan
0.65,-0.33,0.17,-0.10,0.20,0.16,0.25,48.10,48.64,0.226,nan,nan
0.69,-0.67,-0.62,-0.07,0.35,0.12,0.30,48.10,48.62,0.393,nan,nan
0.74,-1.33,-0.22,0.07,0.20,0.05,0.38,48.10,48.65,0.226,nan,nan
0.77,-1.83,-0.34,0.06,0.30,0.00,0.42,48.00,48.65,0.340,nan,nan
0.81,-1.50,-1.08,0.01,0.35,-0.02,0.47,48.00,48.64,0.397,nan,nan
0.86,-2.33,-0.48,0.46,0.44,-0.05,0.55,48.00,48.60,0.502,nan,nan
0.89,-2.83,-0.46,3.27,0.26,-0.07,0.60,48.00,48.65,0.298,nan,nan
0.94,-2.67,-0.91,7.67,0.70,-0.06,0.68,48.00,48.65,0.788,nan,nan
