time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.02,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan
0.06,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.10,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.14,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.18,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.22,nan,nan,nan,nan,-0.03,nan,48.40,nan,nan,nan,nan
0.26,nan,nan,nan,nan,-0.03,nan,48.40,nan,nan,nan,nan
0.30,nan,nan,nan,nan,-0.03,nan,48.40,nan,nan,nan,nan
0.34,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.38,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.42,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.46,nan,nan,nan,nan,-0.03,nan,48.40,nan,nan,nan,nan
0.50,nan,nan,nan,nan,-0.03,0.02,48.40,nan,nan,nan,nan
0.54,0.00,-0.53,0.02,0.00,-0.03,0.07,48.40,48.62,-0.713,nan,nan
0.58,-0.17,-0.10,-0.03,0.01,-0.03,0.15,48.10,48.60,0.014,nan,nan
0.62,-0.50,-0.38,-0.04,0.05,-0.03,0.20,48.10,48.64,0.053,nan,nan
0.66,-0.83,-0.79,0.04,0.10,-0.04,0.25,48.00,48.62,0.113,nan,nan
0.70,-1.17,-0.48,0.02,0.17,-0.04,0.33,48.00,48.60,0.191,nan,nan
0.74,-1.33,-0.34,0.04,0.26,-0.04,0.38,48.00,48.62,0.291,nan,nan
0.78,-1.33,-1.06,0.05,0.30,-0.04,0.45,48.10,48.60,0.344,nan,nan
0.82,-2.50,0.41,0.04,0.45,-0.05,0.50,48.10,48.62,0.504,nan,nan
0.86,-2.50,0.24,0.10,0.40,-0.06,0.55,48.10,48.65,0.454,nan,nan
0.90,-2.33,-1.03,0.67,0.41,-0.09,0.62,48.10,48.60,0.459,nan,nan
0.94,-3.17,-0.17,9.45,0.76,-0.14,0.68,48.10,48.62,0.858,nan,nan
0.98,-3.33,-0.86,12.38,0.64,-0.13,0.72,48.10,48.60,0.724,nan,nan
1.02,-4.00,0.38,13.10,1.16,-0.02,0.80,48.10,48.60,1.313,nan,nan
1.06,-3.67,0.48,2.29,0.87,0.30,0.85,48.10,48.64,0.988,nan,nan
1.10,-4.17,0.55,-0.18,0.96,0.66,0.90,48.10,48.65,1.087,nan,nan
1.14,-4.17,-0.67,0.18,0.91,0.58,0.97,48.10,48.60,1.025,nan,nan
1.18,-4.83,-0.10,2.23,0.87,0.24,1.02,48.10,48.62,0.988,nan,nan
1.22,-4.83,-1.42,6.63,0.46,0.06,1.07,48.10,48.64,0.519,nan,nan
1.26,-5.33,0.26,16.57,1.13,0.03,1.15,48.10,48.64,1.272,nan,nan
1.30,-6.50,1.92,0.03,1.44,0.32,1.20,48.10,48.60,1.625,nan,nan
1.34,-5.67,0.58,3.88,1.27,0.88,1.25,48.10,48.62,1.437,nan,nan
1.38,-5.67,-0.02,6.60,0.97,0.83,1.32,48.10,48.62,1.092,nan,nan
1.42,-6.83,0.43,6.09,1.82,0.57,1.38,48.10,48.62,2.053,nan,nan
1.46,-6.00,-0.67,3.64,0.98,0.77,1.43,48.10,48.62,1.104,nan,nan
1.50,-7.33,0.77,10.75,0.90,0.84,1.50,48.10,48.60,1.023,nan,nan
1.54,-7.50,1.13,5.84,1.17,0.86,1.55,48.10,48.62,1.324,nan,nan
1.58,-7.50,0.82,8.01,1.17,0.96,1.62,48.10,48.60,1.328,nan,nan
1.62,-7.83,1.01,10.19,1.76,1.01,1.67,48.10,48.62,1.986,nan,nan
1.66,-7.67,-0.07,10.76,1.76,1.05,1.73,48.10,48.62,1.989,nan,nan
1.71,-8.17,-0.17,10.56,1.64,1.11,1.80,48.10,48.64,1.857,nan,nan
1.74,-9.50,1.92,7.04,1.44,1.18,1.85,48.10,48.62,1.623,nan,nan
1.78,-10.00,1.82,9.01,1.83,1.23,1.90,48.00,48.62,2.074,nan,nan
