time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.03,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan,nan
0.07,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.11,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.15,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.19,nan,nan,nan,nan,0.00,nan,48.60,nan,nan,nan,nan
0.23,nan,nan,nan,nan,0.00,nan,48.60,nan,nan,nan,nan
0.27,nan,nan,nan,nan,0.00,nan,48.60,nan,nan,nan,nan
0.31,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.35,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.39,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.43,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.47,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.51,nan,nan,nan,nan,0.00,0.02,48.50,nan,nan,nan,nan
0.55,0.00,0.00,0.01,0.00,0.00,0.10,48.50,48.65,-0.985,nan,nan
0.59,-0.17,0.00,-0.06,0.05,0.00,0.15,48.50,48.62,0.062,nan,nan
0.63,-0.33,-0.91,-0.04,0.17,-0.02,0.20,48.50,48.65,0.111,nan,nan
0.67,-0.50,-1.54,0.01,0.14,-0.08,0.28,48.10,48.62,0.159,nan,nan
0.71,-1.00,-1.75,0.20,0.21,-0.19,0.33,48.10,48.64,0.236,nan,nan
0.75,-1.50,-1.49,0.66,0.26,-0.33,0.40,48.10,48.65,0.296,nan,nan
0.79,-1.50,-1.49,4.24,0.12,-0.46,0.45,48.10,48.60,0.131,nan,nan
0.83,-2.33,-0.86,7.22,0.15,-0.38,0.50,48.10,48.64,0.166,nan,nan
0.87,-2.17,-0.98,8.22,0.13,-0.11,0.57,48.10,48.64,0.146,nan,nan
0.91,-3.17,0.17,3.84,0.55,0.11,0.62,48.20,48.64,0.617,nan,nan
0.95,-2.33,-1.06,-0.22,0.68,0.37,0.68,48.20,48.65,0.768,nan,nan
0.99,-3.00,-0.79,0.82,0.75,0.48,0.75,48.20,48.65,0.846,nan,nan
1.03,-3.50,-0.48,-0.05,0.72,0.32,0.80,48.10,48.64,0.820,nan,nan
1.07,-4.17,-0.89,0.03,0.78,0.17,0.88,48.10,48.67,0.886,nan,nan
1.11,-4.00,-0.55,0.84,0.77,0.10,0.93,48.10,48.65,0.876,nan,nan
1.15,-5.00,-0.65,7.51,0.26,0.00,0.97,48.10,48.62,0.296,nan,nan
1.19,-4.67,-0.62,16.10,1.06,-0.07,1.05,48.10,48.65,1.198,nan,nan
1.23,-5.83,1.70,8.95,1.51,0.15,1.10,48.10,48.65,1.708,nan,nan
1.27,-4.67,-0.24,-1.92,0.67,0.82,1.17,48.10,48.65,0.759,nan,nan
1.31,-6.00,-0.17,6.28,0.89,1.06,1.23,48.10,48.65,1.008,nan,nan
1.35,-6.00,-0.22,8.86,0.80,0.72,1.27,48.10,48.64,1.014,nan,nan
1.39,-6.33,0.74,2.06,1.40,0.76,1.35,48.20,48.64,1.579,nan,nan
1.43,-6.33,-0.89,10.69,1.45,0.91,1.40,48.20,48.65,1.635,nan,nan
1.47,-7.67,1.56,11.47,1.55,0.75,1.48,48.20,48.64,1.756,nan,nan
1.51,-7.17,0.67,2.47,1.48,0.97,1.52,48.10,48.65,1.672,nan,nan
1.55,-7.67,-0.02,10.40,1.48,1.18,1.57,48.10,48.62,1.692,nan,nan
1.59,-9.00,2.47,11.12,1.90,0.99,1.65,48.10,48.65,2.151,nan,nan
1.63,-8.33,1.80,5.33,1.65,1.14,1.70,48.10,48.65,1.865,nan,nan
1.67,-8.50,0.26,13.20,1.56,1.27,1.77,48.10,48.62,1.768,nan,nan
1.71,-8.17,0.29,5.86,1.60,1.20,1.82,48.10,48.64,1.805,nan,nan
1.75,-8.33,0.24,8.38,1.19,1.34,1.88,48.10,48.65,1.349,nan,nan
1.79,-8.83,0.67,9.95,1.76,1.42,1.95,48.10,48.64,1.985,nan,nan
1.83,-9.83,0.53,10.70,2.07,1.45,2.00,48.10,48.60,2.342,nan,nan
1.87,-10.50,1.66,9.27,2.06,1.49,2.05,48.10,48.65,2.325,nan,nan
1.91,-10.50,1.61,8.62,1.99,1.57,2.12,48.10,48.62,2.254,nan,nan
1.95,-11.00,1.54,10.43,2.04,1.64,2.17,48.10,48.64,2.303,nan,nan
1.99,-11.17,1.54,10.10,1.80,1.68,2.25,48.20,48.60,1.837,nan,nan
2.03,-11.67,1.73,10.35,2.07,1.74,2.30,48.20,48.62,2.340,nan,nan
2.07,-11.83,2.11,10.26,2.24,1.80,2.35,48.20,48.64,2.532,nan,nan
2.11,-11.67,1.46,12.07,2.43,1.85,2.42,48.10,48.65,2.751,nan,nan
2.15,-12.17,1.78,12.90,2.35,1.89,2.48,48.10,48.64,2.658,nan,nan
2.19,-12.17,0.94,13.45,2.60,1.97,2.55,48.10,48.64,2.941,nan,nan
2.23,-12.67,0.67,12.97,2.39,2.04,2.60,48.20,48.62,2.699,nan,nan
2.27,-13.00,2.09,12.33,1.71,2.10,2.65,48.20,48.65,1.938,nan,nan
