time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.03,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan
0.07,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.11,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.15,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.19,nan,nan,nan,nan,-0.03,nan,48.60,nan,nan,nan,nan
0.23,nan,nan,nan,nan,-0.03,nan,48.60,nan,nan,nan,nan
0.27,nan,nan,nan,nan,-0.03,nan,48.60,nan,nan,nan,nan
0.31,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.35,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.39,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.43,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.47,nan,nan,nan,nan,-0.03,nan,48.50,nan,nan,nan,nan
0.51,nan,nan,nan,nan,-0.03,0.05,48.50,nan,nan,nan,nan
0.55,0.00,-0.22,-0.05,0.30,-0.03,0.10,48.50,48.58,0.343,nan,nan
0.59,-0.17,-0.50,-0.02,0.05,-0.03,0.15,48.50,48.62,0.058,nan,nan
0.63,-0.33,-0.77,-0.01,0.30,-0.03,0.22,48.50,48.65,0.337,nan,nan
0.67,-0.67,-1.34,-0.06,0.15,-0.04,0.28,48.10,48.62,0.174,nan,nan
0.72,-1.33,-0.55,0.00,0.30,-0.07,0.35,48.10,48.62,0.340,nan,nan
0.75,-1.50,-0.65,0.26,0.31,-0.13,0.40,48.20,48.62,0.354,nan,nan
0.79,-1.83,-0.79,0.91,0.38,-0.24,0.45,48.20,48.65,0.429,nan,nan
0.83,-1.67,-1.73,2.55,0.35,-0.38,0.53,48.20,48.64,0.393,nan,nan
0.87,-3.00,-0.22,8.02,0.37,-0.45,0.57,48.10,48.65,0.414,nan,nan
0.91,-3.17,0.14,8.43,0.43,-0.28,0.65,48.10,48.62,0.492,nan,nan
0.95,-2.83,-0.77,3.30,0.57,-0.04,0.70,48.10,48.64,0.644,nan,nan
0.99,-3.17,-0.43,4.18,0.57,0.16,0.75,48.10,48.62,0.640,nan,nan
1.03,-3.33,-0.46,0.43,0.88,0.28,0.82,48.10,48.64,0.994,nan,nan
1.07,-3.67,-1.03,0.47,0.84,0.28,0.88,48.10,48.64,0.955,nan,nan
1.11,-3.83,-1.03,1.32,0.78,0.14,0.93,48.10,48.64,0.878,nan,nan
1.15,-4.67,-0.12,8.84,1.21,0.02,1.00,48.10,48.60,1.211,nan,nan
1.19,-5.50,0.14,13.03,1.31,0.03,1.05,48.10,48.64,1.483,nan,nan
1.24,-5.00,0.31,3.86,0.95,0.34,1.12,48.10,48.64,1.080,nan,nan
1.27,-5.00,-0.17,0.43,1.03,0.74,1.17,48.10,48.64,1.164,nan,nan
1.31,-6.00,0.24,3.45,0.89,0.66,1.23,48.10,48.64,1.002,nan,nan
1.35,-5.50,-1.13,12.80,1.25,0.31,1.30,48.10,48.64,1.415,nan,nan
1.39,-7.17,0.94,7.05,1.80,0.31,1.35,48.20,48.64,2.031,nan,nan
1.44,-5.67,-0.62,1.29,1.44,0.77,1.43,48.20,48.64,1.626,nan,nan
1.47,-6.50,-0.82,13.92,1.13,0.83,1.48,48.20,48.62,1.274,nan,nan
1.51,-7.83,1.13,7.75,1.61,0.65,1.52,48.20,48.62,1.826,nan,nan
1.55,-6.83,-0.67,1.10,1.38,0.92,1.60,48.20,48.65,1.563,nan,nan
1.59,-7.67,-0.19,15.26,1.46,0.93,1.65,48.20,48.62,1.655,nan,nan
1.63,-8.67,1.46,9.74,2.10,0.75,1.73,48.20,48.64,2.380,nan,nan
1.67,-7.33,-1.42,5.72,1.46,1.03,1.77,48.20,48.60,1.648,nan,nan
1.71,-8.33,-0.38,17.44,2.05,1.02,1.82,48.10,48.65,2.313,nan,nan
1.75,-8.83,0.86,5.34,1.79,0.99,1.90,48.10,48.64,2.019,nan,nan
1.79,-9.50,0.17,13.78,2.04,1.22,1.95,48.10,48.64,2.308,nan,nan
1.83,-10.50,2.42,11.55,2.42,1.17,2.00,48.10,48.62,2.734,nan,nan
1.87,-9.83,1.66,4.80,1.91,1.29,2.08,48.20,48.62,2.159,nan,nan
1.91,-11.17,1.85,11.84,2.29,1.37,2.12,48.20,48.62,2.591,nan,nan
1.95,-10.50,0.84,5.96,2.06,1.43,2.20,48.20,48.62,2.332,nan,nan
1.99,-11.50,1.80,11.82,2.17,1.52,2.25,48.10,48.64,2.453,nan,nan
2.03,-11.17,1.22,8.73,1.66,1.56,2.30,48.10,48.65,1.872,nan,nan
