time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.04,nan,nan,nan,nan,0.07,nan,nan,nan,nan,nan,nan
0.08,nan,nan,nan,nan,0.07,nan,51.00,nan,nan,nan,nan
0.12,nan,nan,nan,nan,0.07,nan,51.00,nan,nan,nan,nan
0.16,nan,nan,nan,nan,0.07,nan,51.00,nan,nan,nan,nan
0.20,nan,nan,nan,nan,0.07,nan,51.10,nan,nan,nan,nan
0.24,nan,nan,nan,nan,0.07,nan,51.10,nan,nan,nan,nan
0.28,nan,nan,nan,nan,0.07,nan,51.10,nan,nan,nan,nan
0.32,nan,nan,nan,nan,0.07,nan,51.00,nan,nan,nan,nan
0.36,nan,nan,nan,nan,0.07,nan,51.00,nan,nan,nan,nan
0.40,nan,nan,nan,nan,0.07,nan,51.00,nan,nan,nan,nan
0.44,nan,nan,nan,nan,0.07,nan,51.10,nan,nan,nan,nan
0.48,nan,nan,nan,nan,0.07,nan,51.10,nan,nan,nan,nan
0.52,nan,nan,nan,nan,0.07,0.04,51.10,nan,nan,nan,nan
0.56,6.67,-2.30,-1.62,0.30,0.08,0.07,51.00,51.13,0.336,nan,nan
0.60,0.83,0.22,-5.24,-0.17,0.18,0.11,51.00,51.15,-0.192,nan,nan
0.64,-0.17,0.96,1.90,0.02,0.20,0.17,51.00,51.15,0.023,nan,nan
0.68,-0.33,-0.50,0.10,0.23,0.11,0.21,50.60,51.15,0.265,nan,nan
0.72,-0.83,-1.03,0.03,0.09,0.06,0.24,50.60,51.15,0.097,nan,nan
0.76,-1.17,-1.68,0.02,0.26,0.02,0.30,50.60,51.18,0.297,nan,nan
0.80,-2.00,-0.67,-0.01,0.29,-0.02,0.34,50.60,51.17,0.326,nan,nan
0.84,-2.67,0.82,-0.05,0.32,-0.06,0.39,50.60,51.15,0.364,nan,nan
0.88,-2.00,-1.75,0.35,0.47,-0.09,0.43,50.60,51.17,0.534,nan,nan
0.92,-3.17,-0.50,2.75,0.30,-0.14,0.47,50.70,51.15,0.335,nan,nan
0.96,-3.17,-1.03,2.35,0.47,-0.23,0.53,50.70,51.13,0.535,nan,nan
1.00,-3.33,-1.70,9.17,0.83,-0.30,0.56,50.60,51.15,0.930,nan,nan
1.04,-4.00,0.07,9.84,0.95,-0.24,0.60,50.60,51.13,1.067,nan,nan
1.08,-3.67,-0.91,9.16,0.96,-0.07,0.66,50.60,51.15,1.079,nan,nan
1.12,-4.17,-0.26,5.45,0.70,0.12,0.69,50.60,51.13,0.792,nan,nan
1.16,-4.33,-0.10,2.36,0.82,0.23,0.75,50.60,51.13,0.920,nan,nan
1.20,-4.17,-1.25,-0.05,0.76,0.23,0.79,50.60,51.11,0.859,nan,nan
1.24,-5.17,-1.15,0.16,0.87,0.09,0.82,50.60,51.17,0.979,nan,nan
1.28,-4.83,-1.08,5.26,0.16,-0.13,0.88,50.60,51.15,0.179,nan,nan
1.32,-5.83,-1.01,17.45,0.75,-0.29,0.92,50.60,51.11,0.844,nan,nan
1.36,-6.83,1.46,6.92,0.88,-0.05,0.96,50.60,51.17,0.990,nan,nan
1.40,-6.17,0.00,4.60,0.97,0.49,1.01,50.60,51.17,1.089,nan,nan
1.44,-6.33,-0.72,0.35,1.05,0.67,1.05,50.60,51.15,1.184,nan,nan
1.48,-6.83,-0.36,0.12,1.02,0.37,1.09,50.60,51.13,1.146,nan,nan
1.52,-6.50,-1.94,5.09,0.13,0.02,1.14,50.60,51.15,0.144,nan,nan
1.56,-7.83,-0.82,23.52,1.05,-0.16,1.18,50.60,51.18,1.183,nan,nan
1.60,-9.00,2.33,5.27,1.63,0.16,1.24,50.60,51.13,1.840,nan,nan
1.64,-7.67,-0.79,3.20,1.15,0.83,1.27,50.60,51.17,1.296,nan,nan
1.68,-8.00,-0.70,14.36,1.17,0.73,1.31,50.60,51.18,1.313,nan,nan
1.72,-9.33,1.06,14.45,1.55,0.41,1.37,50.60,51.17,1.742,nan,nan
1.76,-8.50,0.24,5.68,1.57,0.71,1.41,50.60,51.15,1.774,nan,nan
1.80,-8.50,-0.89,12.39,1.62,0.93,1.44,50.60,51.15,1.823,nan,nan
1.84,-9.33,0.62,9.43,1.44,0.78,1.50,50.60,51.17,1.626,nan,nan
1.88,-9.83,0.41,11.30,1.44,0.83,1.54,50.60,51.15,1.627,nan,nan
1.92,-10.50,1.20,11.90,1.78,0.91,1.57,50.60,51.15,2.002,nan,nan
1.96,-10.33,0.65,9.00,1.87,0.94,1.63,50.60,51.17,2.101,nan,nan
2.00,-11.00,0.77,12.49,1.83,0.99,1.67,50.60,51.15,2.062,nan,nan
2.04,-11.00,0.65,9.97,1.68,1.04,1.71,50.60,51.17,1.898,nan,nan
2.08,-11.33,0.38,10.66,1.48,1.09,1.76,50.60,51.15,1.561,nan,nan
2.12,-11.50,0.26,10.45,1.16,1.12,1.80,50.60,51.15,1.312,nan,nan
2.16,-11.67,0.07,12.58,2.18,1.15,1.86,50.60,51.13,2.456,nan,nan
2.20,-12.17,0.67,12.82,2.18,1.18,1.89,50.60,51.15,2.457,nan,nan
2.24,-12.67,0.79,13.31,2.22,1.22,1.93,50.60,51.13,2.504,nan,nan
2.28,-12.67,0.00,12.13,1.56,1.26,1.99,50.60,51.11,1.757,nan,nan
2.32,-13.33,1.39,12.87,2.17,1.31,2.03,50.60,51.13,2.443,nan,nan
2.36,-13.67,1.01,14.40,2.12,1.35,2.08,50.60,51.15,2.387,nan,nan
2.40,-14.00,1.32,12.96,2.18,1.40,2.12,50.60,51.15,2.457,nan,nan
2.44,-13.83,0.36,15.10,2.08,1.46,2.16,50.60,51.15,2.340,nan,nan
2.48,-14.17,0.86,12.82,1.49,1.51,2.21,50.60,51.13,1.673,nan,nan
2.52,-14.17,0.58,15.53,2.10,1.54,2.25,50.60,51.15,2.360,nan,nan
2.56,-14.83,0.94,13.57,2.25,1.57,2.31,50.60,51.13,2.539,nan,nan
2.60,-15.00,0.89,15.70,2.82,1.62,2.34,50.50,51.11,3.171,nan,nan
2.64,-15.67,1.73,15.91,2.74,1.66,2.38,50.50,51.13,3.088,nan,nan
2.68,-15.67,0.89,14.94,1.54,1.70,2.44,50.50,51.15,1.730,nan,nan
2.72,-16.17,0.67,16.81,2.42,1.73,2.47,50.60,51.13,2.729,nan,nan
2.76,-16.17,1.25,16.42,2.87,1.80,2.51,50.60,51.17,3.233,nan,nan
2.80,-16.67,1.46,17.47,2.65,1.85,2.57,50.60,51.15,2.985,nan,nan
2.84,-17.17,1.92,16.45,2.24,1.86,2.61,50.50,51.13,2.522,nan,nan
2.88,-17.33,1.58,16.43,2.09,1.90,2.66,50.50,51.15,2.294,nan,nan
2.92,-17.83,1.97,17.87,2.11,1.94,2.70,50.50,51.15,2.372,nan,nan
2.96,-17.50,1.54,17.87,3.07,2.00,2.76,50.60,51.15,3.464,nan,nan
3.00,-18.17,1.73,18.18,2.62,2.05,2.79,50.60,51.15,2.956,nan,nan
