time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.04,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan,nan
0.08,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.12,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.16,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.20,nan,nan,nan,nan,0.00,nan,48.00,nan,nan,nan,nan
0.24,nan,nan,nan,nan,0.00,nan,48.00,nan,nan,nan,nan
0.28,nan,nan,nan,nan,0.00,nan,48.00,nan,nan,nan,nan
0.32,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.36,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.40,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.44,nan,nan,nan,nan,0.00,nan,48.00,nan,nan,nan,nan
0.48,nan,nan,nan,nan,0.00,nan,48.00,nan,nan,nan,nan
0.52,nan,nan,nan,nan,0.00,0.04,48.00,nan,nan,nan,nan
0.56,0.00,0.36,-0.00,0.19,0.00,0.07,48.00,48.15,0.217,nan,nan
0.60,-0.33,-0.17,-0.08,0.10,0.00,0.13,48.00,48.17,0.116,nan,nan
0.64,-0.67,-0.55,0.03,0.05,0.00,0.17,48.00,48.19,0.113,nan,nan
0.68,-1.00,-0.07,0.02,0.05,-0.01,0.22,47.60,48.15,0.058,nan,nan
0.72,-1.33,-0.29,-0.01,0.15,-0.02,0.26,47.60,48.15,0.168,nan,nan
0.76,-1.33,-1.42,0.25,0.20,-0.05,0.30,47.60,48.15,0.225,nan,nan
0.80,-2.00,-1.56,0.84,0.20,-0.14,0.34,47.70,48.15,0.226,nan,nan
0.84,-2.00,-0.94,3.57,0.07,-0.27,0.39,47.70,48.19,0.073,nan,nan
0.88,-2.50,-0.79,6.36,0.13,-0.30,0.43,47.70,48.17,0.150,nan,nan
0.92,-3.00,-1.15,5.96,0.49,-0.14,0.49,47.70,48.17,0.547,nan,nan
0.96,-3.33,-0.36,3.14,0.44,0.04,0.53,47.70,48.19,0.501,nan,nan
1.00,-2.67,-1.30,0.16,0.45,0.17,0.56,47.70,48.17,0.504,nan,nan
1.04,-3.50,-0.24,0.05,0.50,0.15,0.62,47.60,48.17,0.565,nan,nan
1.08,-3.50,-1.73,0.28,0.56,0.04,0.66,47.60,48.17,0.631,nan,nan
1.12,-4.17,-1.10,5.27,0.04,-0.12,0.69,47.60,48.21,0.051,nan,nan
1.16,-4.50,-1.13,12.10,0.74,-0.24,0.73,47.60,48.17,0.835,nan,nan
1.20,-5.17,-0.07,10.23,0.53,-0.05,0.77,47.60,48.17,0.603,nan,nan
1.24,-5.33,0.86,-0.07,0.80,0.39,0.82,47.60,48.17,0.896,nan,nan
1.28,-5.67,0.22,2.67,0.88,0.51,0.84,47.70,48.17,0.991,nan,nan
1.32,-5.50,-0.34,2.97,0.40,0.24,0.90,47.70,48.13,0.456,nan,nan
1.36,-5.17,-1.27,15.41,1.07,0.08,0.94,47.70,48.17,1.205,nan,nan
1.40,-6.83,1.49,4.47,0.81,0.20,0.98,47.60,48.17,0.909,nan,nan
1.44,-6.50,0.31,4.63,1.05,0.58,1.03,47.60,48.15,1.180,nan,nan
1.48,-7.17,0.10,7.22,1.09,0.66,1.07,47.60,48.15,1.223,nan,nan
1.52,-6.67,-0.41,10.64,1.27,0.45,1.11,47.70,48.17,1.434,nan,nan
1.56,-6.67,0.12,2.17,0.93,0.50,1.16,47.70,48.19,1.048,nan,nan
1.60,-7.50,-0.91,10.75,1.32,0.57,1.20,47.70,48.17,1.482,nan,nan
1.64,-6.83,-0.96,7.63,1.33,0.62,1.24,47.70,48.15,1.496,nan,nan
1.68,-7.50,-0.38,8.36,1.21,0.70,1.29,47.70,48.15,1.363,nan,nan
1.72,-9.17,0.50,9.76,1.52,0.74,1.33,47.70,48.17,1.711,nan,nan
1.76,-9.33,0.94,10.03,1.46,0.77,1.37,47.60,48.17,1.646,nan,nan
1.80,-8.67,0.86,10.28,1.60,0.81,1.41,47.60,48.15,1.801,nan,nan
1.84,-8.67,0.86,9.52,1.46,0.85,1.46,47.60,48.19,1.647,nan,nan
1.88,-9.33,-0.72,11.12,1.50,0.89,1.50,47.70,48.17,1.693,nan,nan
1.92,-10.17,0.74,9.68,1.72,0.94,1.54,47.70,48.13,1.935,nan,nan
1.96,-10.83,0.98,9.22,1.14,0.98,1.57,47.70,48.13,1.281,nan,nan
2.00,-10.17,0.48,10.14,1.83,1.00,1.63,47.70,48.13,2.065,nan,nan
2.04,-11.33,1.37,9.79,0.98,1.01,1.67,47.70,48.13,1.109,nan,nan
2.08,-11.00,0.50,10.62,1.69,1.04,1.71,47.70,48.15,1.898,nan,nan
2.12,-10.33,-0.94,12.97,1.95,1.08,1.76,47.70,48.15,2.194,nan,nan
2.16,-11.17,0.05,12.80,1.52,1.12,1.80,47.70,48.15,1.707,nan,nan
2.20,-11.67,0.22,12.07,2.09,1.18,1.84,47.70,48.15,2.351,nan,nan
2.24,-12.50,0.62,11.48,1.55,1.22,1.89,47.70,48.13,1.711,nan,nan
2.28,-13.17,1.54,11.93,2.12,1.28,1.93,47.70,48.13,2.389,nan,nan
2.32,-12.67,0.58,13.85,2.23,1.33,1.97,47.70,48.15,2.513,nan,nan
2.36,-13.17,0.50,11.43,1.86,1.38,2.03,47.70,48.13,2.094,nan,nan
2.40,-13.83,1.99,14.24,2.34,1.42,2.06,47.70,48.13,2.638,nan,nan
2.44,-13.50,0.31,12.44,1.98,1.44,2.10,47.70,48.13,2.233,nan,nan
2.48,-14.33,1.22,15.19,1.82,1.48,2.16,47.70,48.17,2.090,nan,nan
