time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.01,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan
0.05,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.09,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.13,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.17,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.21,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.25,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.29,nan,nan,nan,nan,-0.05,nan,48.00,nan,nan,nan,nan
0.33,nan,nan,nan,nan,-0.05,nan,48.10,nan,nan,nan,nan
0.37,nan,nan,nan,nan,-0.05,nan,48.10,nan,nan,nan,nan
0.41,nan,nan,nan,nan,-0.05,nan,48.10,nan,nan,nan,nan
0.45,nan,nan,nan,nan,-0.05,nan,48.10,nan,nan,nan,nan
0.49,nan,nan,nan,nan,-0.05,nan,48.10,nan,nan,nan,nan
0.53,nan,nan,nan,nan,-0.05,0.06,48.10,nan,nan,nan,nan
0.57,-0.17,0.02,-0.02,0.18,-0.06,0.09,48.10,48.24,0.208,nan,nan
0.62,-0.33,-0.19,0.00,-0.00,-0.08,0.15,48.10,48.22,-0.000,nan,nan
0.65,-0.50,-1.13,0.05,0.09,-0.11,0.19,47.70,48.24,0.103,nan,nan
0.69,-0.67,-1.39,0.04,0.20,-0.14,0.22,47.70,48.24,0.225,nan,nan
0.74,-1.00,-2.42,0.06,0.24,-0.15,0.28,47.70,48.24,0.274,nan,nan
0.77,-2.00,-0.60,0.32,0.29,-0.22,0.32,47.80,48.22,0.319,nan,nan
0.81,-2.17,-0.55,2.52,0.28,-0.39,0.36,47.80,48.24,0.320,nan,nan
0.85,-2.50,-0.91,7.63,0.43,-0.53,0.41,47.80,48.22,0.480,nan,nan
0.89,-2.83,-0.60,7.82,0.53,-0.38,0.45,47.70,48.22,0.593,nan,nan
0.93,-3.33,0.82,3.35,0.23,-0.08,0.49,47.70,48.22,0.255,nan,nan
0.97,-2.83,-0.24,3.06,0.49,0.13,0.54,47.70,48.24,0.557,nan,nan
1.01,-3.50,-0.72,0.01,0.50,0.22,0.58,47.70,48.24,0.563,nan,nan
1.05,-3.00,-1.94,0.05,0.65,0.15,0.62,47.70,48.24,0.736,nan,nan
1.09,-3.83,-1.18,0.37,0.70,-0.01,0.67,47.70,48.22,0.791,nan,nan
1.13,-4.17,-1.70,10.88,0.51,-0.27,0.71,47.70,48.24,0.570,nan,nan
1.17,-5.17,-0.74,14.45,0.94,-0.35,0.77,47.70,48.24,1.062,nan,nan
1.21,-5.67,0.72,3.89,1.10,0.00,0.81,47.70,48.22,1.236,nan,nan
1.25,-4.50,-0.86,0.55,0.88,0.47,0.84,47.70,48.22,0.988,nan,nan
1.29,-4.83,-1.44,1.22,0.89,0.48,0.90,47.70,48.24,1.005,nan,nan
1.33,-5.50,-1.80,1.22,0.85,0.16,0.94,47.70,48.24,0.955,nan,nan
1.38,-6.33,-0.34,13.52,1.04,-0.16,0.99,47.70,48.22,1.171,nan,nan
1.41,-6.67,-0.12,17.97,1.38,-0.22,1.03,47.70,48.24,1.559,nan,nan
1.45,-6.33,0.84,0.73,1.12,0.29,1.07,47.70,48.24,1.260,nan,nan
1.49,-6.17,-0.62,2.58,0.91,0.87,1.11,47.70,48.24,1.028,nan,nan
1.53,-6.17,-0.62,6.98,0.71,0.70,1.16,47.70,48.24,0.797,nan,nan
1.57,-8.17,0.77,9.54,1.02,0.41,1.20,47.70,48.22,1.145,nan,nan
1.61,-8.00,0.70,2.76,1.32,0.65,1.26,47.70,48.24,1.489,nan,nan
1.65,-7.67,-1.44,6.81,0.92,0.74,1.29,47.70,48.24,1.033,nan,nan
1.69,-8.00,-1.06,19.58,1.20,0.41,1.35,47.70,48.22,1.350,nan,nan
1.73,-9.17,1.61,0.53,1.47,0.49,1.39,47.70,48.24,1.653,nan,nan
1.77,-8.50,-0.60,2.93,1.26,0.95,1.42,47.70,48.24,1.415,nan,nan
1.81,-9.33,-1.01,17.09,1.03,0.76,1.48,47.70,48.21,1.159,nan,nan
1.85,-10.33,1.51,5.27,1.81,0.59,1.52,47.70,48.24,2.043,nan,nan
1.89,-8.67,-2.02,2.46,1.37,1.01,1.57,47.70,48.24,1.548,nan,nan
1.93,-11.17,0.89,21.40,1.29,0.87,1.61,47.70,48.22,1.455,nan,nan
1.97,-11.33,2.02,8.92,1.95,0.71,1.67,47.70,48.24,2.198,nan,nan
2.01,-9.83,0.02,7.30,0.82,1.11,1.71,47.70,48.24,0.927,nan,nan
2.05,-12.00,0.58,22.53,1.08,0.96,1.74,47.70,48.22,1.217,nan,nan
2.09,-12.50,2.14,8.02,2.24,0.85,1.80,47.70,48.24,2.527,nan,nan
2.13,-11.67,0.29,15.74,2.21,1.24,1.84,47.70,48.22,2.493,nan,nan
2.18,-12.33,1.20,11.52,1.67,1.27,1.89,47.70,48.24,1.886,nan,nan
2.21,-12.17,-0.34,13.69,1.94,1.28,1.93,47.70,48.24,2.180,nan,nan
2.25,-13.33,1.39,13.87,2.35,1.31,1.97,47.70,48.22,2.643,nan,nan
2.30,-12.67,0.34,12.97,2.00,1.36,2.03,47.70,48.24,2.253,nan,nan
2.33,-13.33,0.82,12.68,1.98,1.40,2.06,47.70,48.21,2.226,nan,nan
2.37,-13.33,0.14,14.39,2.01,1.45,2.10,47.70,48.24,2.265,nan,nan
2.41,-13.67,0.70,13.91,1.60,1.50,2.16,47.70,48.21,1.801,nan,nan
2.45,-14.50,0.94,14.86,2.40,1.54,2.19,47.70,48.22,2.708,nan,nan
2.49,-14.50,0.89,13.91,2.05,1.61,2.23,47.70,48.21,2.308,nan,nan
2.53,-14.50,1.03,15.23,2.13,1.66,2.29,47.70,48.21,2.396,nan,nan
2.57,-15.17,1.30,14.39,2.60,1.70,2.32,47.70,48.24,2.929,nan,nan
2.61,-15.33,1.08,15.21,2.12,1.74,2.36,47.80,48.21,2.389,nan,nan
2.65,-15.50,1.03,16.56,2.18,1.78,2.42,47.80,48.24,2.456,nan,nan
2.69,-16.17,0.65,15.79,2.55,1.83,2.46,47.60,48.21,2.877,nan,nan
2.74,-16.00,0.96,15.96,1.91,1.87,2.51,47.60,48.24,2.155,nan,nan
