time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.02,nan,nan,nan,nan,-0.39,nan,nan,nan,nan,nan,nan
0.06,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.10,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.14,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.18,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.22,nan,nan,nan,nan,-0.39,nan,51.10,nan,nan,nan,nan
0.26,nan,nan,nan,nan,-0.39,nan,51.10,nan,nan,nan,nan
0.30,nan,nan,nan,nan,-0.39,nan,51.10,nan,nan,nan,nan
0.34,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.38,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.42,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.46,nan,nan,nan,nan,-0.39,nan,51.00,nan,nan,nan,nan
0.50,nan,nan,nan,nan,-0.39,0.02,51.00,nan,nan,nan,nan
0.54,0.00,-0.79,0.02,0.00,-0.39,0.06,51.00,51.15,1.703,nan,nan
0.58,-0.17,-0.19,0.79,0.00,-0.39,0.09,50.50,51.17,0.000,nan,nan
0.62,-0.17,-1.34,0.19,0.17,-0.41,0.13,50.50,51.17,0.190,nan,nan
0.66,-0.33,-1.08,1.94,0.35,-0.42,0.19,50.50,51.17,0.398,nan,nan
0.70,-0.67,-1.34,0.16,-0.00,-0.38,0.22,50.70,51.13,-0.000,nan,nan
0.74,-1.33,-2.04,1.43,0.25,-0.40,0.28,50.70,51.15,0.287,nan,nan
0.78,-1.67,-1.80,1.35,0.29,-0.51,0.32,50.60,51.15,0.329,nan,nan
0.82,-2.33,-0.60,5.48,0.11,-0.59,0.36,50.60,51.13,0.128,nan,nan
0.86,-1.67,-1.44,5.81,0.57,-0.51,0.41,50.60,51.13,0.640,nan,nan
0.90,-3.00,0.05,3.61,0.33,-0.22,0.45,50.60,51.17,0.368,nan,nan
0.94,-3.33,1.06,4.15,0.51,0.00,0.49,50.60,51.18,0.579,nan,nan
0.98,-2.67,-1.25,1.99,0.78,0.10,0.54,50.60,51.17,0.878,nan,nan
1.02,-3.83,-0.34,0.09,0.69,0.13,0.58,50.60,51.13,0.780,nan,nan
1.06,-3.17,-1.13,0.09,0.55,0.05,0.64,50.60,51.18,0.623,nan,nan
