time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.04,nan,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,nan
0.08,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.12,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.16,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.20,nan,nan,nan,nan,-0.08,nan,48.00,nan,nan,nan,nan
0.24,nan,nan,nan,nan,-0.08,nan,48.00,nan,nan,nan,nan
0.28,nan,nan,nan,nan,-0.08,nan,48.00,nan,nan,nan,nan
0.32,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.36,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.40,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.44,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.48,nan,nan,nan,nan,-0.08,nan,48.10,nan,nan,nan,nan
0.52,nan,nan,nan,nan,-0.08,0.04,48.10,nan,nan,nan,nan
0.56,-0.50,0.00,0.02,-0.14,-0.08,0.07,48.10,48.22,-0.156,nan,nan
0.60,-0.50,-0.07,0.32,0.01,-0.08,0.13,48.10,48.22,0.009,nan,nan
0.64,-0.67,-0.14,-0.03,0.11,-0.06,0.17,47.80,48.24,0.120,nan,nan
0.68,-0.83,0.46,0.01,0.08,-0.07,0.22,47.80,48.22,0.086,nan,nan
0.72,-1.00,-0.65,1.51,0.25,-0.09,0.26,47.80,48.24,0.284,nan,nan
0.76,-1.33,-1.51,-0.03,0.35,-0.10,0.30,47.80,48.24,0.398,nan,nan
0.80,-1.83,-0.94,0.03,0.25,-0.11,0.36,47.70,48.22,0.286,nan,nan
0.84,-2.50,-1.01,0.09,0.31,-0.13,0.39,47.70,48.22,0.347,nan,nan
0.88,-2.17,-0.67,1.71,0.32,-0.23,0.45,47.70,48.24,0.364,nan,nan
0.92,-2.67,-1.58,3.98,-0.04,-0.37,0.49,47.70,48.21,-0.050,nan,nan
0.96,-3.83,0.07,8.95,0.61,-0.39,0.53,47.70,48.24,0.691,nan,nan
1.00,-2.83,-1.82,9.58,0.45,-0.25,0.58,47.70,48.24,0.511,nan,nan
1.04,-4.00,0.07,0.18,0.73,-0.03,0.62,47.70,48.24,0.783,nan,nan
1.08,-3.17,-1.30,-0.27,0.55,0.12,0.67,47.70,48.24,0.623,nan,nan
1.12,-4.17,-0.67,0.22,0.71,0.06,0.71,47.70,48.22,0.805,nan,nan
1.16,-4.17,-2.18,2.97,0.25,-0.10,0.75,47.60,48.24,0.277,nan,nan
1.20,-5.00,-0.36,12.94,0.05,-0.31,0.79,47.60,48.21,0.060,nan,nan
1.24,-5.33,-0.65,16.13,1.07,-0.26,0.84,47.60,48.22,1.202,nan,nan
1.28,-5.33,0.77,-1.21,0.73,0.22,0.88,47.70,48.22,0.825,nan,nan
1.32,-5.17,-1.22,2.18,0.86,0.50,0.94,47.70,48.24,0.965,nan,nan
1.36,-5.83,-0.98,9.63,1.00,0.24,0.98,47.70,48.21,1.129,nan,nan
1.40,-7.00,-0.17,15.49,0.75,0.02,1.01,47.70,48.24,0.847,nan,nan
1.44,-6.83,0.38,2.52,0.93,0.23,1.07,47.70,48.24,1.050,nan,nan
1.48,-7.00,-0.22,5.81,1.04,0.59,1.11,47.80,48.24,1.170,nan,nan
1.52,-7.83,1.22,8.35,1.14,0.61,1.14,47.80,48.22,1.279,nan,nan
1.56,-7.33,0.26,8.80,1.39,0.54,1.20,47.80,48.21,1.560,nan,nan
1.60,-8.17,0.50,8.69,1.39,0.57,1.24,47.70,48.21,1.568,nan,nan
1.64,-8.50,0.86,7.90,1.56,0.61,1.29,47.70,48.24,1.753,nan,nan
1.68,-8.50,0.34,7.39,0.96,0.67,1.33,47.70,48.22,1.076,nan,nan
1.72,-8.83,0.91,7.13,0.99,0.69,1.37,47.70,48.22,1.110,nan,nan
1.76,-9.17,0.62,8.00,0.94,0.71,1.42,47.70,48.24,1.061,nan,nan
1.80,-9.67,0.50,10.42,1.41,0.75,1.46,47.70,48.24,1.591,nan,nan
1.84,-10.00,0.41,9.59,1.56,0.79,1.50,47.70,48.22,1.753,nan,nan
1.88,-10.17,0.60,9.32,1.51,0.83,1.56,47.70,48.19,1.698,nan,nan
1.92,-9.67,-0.31,11.92,1.61,0.88,1.59,47.70,48.19,1.808,nan,nan
1.96,-10.33,-0.05,10.77,1.69,0.93,1.65,47.70,48.24,1.905,nan,nan
2.00,-10.33,0.26,12.21,1.79,0.98,1.69,47.70,48.21,2.015,nan,nan
2.04,-10.83,0.02,11.30,1.90,1.03,1.72,47.70,48.22,2.137,nan,nan
2.08,-11.33,0.38,10.85,1.56,1.07,1.78,47.70,48.24,1.752,nan,nan
2.12,-12.00,0.77,10.58,1.62,1.10,1.82,47.70,48.22,1.828,nan,nan
2.16,-12.50,1.82,12.30,1.66,1.16,1.88,47.70,48.21,1.868,nan,nan
2.20,-12.00,0.77,13.37,1.96,1.20,1.91,47.70,48.21,2.202,nan,nan
2.24,-12.67,0.19,12.83,2.34,1.24,1.95,47.60,48.19,2.636,nan,nan
2.28,-13.00,0.62,13.29,1.67,1.28,2.01,47.60,48.21,1.886,nan,nan
2.32,-13.50,1.90,14.48,1.78,1.34,2.04,47.60,48.19,2.005,nan,nan
2.36,-13.67,0.79,12.53,2.15,1.37,2.08,47.80,48.22,2.423,nan,nan
2.40,-14.00,1.32,14.91,2.25,1.41,2.14,47.80,48.22,2.538,nan,nan
2.44,-14.00,1.27,14.34,2.55,1.46,2.17,47.70,48.22,2.875,nan,nan
2.48,-14.50,0.60,15.34,1.82,1.51,2.21,47.70,48.22,2.055,nan,nan
2.52,-14.83,1.25,13.17,1.87,1.54,2.27,47.70,48.21,2.101,nan,nan
2.56,-15.33,1.37,16.24,2.28,1.57,2.31,47.70,48.22,2.426,nan,nan
2.60,-15.17,0.86,14.24,2.70,1.63,2.36,47.70,48.22,3.046,nan,nan
2.64,-15.33,0.94,16.15,2.58,1.69,2.40,47.70,48.21,2.905,nan,nan
2.68,-16.00,1.20,17.20,2.61,1.71,2.44,47.80,48.21,2.934,nan,nan
2.72,-16.00,1.06,15.13,2.70,1.75,2.49,47.80,48.22,3.043,nan,nan
2.76,-16.33,1.49,15.95,2.30,1.80,2.53,47.80,48.19,2.590,nan,nan
2.80,-16.67,1.20,16.70,2.95,1.85,2.59,47.80,48.21,3.318,nan,nan
2.84,-17.50,1.56,17.64,2.54,1.88,2.62,47.70,48.21,2.866,nan,nan
2.88,-17.17,1.99,18.30,2.58,1.94,2.66,47.70,48.19,2.904,nan,nan
2.92,-17.17,0.86,17.94,2.94,2.00,2.72,47.70,48.22,3.307,nan,nan
