time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.04,nan,nan,nan,nan,-0.13,nan,nan,nan,nan,nan,nan
0.07,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.11,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.15,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.19,nan,nan,nan,nan,-0.13,nan,48.00,nan,nan,nan,nan
0.23,nan,nan,nan,nan,-0.13,nan,48.00,nan,nan,nan,nan
0.27,nan,nan,nan,nan,-0.13,nan,48.00,nan,nan,nan,nan
0.31,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.35,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.39,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.43,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.47,nan,nan,nan,nan,-0.13,nan,48.10,nan,nan,nan,nan
0.52,nan,nan,nan,nan,-0.13,0.04,48.10,nan,nan,nan,nan
0.55,0.00,0.41,0.02,0.24,-0.13,0.07,48.10,48.19,0.266,nan,nan
0.59,-0.17,0.02,-0.01,0.17,-0.13,0.11,48.10,48.19,0.188,nan,nan
0.63,-0.33,-0.62,0.01,0.08,-0.16,0.17,48.10,48.21,0.094,nan,nan
0.67,-0.33,-0.62,0.55,0.12,-0.24,0.21,47.70,48.21,0.131,nan,nan
0.72,-1.17,-1.25,-0.12,0.21,-0.38,0.26,47.70,48.21,0.256,nan,nan
0.75,-1.17,-1.92,1.66,0.23,-0.53,0.30,47.70,48.19,0.256,nan,nan
0.79,-2.00,-1.20,2.55,0.08,-0.67,0.34,47.70,48.19,0.086,nan,nan
0.84,-2.83,0.60,6.21,0.65,-0.64,0.39,47.70,48.21,0.734,nan,nan
0.87,-2.50,0.10,0.01,0.71,-0.39,0.43,47.80,48.19,0.804,nan,nan
0.91,-2.17,-1.78,0.52,0.05,-0.20,0.47,47.80,48.21,0.054,nan,nan
0.96,-3.67,0.19,7.64,0.76,-0.23,0.53,47.80,48.22,0.856,nan,nan
0.99,-3.17,-0.60,8.39,0.80,-0.23,0.56,47.80,48.19,0.897,nan,nan
1.03,-4.17,-0.07,7.99,0.67,-0.09,0.60,47.70,48.19,0.752,nan,nan
1.08,-3.67,-0.05,2.40,0.14,0.03,0.66,47.70,48.21,0.158,nan,nan
1.11,-4.67,0.10,2.86,0.83,0.10,0.69,47.70,48.21,0.934,nan,nan
1.15,-3.83,-1.56,0.11,0.55,0.14,0.73,47.70,48.22,0.623,nan,nan
1.19,-4.67,-0.58,-0.02,0.70,0.04,0.79,47.70,48.19,0.794,nan,nan
1.23,-5.17,-0.84,4.65,0.00,-0.14,0.82,47.80,48.22,0.000,nan,nan
1.28,-5.67,-0.58,13.45,0.63,-0.34,0.88,47.80,48.21,0.711,nan,nan
1.31,-6.33,0.53,11.48,1.30,-0.24,0.92,47.80,48.19,1.462,nan,nan
1.35,-5.67,-0.07,0.35,0.83,0.26,0.96,47.80,48.19,0.939,nan,nan
1.40,-6.50,-0.91,9.75,0.95,0.47,1.01,47.80,48.19,1.067,nan,nan
1.43,-7.33,1.27,5.17,0.50,0.35,1.05,47.80,48.19,0.560,nan,nan
1.47,-6.83,-0.46,6.23,1.24,0.46,1.09,47.80,48.19,1.398,nan,nan
1.51,-6.50,-0.34,6.53,0.78,0.55,1.14,47.70,48.21,0.880,nan,nan
1.55,-7.83,0.96,6.55,1.16,0.45,1.18,47.70,48.19,1.304,nan,nan
1.59,-6.83,-0.96,9.74,1.41,0.54,1.22,47.70,48.22,1.592,nan,nan
1.63,-7.50,-0.31,9.89,1.23,0.62,1.27,47.70,48.21,1.383,nan,nan
1.67,-9.00,0.31,8.61,1.40,0.64,1.31,47.70,48.19,1.582,nan,nan
1.71,-8.83,-0.22,7.73,1.51,0.66,1.35,47.70,48.19,1.696,nan,nan
1.76,-9.17,-0.24,8.54,1.47,0.71,1.41,47.80,48.21,1.654,nan,nan
1.79,-9.17,0.65,10.91,1.45,0.73,1.44,47.80,48.19,1.636,nan,nan
1.83,-9.17,0.46,10.92,1.20,0.76,1.48,47.80,48.19,1.347,nan,nan
1.87,-9.17,-0.19,11.29,1.58,0.81,1.54,47.70,48.17,1.784,nan,nan
1.91,-10.50,0.65,8.98,1.62,0.85,1.57,47.70,48.19,1.821,nan,nan
1.95,-10.83,1.27,12.20,1.49,0.88,1.61,47.70,48.21,1.674,nan,nan
1.99,-10.17,0.07,11.75,1.54,0.94,1.67,47.70,48.19,1.736,nan,nan
2.03,-11.50,1.01,12.42,1.52,0.98,1.71,47.70,48.17,1.707,nan,nan
2.08,-10.67,0.29,12.18,1.84,1.02,1.76,47.70,48.17,2.073,nan,nan
2.11,-11.67,1.06,12.87,1.78,1.06,1.80,47.70,48.21,1.999,nan,nan
2.15,-11.50,0.17,11.36,1.82,1.09,1.84,47.70,48.21,2.046,nan,nan
2.20,-12.17,0.60,11.52,2.07,1.11,1.89,47.70,48.21,2.336,nan,nan
2.23,-12.83,1.25,13.38,2.13,1.15,1.93,47.70,48.21,2.400,nan,nan
2.27,-12.17,0.46,13.22,2.34,1.19,1.97,47.70,48.19,2.634,nan,nan
2.32,-12.83,0.14,12.73,1.80,1.24,2.03,47.70,48.21,2.030,nan,nan
2.35,-14.00,1.63,14.51,2.14,1.28,2.06,47.80,48.17,2.406,nan,nan
2.39,-13.50,0.74,12.57,1.47,1.34,2.10,47.80,48.19,1.651,nan,nan
2.43,-14.17,0.86,14.78,2.24,1.39,2.16,47.80,48.19,2.528,nan,nan
2.47,-14.00,0.98,13.83,2.57,1.42,2.19,47.70,48.19,2.893,nan,nan
2.51,-14.33,0.55,15.49,2.42,1.45,2.25,47.70,48.21,2.730,nan,nan
2.55,-15.17,1.56,15.26,2.27,1.49,2.29,47.70,48.22,2.558,nan,nan
2.59,-14.67,0.10,15.33,2.71,1.53,2.34,47.70,48.17,3.052,nan,nan
2.63,-15.83,2.02,15.96,2.47,1.58,2.38,47.70,48.21,2.784,nan,nan
2.67,-15.33,0.62,15.94,2.00,1.64,2.44,47.70,48.19,2.248,nan,nan
2.72,-16.50,1.82,16.32,2.85,1.68,2.49,47.70,48.21,3.214,nan,nan
2.75,-16.50,0.91,17.10,2.29,1.73,2.53,47.70,48.21,2.582,nan,nan
2.79,-16.83,1.42,16.80,2.74,1.77,2.57,47.70,48.19,3.087,nan,nan
2.83,-16.50,1.30,16.15,1.77,1.82,2.62,47.70,48.21,1.999,nan,nan
2.87,-17.17,1.63,16.78,2.77,1.86,2.66,47.70,48.19,3.115,nan,nan
2.92,-17.83,2.04,17.70,3.10,1.92,2.72,47.70,48.21,3.486,nan,nan
2.95,-18.33,2.35,18.16,3.16,1.96,2.76,47.70,48.19,3.564,nan,nan
2.99,-18.33,0.89,18.26,2.44,2.02,2.79,47.70,48.19,2.745,nan,nan
3.03,-18.67,2.18,18.01,2.46,2.08,2.85,47.70,48.19,2.772,nan,nan
3.07,-19.17,1.22,18.89,2.72,2.10,2.89,47.60,48.19,3.065,nan,nan
3.12,-19.67,2.09,19.09,3.20,2.13,2.94,47.60,48.19,3.606,nan,nan
3.15,-19.17,1.42,19.38,2.65,2.18,2.98,47.70,48.21,2.990,nan,nan
3.19,-20.00,2.74,19.94,3.48,2.22,3.02,47.70,48.19,3.918,nan,nan
3.24,-19.67,1.15,20.49,3.32,2.29,3.07,47.70,48.17,3.736,nan,nan
3.27,-20.50,1.85,19.93,3.15,2.34,3.11,47.70,48.19,3.544,nan,nan
3.31,-20.33,1.97,20.62,2.92,2.37,3.15,47.70,48.19,3.287,nan,nan
3.35,-20.83,1.85,22.00,2.72,2.39,3.21,47.70,48.17,3.059,nan,nan
3.39,-21.17,1.58,21.29,2.38,2.44,3.24,47.60,48.17,2.676,nan,nan
3.44,-21.50,2.26,22.41,3.56,2.50,3.30,47.60,48.19,4.012,nan,nan
3.47,-22.00,2.16,21.91,2.65,2.55,3.34,47.60,48.21,2.988,nan,nan
3.51,-22.33,1.90,22.11,3.29,2.57,3.37,47.60,48.17,3.709,nan,nan
3.55,-22.50,2.42,22.55,3.29,2.60,3.43,47.70,48.17,3.705,nan,nan
3.59,-22.33,1.27,23.21,3.38,2.64,3.47,47.70,48.17,3.804,nan,nan
3.64,-22.67,1.92,23.55,3.84,2.70,3.52,47.70,48.19,4.325,nan,nan
3.67,-22.67,1.92,22.68,3.97,2.78,3.56,47.70,48.17,4.466,nan,nan
3.71,-23.33,1.30,23.27,3.37,2.83,3.60,47.70,48.21,3.795,nan,nan
3.76,-23.83,3.10,24.61,2.91,2.83,3.66,47.70,48.21,3.277,nan,nan
3.79,-24.00,2.28,24.55,3.22,2.86,3.69,47.70,48.17,3.632,nan,nan
3.83,-24.83,2.52,24.62,3.98,2.92,3.73,47.70,48.15,4.487,nan,nan
3.88,-24.33,2.23,23.91,4.41,2.97,3.79,47.70,48.17,4.964,nan,nan
3.91,-25.17,2.78,24.92,3.44,2.99,3.82,47.70,48.17,3.871,nan,nan
3.95,-25.00,1.99,25.56,3.56,2.99,3.86,47.70,48.19,4.013,nan,nan
3.99,-26.00,3.38,25.83,3.66,3.00,3.92,47.70,48.19,4.111,nan,nan
4.03,-25.83,2.71,26.03,3.53,3.05,3.96,47.70,48.15,3.981,nan,nan
4.07,-25.67,1.58,25.35,3.25,3.07,3.99,47.70,48.17,3.660,nan,nan
4.11,-26.33,2.21,26.92,4.20,3.07,4.05,47.70,48.17,4.732,nan,nan
4.15,-26.50,2.06,27.09,3.14,3.09,4.09,47.60,48.17,3.534,nan,nan
4.19,-27.17,2.16,28.23,4.41,3.15,4.14,47.60,48.17,4.964,nan,nan
4.23,-27.17,2.06,26.82,3.43,3.19,4.18,47.60,48.17,3.864,nan,nan
4.27,-27.67,2.59,28.48,3.91,3.20,4.22,47.70,48.17,4.402,nan,nan
4.31,-27.83,1.73,27.56,3.46,3.21,4.27,47.70,48.17,3.902,nan,nan
4.35,-28.50,1.87,29.15,5.11,3.28,4.31,47.70,48.17,5.750,nan,nan
4.39,-28.83,3.58,28.38,4.95,3.35,4.37,47.60,48.19,5.577,nan,nan
4.43,-28.83,3.58,29.18,4.23,3.38,4.41,47.60,48.17,4.763,nan,nan
4.47,-29.17,2.90,29.02,4.25,3.40,4.44,47.60,48.21,4.782,nan,nan
4.51,-29.50,3.26,30.01,4.77,3.44,4.50,47.60,48.13,5.368,nan,nan
4.55,-29.50,2.93,29.19,4.14,3.50,4.54,47.60,48.17,4.669,nan,nan
4.59,-29.83,2.88,30.30,4.36,3.53,4.59,47.60,48.17,4.915,nan,nan
4.63,-30.67,3.29,30.80,4.34,3.55,4.63,47.70,48.15,4.893,nan,nan
4.67,-31.00,3.07,30.94,3.37,3.61,4.67,47.70,48.17,3.802,nan,nan
4.71,-30.83,2.47,30.41,5.41,3.67,4.72,47.70,48.17,6.097,nan,nan
4.75,-31.00,2.21,31.51,4.31,3.68,4.76,47.80,48.17,4.852,nan,nan
4.79,-31.33,2.98,31.78,4.98,3.68,4.82,47.80,48.15,5.610,nan,nan
4.83,-32.00,3.70,31.91,4.81,3.73,4.86,47.70,48.15,5.421,nan,nan
4.87,-32.50,3.58,31.95,5.25,3.79,4.89,47.70,48.17,5.911,nan,nan
4.91,-32.83,3.82,33.12,3.98,3.83,4.95,47.70,48.15,4.481,nan,nan
4.95,-33.00,3.98,34.39,5.25,3.88,4.99,47.70,48.15,5.913,nan,nan
4.99,-32.67,3.48,31.72,5.33,3.96,5.03,47.70,48.17,6.003,nan,nan
5.03,-33.50,3.12,34.28,5.59,4.01,5.08,47.70,48.13,6.132,nan,nan
5.07,-33.67,3.02,33.71,4.83,4.03,5.12,47.70,48.17,5.444,nan,nan
5.11,-34.00,4.18,33.56,4.46,4.08,5.16,47.60,48.15,5.021,nan,nan
5.15,-34.17,3.74,33.58,5.12,4.14,5.21,47.60,48.15,5.764,nan,nan
5.19,-34.50,3.31,34.27,5.29,4.15,5.25,47.60,48.13,5.955,nan,nan
5.24,-35.00,3.86,35.98,5.09,4.18,5.31,47.80,48.15,5.730,nan,nan
5.27,-35.00,3.86,35.20,5.29,4.24,5.34,47.80,48.15,5.956,nan,nan
5.31,-35.67,4.20,35.49,4.26,4.27,5.38,47.80,48.15,4.799,nan,nan
5.36,-35.67,3.91,36.41,4.81,4.29,5.44,47.70,48.13,5.419,nan,nan
5.39,-35.67,4.25,35.27,5.43,4.38,5.47,47.70,48.17,6.112,nan,nan
5.43,-36.17,4.10,37.06,5.93,4.44,5.51,47.70,48.13,6.676,nan,nan
5.48,-36.50,3.91,36.07,5.39,4.47,5.57,47.70,48.13,6.077,nan,nan
5.51,-37.00,4.54,37.11,4.80,4.52,5.61,47.70,48.17,5.409,nan,nan
5.55,-37.33,3.79,37.72,5.64,4.56,5.64,47.70,48.17,6.349,nan,nan
5.59,-37.67,4.20,38.02,5.62,4.59,5.70,47.70,48.13,6.327,nan,nan
5.63,-37.67,3.89,37.75,6.04,4.67,5.74,47.70,48.17,6.803,nan,nan
5.68,-38.17,4.25,37.45,6.08,4.72,5.79,47.70,48.17,6.848,nan,nan
5.71,-38.17,4.06,37.92,6.23,4.72,5.83,47.70,48.13,7.012,nan,nan
5.75,-38.83,4.13,38.86,6.14,4.77,5.87,47.70,48.13,6.920,nan,nan
5.79,-39.00,4.32,38.68,5.03,4.82,5.92,47.70,48.17,5.663,nan,nan
5.83,-39.50,4.08,39.73,5.40,4.84,5.96,47.70,48.15,6.085,nan,nan
5.87,-39.50,5.33,39.16,5.74,4.92,6.00,47.70,48.13,6.470,nan,nan
5.91,-39.50,3.67,39.46,5.47,4.99,6.06,47.70,48.15,6.156,nan,nan
5.95,-40.17,4.61,40.36,5.77,5.01,6.09,47.60,48.13,6.503,nan,nan
6.00,-40.33,4.13,39.97,5.85,5.07,6.15,47.60,48.17,6.594,nan,nan
6.03,-41.17,5.45,41.24,6.72,5.11,6.19,47.60,48.10,7.572,nan,nan
6.07,-41.00,4.39,41.61,6.62,5.14,6.23,47.70,48.17,7.462,nan,nan
6.11,-41.00,4.66,40.71,6.04,5.22,6.28,47.70,48.13,6.806,nan,nan
6.15,-41.83,5.11,41.74,6.83,5.24,6.32,47.60,48.15,7.688,nan,nan
6.19,-41.83,4.30,42.26,6.87,5.26,6.36,47.60,48.17,7.743,nan,nan
6.23,-41.83,4.20,41.43,6.41,5.30,6.41,47.60,48.13,7.220,nan,nan
6.27,-42.67,4.42,43.95,6.37,5.34,6.45,47.80,48.13,7.179,nan,nan
6.32,-43.33,5.38,42.04,7.73,5.40,6.51,47.80,48.12,8.711,nan,nan
6.35,-43.33,4.94,43.74,6.87,5.47,6.54,47.80,48.12,7.743,nan,nan
6.39,-43.67,5.64,43.55,6.96,5.48,6.58,47.80,48.13,7.841,nan,nan
6.43,-43.83,5.11,43.22,6.73,5.52,6.64,47.80,48.15,7.583,nan,nan
6.47,-44.00,5.88,43.75,6.24,5.57,6.67,47.80,48.13,7.031,nan,nan
6.51,-44.33,5.33,45.54,6.48,5.58,6.71,47.80,48.12,7.295,nan,nan
6.55,-44.33,5.88,42.88,6.55,5.63,6.77,47.70,48.13,7.375,nan,nan
6.59,-45.00,4.22,45.73,6.69,5.66,6.81,47.70,48.12,7.538,nan,nan
6.64,-45.00,5.50,44.20,6.39,5.72,6.86,47.70,48.17,7.193,nan,nan
6.67,-45.67,5.76,45.74,6.15,5.79,6.90,47.80,48.12,6.931,nan,nan
6.71,-46.17,5.45,46.45,7.09,5.82,6.94,47.80,48.12,7.983,nan,nan
6.76,-45.67,5.57,45.28,6.16,5.89,6.99,47.80,48.13,6.941,nan,nan
6.79,-46.33,6.46,46.86,7.09,5.92,7.03,47.70,48.10,7.981,nan,nan
6.83,-46.67,4.94,45.52,6.49,5.98,7.07,47.70,48.13,7.305,nan,nan
6.87,-46.67,5.11,48.01,7.63,6.03,7.12,47.70,48.13,8.542,nan,nan
6.91,-47.33,4.92,45.99,7.07,6.05,7.16,47.70,48.12,7.965,nan,nan
6.95,-47.67,4.39,48.24,7.35,6.10,7.22,47.70,48.13,8.283,nan,nan
6.99,-48.17,5.38,48.51,7.26,6.13,7.26,47.70,48.10,8.182,nan,nan
7.03,-48.50,6.94,48.27,6.16,6.21,7.31,47.80,48.10,6.937,nan,nan
7.07,-48.83,6.26,50.02,6.80,6.27,7.35,47.80,48.13,7.659,nan,nan
7.11,-49.17,6.41,48.84,6.19,6.29,7.41,47.80,48.15,6.972,nan,nan
7.15,-49.17,6.41,50.12,6.81,6.35,7.44,47.70,48.15,7.666,nan,nan
7.19,-49.67,7.01,49.66,7.17,6.39,7.48,47.70,48.12,8.079,nan,nan
7.24,-49.33,5.42,48.70,7.74,6.45,7.54,47.70,48.15,8.714,nan,nan
7.27,-50.50,6.65,50.78,8.38,6.47,7.57,47.50,48.10,9.439,nan,nan
7.31,-50.33,6.36,49.02,8.18,6.52,7.61,47.50,48.12,9.216,nan,nan
7.35,-50.50,6.48,51.34,8.29,6.57,7.67,47.70,48.08,9.432,nan,nan
7.39,-51.00,5.59,49.56,8.04,6.63,7.71,47.70,48.13,9.083,nan,nan
7.43,-51.00,4.15,51.21,8.34,6.70,7.76,47.70,48.08,9.397,nan,nan
7.47,-51.33,5.83,51.18,8.32,6.72,7.80,47.70,48.15,9.369,nan,nan
7.51,-51.33,6.67,51.60,7.18,6.77,7.84,47.70,48.10,8.086,nan,nan
7.56,-52.00,5.40,53.11,8.03,6.80,7.89,47.70,48.10,9.049,nan,nan
7.59,-52.00,5.02,51.32,8.43,6.85,7.93,47.70,48.15,9.500,nan,nan
7.63,-53.17,7.30,54.21,7.87,6.86,7.97,47.70,48.12,8.868,nan,nan
7.67,-53.33,6.05,51.46,7.51,6.89,8.02,47.70,48.08,8.464,nan,nan
7.71,-53.67,6.77,53.64,7.70,6.96,8.06,47.60,48.10,8.671,nan,nan
7.75,-53.83,8.11,52.56,8.27,7.01,8.10,47.60,48.10,9.319,nan,nan
7.79,-53.50,5.76,55.03,8.67,7.06,8.16,47.60,48.06,9.767,nan,nan
7.83,-54.33,6.50,52.28,8.71,7.11,8.19,47.70,48.12,9.815,nan,nan
7.87,-54.33,6.60,55.99,8.00,7.16,8.23,47.70,48.10,9.006,nan,nan
7.92,-54.67,6.94,54.66,9.10,7.16,8.29,47.70,48.13,10.249,nan,nan
7.95,-55.33,7.20,56.07,9.51,7.21,8.32,47.70,48.04,10.716,nan,nan
7.99,-55.17,7.30,54.41,7.70,7.26,8.36,47.70,48.12,8.672,nan,nan
8.03,-55.33,6.29,55.51,8.12,7.35,8.42,47.70,48.08,9.150,nan,nan
8.07,-55.67,5.81,54.65,7.67,7.38,8.46,47.70,48.17,8.636,nan,nan
8.12,-56.17,6.48,56.34,7.82,7.43,8.51,47.60,48.10,8.813,nan,nan
8.15,-56.50,6.41,55.94,8.40,7.48,8.55,47.60,48.06,9.461,nan,nan
8.19,-56.50,6.55,56.86,8.29,7.55,8.59,47.60,48.10,9.334,nan,nan
8.24,-57.17,6.72,57.64,8.90,7.55,8.64,47.70,48.08,10.024,nan,nan
8.27,-57.33,6.94,58.21,8.30,7.58,8.68,47.70,48.13,9.344,nan,nan
8.31,-57.83,6.98,58.26,8.54,7.64,8.72,47.70,48.10,9.621,nan,nan
8.36,-57.83,6.55,57.37,8.38,7.72,8.77,47.80,48.12,9.444,nan,nan
8.39,-58.67,7.56,57.99,8.98,7.75,8.81,47.80,48.10,10.113,nan,nan
8.43,-58.33,6.31,59.26,8.21,7.81,8.85,47.80,48.12,9.251,nan,nan
8.47,-59.00,8.21,60.25,8.16,7.84,8.91,47.60,48.06,9.187,nan,nan
8.51,-59.17,6.96,59.25,9.43,7.90,8.94,47.60,48.04,10.623,nan,nan
8.55,-59.33,7.46,59.14,6.63,7.91,8.98,47.60,48.13,7.464,nan,nan
8.59,-59.33,5.93,58.59,10.19,7.95,9.04,47.70,48.04,11.482,nan,nan
8.63,-60.17,6.94,58.95,8.94,7.99,9.07,47.70,48.06,10.070,nan,nan
