time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.02,0.00,-0.58,-0.05,-0.08,-0.44,0.00,48.20,48.69,-0.096,nan,nan
0.06,0.00,-0.58,-0.05,-0.08,-0.44,0.00,48.10,48.69,-0.096,nan,nan
0.10,0.00,-0.58,-0.05,-0.08,-0.43,0.00,48.10,48.69,-0.096,nan,nan
0.14,0.00,-0.58,-0.05,-0.08,-0.42,0.00,48.10,48.69,-0.096,nan,nan
0.18,0.00,-0.58,-0.05,-0.08,-0.41,0.00,48.10,48.69,-0.096,nan,nan
0.22,0.00,-0.58,-0.05,-0.08,-0.41,0.00,48.10,48.69,-0.096,nan,nan
0.26,0.00,-0.58,-0.05,-0.08,-0.41,0.00,48.10,48.69,-0.096,nan,nan
0.30,0.00,-0.58,-0.05,-0.08,-0.40,0.00,48.10,48.69,-0.096,nan,nan
0.34,0.00,-0.58,-0.05,-0.08,-0.40,0.00,48.10,48.69,-0.096,nan,nan
0.38,0.00,-0.58,-0.05,-0.08,-0.40,0.00,48.10,48.69,-0.096,nan,nan
0.42,0.00,-0.58,-0.05,-0.08,-0.40,0.00,48.10,48.69,-0.096,nan,nan
0.46,0.00,-0.58,-0.05,-0.08,-0.40,0.00,48.10,48.69,-0.096,nan,nan
0.50,0.00,-0.58,-0.05,-0.08,-0.41,0.00,48.10,48.69,-0.096,nan,nan
0.54,0.00,-0.48,-0.02,0.00,-0.41,0.01,48.20,48.71,-0.291,nan,nan
0.59,0.00,-0.72,0.01,0.07,-0.41,0.02,48.20,48.69,0.080,nan,nan
0.62,-0.17,-0.55,0.02,0.08,-0.43,0.02,48.20,48.71,0.096,nan,nan
0.66,-0.33,-0.77,0.01,0.01,-0.48,0.03,48.10,48.69,0.015,nan,nan
0.71,-0.33,-1.54,0.47,0.05,-0.57,0.04,48.10,48.71,0.055,nan,nan
0.74,-0.67,-1.97,-0.15,-0.05,-0.63,0.05,48.20,48.73,-0.062,nan,nan
0.79,-0.83,-2.57,0.76,-0.13,-0.64,0.06,48.20,48.71,-0.146,nan,nan
0.82,-2.00,-0.38,4.33,0.10,-0.65,0.06,48.20,48.69,0.113,nan,nan
0.86,-1.83,-0.48,0.02,0.04,-0.46,0.07,48.20,48.73,0.051,nan,nan
0.91,-1.50,-0.29,0.24,-0.03,-0.23,0.08,48.30,48.73,-0.039,nan,nan
0.94,-1.50,-0.89,0.60,0.05,-0.24,0.08,48.30,48.73,0.058,nan,nan
0.98,-2.00,-1.46,2.33,-0.16,-0.46,0.09,48.20,48.71,-0.186,nan,nan
1.03,-2.50,-1.32,7.24,0.16,-0.62,0.10,48.20,48.73,0.179,nan,nan
1.06,-1.83,-1.39,-1.43,-0.09,-0.50,0.11,48.20,48.69,-0.102,nan,nan
1.10,-2.00,-1.92,0.10,0.25,-0.30,0.11,48.20,48.71,0.287,nan,nan
1.14,-2.83,-1.78,4.80,-0.22,-0.45,0.12,48.20,48.73,-0.257,nan,nan
1.18,-3.00,-0.46,5.42,0.17,-0.60,0.13,48.20,48.71,0.194,nan,nan
1.22,-3.17,-1.03,1.32,0.29,-0.33,0.14,48.20,48.71,0.337,nan,nan
1.26,-3.00,-1.46,0.70,0.15,-0.10,0.14,48.20,48.71,0.171,nan,nan
