time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.02,0.00,-2.11,0.06,-0.11,-0.63,0.00,48.20,48.71,-0.128,nan,nan
0.06,0.00,-2.11,0.06,-0.11,-0.63,0.00,48.20,48.71,-0.128,nan,nan
0.10,0.00,-2.11,0.06,-0.11,-0.62,0.00,48.20,48.71,-0.128,nan,nan
0.14,0.00,-2.11,0.06,-0.11,-0.60,0.00,48.20,48.71,-0.128,nan,nan
0.19,0.00,-2.11,0.06,-0.11,-0.60,0.00,48.20,48.71,-0.128,nan,nan
0.22,0.00,-2.11,0.06,-0.11,-0.60,0.00,48.20,48.71,-0.128,nan,nan
0.26,0.00,-2.11,0.06,-0.11,-0.59,0.00,48.20,48.71,-0.128,nan,nan
0.30,0.00,-2.11,0.06,-0.11,-0.59,0.00,48.20,48.71,-0.128,nan,nan
0.34,0.00,-2.11,0.06,-0.11,-0.59,0.00,48.20,48.71,-0.128,nan,nan
0.38,0.00,-2.11,0.06,-0.11,-0.59,0.00,48.20,48.71,-0.128,nan,nan
0.42,0.00,-2.11,0.06,-0.11,-0.59,0.00,48.20,48.71,-0.128,nan,nan
0.46,0.00,-2.11,0.06,-0.11,-0.59,0.00,48.20,48.71,-0.128,nan,nan
0.51,0.00,-2.11,0.06,-0.11,-0.59,0.02,48.20,48.71,-0.128,nan,nan
0.54,0.00,-2.09,0.05,0.00,-0.59,0.06,48.20,48.69,-1.061,nan,nan
0.59,0.00,-2.26,-0.03,0.32,-0.59,0.11,48.20,48.69,0.363,nan,nan
0.62,0.00,-2.02,-0.03,0.24,-0.60,0.15,48.20,48.71,0.270,nan,nan
0.66,-0.17,-2.11,0.09,-0.08,-0.61,0.19,48.10,48.71,-0.092,nan,nan
0.71,-0.17,-2.02,0.72,0.00,-0.66,0.24,48.10,48.69,0.001,nan,nan
0.74,-0.50,-1.15,4.19,0.35,-0.61,0.28,48.10,48.69,0.395,nan,nan
0.79,-0.67,-0.62,-0.17,0.27,-0.35,0.34,48.20,48.71,0.312,nan,nan
0.82,-0.67,-0.29,-0.02,0.35,-0.13,0.38,48.20,48.71,0.396,nan,nan
0.86,-0.50,-0.70,-0.02,0.26,-0.06,0.41,48.20,48.71,0.296,nan,nan
0.91,-0.67,-0.31,0.06,0.39,-0.05,0.47,48.10,48.73,0.445,nan,nan
0.94,-0.67,-0.82,0.06,0.50,-0.08,0.51,48.10,48.73,0.576,nan,nan
0.98,-0.50,-0.72,0.71,0.51,-0.19,0.54,48.10,48.69,0.586,nan,nan
1.03,-0.83,-1.20,2.41,0.60,-0.32,0.60,48.20,48.74,0.685,nan,nan
1.06,-0.67,-1.22,2.21,0.46,-0.32,0.64,48.20,48.71,0.527,nan,nan
1.11,-0.83,-1.34,8.07,0.80,-0.17,0.69,48.20,48.71,0.912,nan,nan
1.14,-1.67,0.43,1.25,0.87,0.01,0.73,48.20,48.69,0.991,nan,nan
1.18,-1.17,-0.17,0.59,0.67,0.29,0.77,48.20,48.71,0.772,nan,nan
1.22,-1.33,0.05,0.16,0.73,0.38,0.82,48.30,48.69,0.831,nan,nan
1.26,-1.17,-0.17,0.12,0.84,0.24,0.86,48.30,48.69,0.960,nan,nan
1.31,-1.00,-0.86,1.47,0.78,0.11,0.92,48.30,48.71,0.896,nan,nan
1.34,-1.50,-0.65,0.03,0.83,0.05,0.96,48.20,48.69,0.955,nan,nan
1.38,-1.83,0.14,0.01,0.90,0.02,0.99,48.20,48.71,1.028,nan,nan
1.43,-1.50,-0.77,0.03,0.94,0.00,1.05,48.20,48.71,1.077,nan,nan
1.46,-1.67,-1.10,3.57,0.81,-0.02,1.09,48.20,48.69,0.924,nan,nan
1.51,-1.17,-1.58,13.75,0.54,-0.04,1.14,48.20,48.69,0.621,nan,nan
1.54,-2.33,1.54,-1.25,1.04,0.25,1.18,48.20,48.69,1.191,nan,nan
1.58,-1.67,0.38,0.50,1.14,0.93,1.22,48.20,48.71,1.308,nan,nan
