time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.00,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan,nan
0.04,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.08,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.12,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.16,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.20,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.24,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.28,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.32,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.36,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.40,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.44,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.48,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.52,nan,nan,nan,nan,0.00,0.07,48.10,nan,nan,nan,nan
0.57,0.00,0.43,-0.04,0.02,0.00,0.17,48.20,48.21,0.018,nan,nan
0.60,0.00,0.14,0.02,0.11,0.00,0.24,48.20,48.24,0.122,nan,nan
0.64,-0.17,0.05,-0.02,0.01,0.00,0.31,48.20,48.21,0.009,nan,nan
0.69,-0.17,0.12,0.02,0.23,0.00,0.41,47.70,48.24,0.264,nan,nan
0.72,-0.17,-0.19,-0.02,0.39,0.00,0.48,47.70,48.24,0.452,nan,nan
0.76,-0.17,-0.84,0.03,0.49,0.00,0.55,47.70,48.22,0.565,nan,nan
0.80,-0.17,-0.96,-0.03,0.50,-0.01,0.65,47.70,48.21,0.571,nan,nan
0.84,-0.33,-1.37,0.08,0.51,-0.02,0.72,47.70,48.26,0.581,nan,nan
0.89,-0.33,-1.70,0.13,0.62,-0.07,0.82,47.80,48.26,0.708,nan,nan
0.92,-1.00,-0.96,2.45,0.74,-0.14,0.89,47.80,48.26,0.795,nan,nan
0.96,-1.17,-0.19,6.87,0.69,-0.17,0.96,47.80,48.24,0.792,nan,nan
1.00,-1.00,-0.12,11.73,1.13,-0.03,1.07,47.80,48.22,1.301,nan,nan
1.04,-0.67,0.34,-0.52,0.99,0.41,1.13,47.80,48.24,1.136,nan,nan
1.09,-1.00,0.38,0.40,1.14,0.85,1.24,47.80,48.22,1.310,nan,nan
1.12,-0.83,-0.34,1.20,1.16,0.82,1.31,47.80,48.22,1.332,nan,nan
