time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.01,0.00,-0.53,0.00,-0.00,0.02,0.00,48.30,48.73,-0.001,nan,nan
0.05,0.00,-0.53,0.00,-0.00,0.02,0.00,48.10,48.73,-0.001,nan,nan
0.09,0.00,-0.53,0.00,-0.00,0.02,0.00,48.10,48.73,-0.001,nan,nan
0.13,0.00,-0.53,0.00,-0.00,0.02,0.00,48.10,48.73,-0.001,nan,nan
0.17,0.00,-0.53,0.00,-0.00,0.02,0.00,48.10,48.73,-0.001,nan,nan
0.21,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.25,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.29,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.33,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.37,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.41,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.45,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.49,0.00,-0.53,0.00,-0.00,0.02,0.00,48.20,48.73,-0.001,nan,nan
0.53,0.00,-0.53,0.00,-0.00,0.02,0.05,48.20,48.73,-0.001,nan,nan
0.57,0.00,0.36,-0.02,0.11,0.02,0.12,48.20,48.69,0.130,nan,nan
0.61,-0.50,0.12,0.02,0.14,0.02,0.17,48.20,48.69,0.165,nan,nan
0.65,-0.50,-0.62,-0.06,0.23,0.01,0.22,48.20,48.67,0.262,nan,nan
0.69,-0.67,-0.91,-0.03,0.20,0.00,0.30,48.20,48.69,0.229,nan,nan
0.73,-0.83,-1.13,-0.00,0.23,0.00,0.35,48.20,48.71,0.262,nan,nan
0.77,-1.67,-1.22,0.31,0.36,-0.03,0.40,48.20,48.71,0.409,nan,nan
