time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.01,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan,nan
0.05,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.09,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.13,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.17,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.21,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.25,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.29,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.33,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.37,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.41,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.45,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.49,nan,nan,nan,nan,0.00,nan,48.50,nan,nan,nan,nan
0.53,nan,nan,nan,nan,0.00,0.02,48.50,nan,nan,nan,nan
0.57,0.00,0.07,0.01,-0.10,0.00,0.03,48.60,48.69,-0.112,nan,nan
0.61,-0.17,-0.17,-0.03,-0.09,0.00,0.04,48.60,48.67,-0.102,nan,nan
0.65,-0.33,-0.65,-0.03,0.05,-0.02,0.06,48.20,48.67,0.061,nan,nan
0.69,-0.50,-0.43,0.04,-0.09,-0.06,0.07,48.20,48.69,-0.099,nan,nan
0.73,-0.67,0.05,-0.00,0.07,-0.12,0.09,48.20,48.69,0.077,nan,nan
0.77,-0.67,0.17,0.20,0.07,-0.20,0.11,48.20,48.71,0.083,nan,nan
0.81,-0.50,-1.46,0.38,0.13,-0.31,0.12,48.30,48.69,0.152,nan,nan
0.85,-0.83,-2.11,0.89,0.15,-0.41,0.14,48.30,48.69,0.171,nan,nan
0.89,-1.33,-2.16,1.48,0.19,-0.50,0.15,48.10,48.71,0.212,nan,nan
0.93,-1.83,-0.86,3.85,-0.03,-0.59,0.16,48.10,48.69,-0.030,nan,nan
0.97,-1.67,-1.10,5.22,0.17,-0.48,0.18,48.10,48.71,0.193,nan,nan
1.01,-1.50,-0.96,0.24,0.44,-0.21,0.19,48.20,48.71,0.500,nan,nan
1.05,-1.33,-1.56,0.05,0.10,-0.10,0.21,48.20,48.71,0.114,nan,nan
1.09,-2.00,-1.70,1.73,0.08,-0.20,0.22,48.20,48.67,0.093,nan,nan
1.13,-2.50,-0.98,7.53,0.45,-0.38,0.24,48.20,48.65,0.510,nan,nan
1.17,-2.83,-0.10,2.50,0.08,-0.34,0.26,48.10,48.69,0.091,nan,nan
1.21,-2.83,-1.18,0.93,0.52,-0.13,0.27,48.10,48.69,0.600,nan,nan
1.25,-2.83,-0.24,0.06,0.29,-0.02,0.29,48.30,48.69,0.326,nan,nan
1.29,-2.17,-1.73,0.21,0.31,-0.03,0.30,48.30,48.69,0.350,nan,nan
1.33,-3.00,-2.06,1.57,0.11,-0.18,0.32,48.30,48.69,0.126,nan,nan
1.37,-3.33,-0.91,8.86,0.20,-0.43,0.33,48.30,48.71,0.228,nan,nan
1.41,-3.17,-0.53,7.77,0.57,-0.42,0.34,48.10,48.69,0.657,nan,nan
1.45,-3.50,-0.58,5.84,0.61,-0.16,0.36,48.10,48.71,0.696,nan,nan
1.49,-3.00,-1.87,-1.55,0.15,0.00,0.38,48.10,48.71,0.285,nan,nan
1.54,-3.67,-0.62,0.04,0.20,0.02,0.39,48.10,48.67,0.225,nan,nan
1.57,-3.17,-1.73,0.18,0.20,0.00,0.41,48.10,48.69,0.225,nan,nan
1.61,-3.67,-1.78,5.92,-0.14,-0.19,0.42,48.10,48.69,-0.160,nan,nan
1.65,-4.17,-0.84,10.15,0.31,-0.43,0.44,48.10,48.69,0.354,nan,nan
1.69,-4.33,-0.46,8.55,0.44,-0.31,0.45,48.10,48.67,0.504,nan,nan
1.73,-4.50,-0.41,3.08,0.59,0.02,0.47,48.10,48.71,0.678,nan,nan
1.77,-4.00,-1.34,-0.04,0.49,0.23,0.48,48.10,48.69,0.557,nan,nan
1.81,-4.83,-0.38,0.18,0.65,0.16,0.49,48.10,48.67,0.747,nan,nan
1.85,-4.00,-2.38,2.44,0.55,-0.01,0.51,48.10,48.69,0.624,nan,nan
1.89,-5.17,-0.38,11.24,0.66,-0.20,0.53,48.10,48.69,0.760,nan,nan
1.93,-5.67,0.05,11.89,0.02,-0.20,0.54,48.10,48.69,0.019,nan,nan
1.97,-5.50,-0.34,2.89,0.89,0.02,0.56,48.10,48.69,1.019,nan,nan
2.01,-4.83,-1.32,-0.12,0.54,0.31,0.57,48.10,48.69,0.618,nan,nan
2.05,-5.67,-0.70,-0.07,0.48,0.28,0.59,48.10,48.67,0.554,nan,nan
2.09,-5.83,-1.56,7.18,-0.21,0.00,0.60,48.10,48.69,-0.239,nan,nan
2.13,-5.67,-1.68,14.24,0.64,-0.26,0.62,48.20,48.69,0.736,nan,nan
2.17,-6.33,-0.17,9.42,1.09,-0.18,0.63,48.20,48.69,1.248,nan,nan
2.21,-5.67,-0.17,-0.79,0.66,0.24,0.64,48.20,48.69,0.754,nan,nan
2.25,-6.50,-0.41,-0.16,0.58,0.39,0.66,48.20,48.69,0.659,nan,nan
2.29,-6.00,-2.40,4.89,0.53,0.07,0.68,48.20,48.67,0.609,nan,nan
2.33,-7.00,-0.60,16.44,0.85,-0.36,0.69,48.20,48.67,0.976,nan,nan
2.37,-8.33,2.30,8.33,1.01,-0.30,0.71,48.20,48.71,1.159,nan,nan
2.41,-6.17,-1.51,5.21,0.72,0.28,0.72,48.20,48.71,0.824,nan,nan
