time_s,encoder_pos_rad,output_torque_Nm,cycle
0.011300,-0.000479369,0.000000,1
0.024841,0.000287621,0.004000,1
0.038399,-0.000862864,0.008000,1
0.052083,-0.000095874,0.012000,1
0.065951,-0.000191748,0.016000,1
0.079920,-0.000191748,0.020000,1
0.093843,-0.001054612,0.024000,1
0.107670,-0.000575243,0.028000,1
0.121679,-0.000862864,0.032000,1
0.134978,-0.000862864,0.036000,1
0.148553,-0.001246359,0.040000,1
0.163053,-0.000191748,0.044000,1
0.177003,-0.000862864,0.048000,1
0.190752,-0.000383495,0.052000,1
0.204638,0.000383495,0.056000,1
0.218420,-0.000575243,0.060000,1
0.232582,-0.001054612,0.064000,1
0.246561,0.000000000,0.068000,1
0.260289,-0.000191748,0.072000,1
0.273844,-0.000575243,0.076000,1
0.287989,-0.000383495,0.080000,1
0.301231,-0.000095874,0.084000,1
0.315017,-0.000575243,0.088000,1
0.328883,-0.000479369,0.092000,1
0.342420,0.000095874,0.096000,1
0.355979,0.000000000,0.100000,1
0.369867,0.000191748,0.104000,1
0.383818,-0.000191748,0.108000,1
0.397541,-0.001054612,0.112000,1
0.411736,-0.000095874,0.116000,1
0.425439,-0.000095874,0.120000,1
0.438996,-0.000862864,0.124000,1
0.452773,-0.000383495,0.128000,1
0.466416,-0.001342233,0.132000,1
0.480535,-0.000287621,0.136000,1
0.494159,-0.000383495,0.140000,1
0.508028,-0.000191748,0.144000,1
0.522930,-0.000479369,0.148000,1
0.536608,-0.000766990,0.152000,1
0.550192,-0.000191748,0.156000,1
0.563772,-0.000958738,0.160000,1
0.577437,-0.000479369,0.164000,1
0.590895,-0.000287621,0.168000,1
0.604682,-0.000575243,0.172000,1
0.618925,-0.000479369,0.176000,1
0.632981,-0.000575243,0.180000,1
0.646366,-0.000575243,0.184000,1
0.660167,-0.000383495,0.188000,1
0.674269,-0.000575243,0.192000,1
0.688111,-0.000095874,0.196000,1
0.702081,-0.000191748,0.200000,1
0.715956,-0.000095874,0.204000,1
0.729454,-0.000862864,0.208000,1
0.743461,-0.000383495,0.212000,1
0.757838,-0.001342233,0.216000,1
0.771335,-0.000383495,0.220000,1
0.785143,-0.000095874,0.224000,1
0.798806,-0.000383495,0.228000,1
0.812756,-0.000958738,0.232000,1
0.826961,-0.000479369,0.236000,1
0.840555,-0.000671117,0.240000,1
0.854584,-0.000191748,0.244000,1
0.868511,0.000383495,0.248000,1
0.881879,-0.000575243,0.252000,1
0.895688,-0.000575243,0.256000,1
0.909213,-0.000479369,0.260000,1
0.923091,-0.000575243,0.264000,1
0.936496,-0.000383495,0.268000,1
0.950428,-0.000479369,0.272000,1
0.963988,-0.000479369,0.276000,1
0.978353,-0.000287621,0.280000,1
0.992430,-0.000287621,0.284000,1
1.006326,-0.000191748,0.288000,1
1.019531,-0.000191748,0.292000,1
1.033110,0.000191748,0.296000,1
1.047305,0.000095874,0.300000,1
1.061120,-0.000287621,0.304000,1
1.074913,-0.000383495,0.308000,1
1.089399,-0.000095874,0.312000,1
1.102812,-0.000287621,0.316000,1
1.116309,-0.000479369,0.320000,1
1.130480,-0.000479369,0.324000,1
1.144079,-0.000095874,0.328000,1
1.157738,0.000095874,0.332000,1
1.172123,-0.000575243,0.336000,1
1.185669,-0.000383495,0.340000,1
1.199550,-0.000575243,0.344000,1
1.213376,-0.000191748,0.348000,1
1.226959,-0.000671117,0.352000,1
1.241380,-0.000671117,0.356000,1
1.254637,-0.000862864,0.360000,1
1.268357,-0.000479369,0.364000,1
1.282413,-0.000575243,0.368000,1
1.295619,-0.000191748,0.372000,1
1.309381,-0.000766990,0.376000,1
1.323730,-0.000095874,0.380000,1
1.337353,-0.000479369,0.384000,1
1.350973,-0.000095874,0.388000,1
1.364900,-0.000287621,0.392000,1
1.378459,-0.000575243,0.396000,1
1.391819,0.000000000,0.400000,1
1.405822,-0.000479369,0.404000,1
1.420644,-0.000191748,0.408000,1
1.433383,-0.000191748,0.412000,1
1.448331,-0.000575243,0.416000,1
1.461752,-0.000095874,0.420000,1
1.474550,-0.000671117,0.424000,1
1.489096,-0.000095874,0.428000,1
1.502871,-0.000862864,0.432000,1
1.516565,-0.000575243,0.436000,1
1.530773,-0.000191748,0.440000,1
1.544142,-0.000095874,0.444000,1
1.558498,0.000095874,0.448000,1
1.571908,0.000000000,0.452000,1
1.586126,0.000000000,0.456000,1
1.599741,-0.000095874,0.460000,1
1.613529,-0.000287621,0.464000,1
1.627921,0.000191748,0.468000,1
1.641909,-0.000287621,0.472000,1
1.655530,-0.000479369,0.476000,1
1.669112,-0.000095874,0.480000,1
1.682923,0.000671117,0.484000,1
1.697139,0.000095874,0.488000,1
1.711015,0.000383495,0.492000,1
1.725161,0.000095874,0.496000,1
1.738682,0.000000000,0.500000,1
1.752584,0.000095874,0.504000,1
1.766298,0.000383495,0.508000,1
1.780012,0.000095874,0.512000,1
1.794001,0.000000000,0.516000,1
1.807485,0.000191748,0.520000,1
1.820991,-0.000862864,0.524000,1
1.834775,0.000095874,0.528000,1
1.848298,-0.000287621,0.532000,1
1.861608,-0.000383495,0.536000,1
1.875198,0.000000000,0.540000,1
1.889294,0.000000000,0.544000,1
1.902581,0.000095874,0.548000,1
1.916289,0.000671117,0.552000,1
1.929839,-0.000095874,0.556000,1
1.943524,0.000000000,0.560000,1
1.956854,-0.000766990,0.564000,1
1.970811,0.000191748,0.568000,1
1.984308,0.000191748,0.572000,1
1.998080,-0.000191748,0.576000,1
2.011706,0.000191748,0.580000,1
2.025421,0.000287621,0.584000,1
2.038920,0.000287621,0.588000,1
2.052624,0.000000000,0.592000,1
2.066224,-0.000095874,0.596000,1
2.079709,-0.000287621,0.600000,1
2.093565,-0.000287621,0.604000,1
2.107238,-0.000287621,0.608000,1
2.120958,-0.000191748,0.612000,1
2.134863,-0.000095874,0.616000,1
2.148354,0.000191748,0.620000,1
2.161841,-0.000191748,0.624000,1
2.175630,0.000383495,0.628000,1
2.189511,0.000287621,0.632000,1
2.202826,0.000191748,0.636000,1
2.216352,0.000287621,0.640000,1
2.229918,-0.000191748,0.644000,1
