time_s,encoder_pos_rad,output_torque_Nm
4.771912,0.366287910,17.880000
4.782459,0.366287910,17.920000
4.793424,0.368731006,17.960000
4.804035,0.368731006,18.000000
4.814713,0.368731006,18.040000
4.825462,0.368731006,18.080000
4.836145,0.368731006,18.120000
4.846712,0.368731006,18.160000
4.857390,0.368731006,18.200000
4.868061,0.368731006,18.240000
4.878751,0.368731006,18.280000
4.889517,0.368731006,18.320000
4.900102,0.370133535,18.360000
4.910811,0.370133535,18.400000
4.921452,0.370133535,18.440000
4.932087,0.370133535,18.480000
4.942698,0.370133535,18.520000
4.953361,0.370133535,18.560000
4.963951,0.370133535,18.600000
4.974755,0.370133535,18.640000
4.985410,0.370133535,18.680000
4.996031,0.371419031,18.720000
5.006636,0.371419031,18.760000
5.017243,0.371419031,18.800000
5.028009,0.371419031,18.840000
5.038640,0.371419031,18.880000
5.049277,0.371419031,18.920000
5.059937,0.371419031,18.960000
5.070616,0.371419031,19.000000
5.081321,0.371419031,19.040000
5.092406,0.371419031,19.080000
5.103010,0.372859197,19.120000
5.113647,0.372859197,19.160000
5.124468,0.372859197,19.200000
5.135170,0.372859197,19.240000
5.145845,0.372859197,19.280000
5.156551,0.372859197,19.320000
5.167182,0.372859197,19.360000
5.177803,0.372859197,19.400000
5.188500,0.372859197,19.440000
5.199139,0.375014673,19.480000
5.209829,0.375014673,19.520000
5.220503,0.375014673,19.560000
5.231177,0.375014673,19.600000
5.241794,0.375014673,19.640000
5.252463,0.375014673,19.680000
5.263180,0.375014673,19.720000
5.273790,0.375014673,19.760000
5.284483,0.375014673,19.800000
5.295121,0.377409645,19.840000
5.305742,0.377409645,19.880000
5.316438,0.377409645,19.920000
5.327080,0.377409645,19.960000
5.337745,0.377409645,20.000000
5.348497,0.377409645,20.000000
5.359265,0.377409645,19.960000
5.369857,0.377409645,19.920000
5.380480,0.377409645,19.880000
5.391110,0.377409645,19.840000
5.401641,0.381126627,19.800000
5.412239,0.381126627,19.760000
5.422878,0.381126627,19.720000
5.433560,0.381126627,19.680000
5.444198,0.381126627,19.640000
5.454823,0.381126627,19.600000
5.465475,0.381126627,19.560000
5.476106,0.381126627,19.520000
5.486766,0.381126627,19.480000
5.497336,0.382550877,19.440000
5.508007,0.382550877,19.400000
5.518694,0.382550877,19.360000
5.529306,0.382550877,19.320000
5.539982,0.382550877,19.280000
5.550626,0.382550877,19.240000
5.561356,0.382550877,19.200000
5.572022,0.382550877,19.160000
5.582700,0.382550877,19.120000
5.593516,0.382528969,19.080000
5.604463,0.382528969,19.040000
5.615121,0.382528969,19.000000
5.625703,0.382528969,18.960000
5.636233,0.382528969,18.920000
5.646913,0.382528969,18.880000
5.657527,0.382528969,18.840000
5.668193,0.382528969,18.800000
5.678901,0.382528969,18.760000
5.689575,0.382528969,18.720000
5.700155,0.382303890,18.680000
5.710738,0.382303890,18.640000
5.721335,0.382303890,18.600000
5.731948,0.382303890,18.560000
5.742690,0.382303890,18.520000
5.753312,0.382303890,18.480000
5.763981,0.382303890,18.440000
5.774621,0.382303890,18.400000
5.785290,0.382303890,18.360000
5.795825,0.381451699,18.320000
5.806446,0.381451699,18.280000
5.817109,0.381451699,18.240000
5.827820,0.381451699,18.200000
5.838385,0.381451699,18.160000
5.849042,0.381451699,18.120000
5.859783,0.381451699,18.080000
5.870478,0.381451699,18.040000
5.881163,0.381451699,18.000000
5.891816,0.381451699,17.960000
5.902349,0.380203467,17.920000
5.913069,0.380203467,17.880000
5.923728,0.380203467,17.840000
5.934360,0.380203467,17.800000
5.944999,0.380203467,17.760000
5.955612,0.380203467,17.720000
5.966251,0.380203467,17.680000
5.976898,0.380203467,17.640000
5.987637,0.380203467,17.600000
5.998287,0.378942315,17.560000
6.008927,0.378942315,17.520000
6.019548,0.378942315,17.480000
6.030217,0.378942315,17.440000
6.040962,0.378942315,17.400000
6.051586,0.378942315,17.360000
6.062299,0.378942315,17.320000
6.072970,0.378942315,17.280000
6.083637,0.378942315,17.240000
6.094310,0.377092625,17.200000
6.105008,0.377092625,17.160000
6.115643,0.377092625,17.120000
6.126422,0.377092625,17.080000
6.137122,0.377092625,17.040000
6.147805,0.377092625,17.000000
6.158498,0.377092625,16.960000
6.169224,0.377092625,16.920000
6.179951,0.377092625,16.880000
6.190593,0.377092625,16.840000
6.201185,0.376574120,16.800000
6.211896,0.376574120,16.760000
6.222540,0.376574120,16.720000
6.233203,0.376574120,16.680000
6.244095,0.376574120,16.640000
6.254724,0.376574120,16.600000
6.265369,0.376574120,16.560000
6.276075,0.376574120,16.520000
6.286724,0.376574120,16.480000
6.297332,0.375544226,16.440000
6.308002,0.375544226,16.400000
6.318648,0.375544226,16.360000
6.329325,0.375544226,16.320000
6.339946,0.375544226,16.280000
6.350574,0.375544226,16.240000
6.361282,0.375544226,16.200000
6.371911,0.375544226,16.160000
6.382564,0.375544226,16.120000
6.393470,0.374207423,16.080000
6.404114,0.374207423,16.040000
6.414816,0.374207423,16.000000
6.425509,0.374207423,15.960000
6.436222,0.374207423,15.920000
6.446858,0.374207423,15.880000
6.457525,0.374207423,15.840000
6.468174,0.374207423,15.800000
6.478723,0.374207423,15.760000
6.489491,0.374207423,15.720000
6.500116,0.373451106,15.680000
6.510855,0.373451106,15.640000
6.521408,0.373451106,15.600000
6.532036,0.373451106,15.560000
6.542609,0.373451106,15.520000
6.553127,0.373451106,15.480000
6.563916,0.373451106,15.440000
6.574636,0.373451106,15.400000
6.585270,0.373451106,15.360000
6.595844,0.371965998,15.320000
6.606381,0.371965998,15.280000
6.616964,0.371965998,15.240000
6.627759,0.371965998,15.200000
6.638380,0.371965998,15.160000
6.648932,0.371965998,15.120000
6.659675,0.371965998,15.080000
6.670353,0.371965998,15.040000
6.680887,0.371965998,15.000000
6.691537,0.371965998,14.960000
6.702189,0.371300499,14.920000
6.712919,0.371300499,14.880000
6.723601,0.371300499,14.840000
6.734209,0.371300499,14.800000
6.744805,0.371300499,14.760000
6.755482,0.371300499,14.720000
6.766119,0.371300499,14.680000
6.776792,0.371300499,14.640000
6.787372,0.371300499,14.600000
6.797987,0.370907079,14.560000
6.808608,0.370907079,14.520000
6.819160,0.370907079,14.480000
6.829808,0.370907079,14.440000
6.840447,0.370907079,14.400000
6.851097,0.370907079,14.360000
6.861780,0.370907079,14.320000
6.872469,0.370907079,14.280000
