time_s,output_pos_rad,output_torque_Nm
8.821819,0.060126568,5.240000
8.832135,0.060078631,5.200000
8.841615,0.060023846,5.160000
8.851532,0.060023846,5.120000
8.861688,0.060003302,5.080000
8.871737,0.059969061,5.040000
8.881978,0.059921125,5.000000
8.892203,0.059893732,4.960000
8.902121,0.059825251,4.920000
8.912499,0.059818403,4.880000
8.922395,0.059804706,4.840000
8.932527,0.059749921,4.800000
8.942570,0.059729377,4.760000
8.952814,0.059660896,4.720000
8.962775,0.059647199,4.680000
8.972838,0.059606111,4.640000
8.983063,0.059585566,4.600000
8.993394,0.059530781,4.560000
9.003509,0.059510237,4.520000
9.013727,0.059475996,4.480000
9.023951,0.059421211,4.440000
9.033786,0.059400667,4.400000
9.043933,0.059380122,4.360000
9.054546,0.059297945,4.320000
9.064380,0.059256856,4.280000
9.074222,0.059236312,4.240000
9.084674,0.059181527,4.200000
9.094544,0.059119893,4.160000
9.104790,0.059106197,4.120000
9.114692,0.059030868,4.080000
9.124702,0.058996627,4.040000
9.136296,0.058976083,4.000000
9.147642,0.058873361,3.960000
9.156639,0.058811728,3.920000
9.166034,0.058832272,3.880000
9.176643,0.058722702,3.840000
9.186235,0.058702158,3.800000
9.196501,0.058619980,3.760000
9.207203,0.058578891,3.720000
9.217220,0.058537803,3.680000
9.226863,0.058455625,3.640000
9.237467,0.058428233,3.600000
9.247766,0.058339207,3.560000
9.257630,0.058277574,3.520000
9.268282,0.058188548,3.480000
9.277478,0.058106370,3.440000
9.287644,0.058099522,3.400000
9.297859,0.058037889,3.360000
9.308058,0.057962560,3.320000
9.318515,0.057900927,3.280000
9.328739,0.057839293,3.240000
9.338472,0.057798205,3.200000
9.348415,0.057722875,3.160000
9.358722,0.057688635,3.120000
9.369063,0.057633850,3.080000
9.379035,0.057585913,3.040000
9.389136,0.057531128,3.000000
9.399229,0.057442102,2.960000
9.409120,0.057366773,2.920000
9.419406,0.057318836,2.880000
9.429621,0.057277747,2.840000
9.439818,0.057195569,2.800000
9.449985,0.057175025,2.760000
9.460146,0.057092847,2.720000
9.470439,0.057058607,2.680000
9.480414,0.056962733,2.640000
9.490490,0.056942189,2.600000
9.500515,0.056853163,2.560000
9.510812,0.056805226,2.520000
9.520947,0.056688808,2.480000
9.530997,0.056640871,2.440000
9.541058,0.056572390,2.400000
9.551075,0.056442275,2.360000
9.561224,0.056408035,2.320000
9.571728,0.056284768,2.280000
9.582088,0.056168350,2.240000
9.592118,0.056072476,2.200000
9.602722,0.055962906,2.160000
9.612101,0.055853336,2.120000
9.622211,0.055702677,2.080000
9.632621,0.055565715,2.040000
9.642748,0.055428752,2.000000
9.653246,0.055312334,1.960000
9.667130,0.055195916,1.920000
9.675843,0.055086346,1.880000
9.685351,0.054963079,1.840000
9.694317,0.054860358,1.800000
9.703115,0.054764484,1.760000
9.713918,0.054654914,1.720000
9.724226,0.054552192,1.680000
9.734351,0.054483710,1.640000
9.745013,0.054374140,1.600000
9.754740,0.054250874,1.560000
9.764858,0.054161848,1.520000
9.775146,0.054038582,1.480000
9.785007,0.053908468,1.440000
9.795404,0.053778353,1.400000
9.805289,0.053655087,1.360000
9.815641,0.053477036,1.320000
9.825480,0.053360617,1.280000
9.835547,0.053230503,1.240000
9.845697,0.053127781,1.200000
9.855846,0.052990818,1.160000
9.866036,0.052860704,1.120000
9.876121,0.052737438,1.080000
9.886250,0.052621020,1.040000
9.896364,0.052531994,1.000000
9.907016,0.052381335,0.960000
9.916245,0.052264917,0.920000
9.926861,0.052155347,0.880000
9.937605,0.052052625,0.840000
9.946647,0.051963599,0.800000
9.957055,0.051854029,0.760000
9.967313,0.051730763,0.720000
9.977089,0.051600648,0.680000
9.988268,0.051484230,0.640000
9.998091,0.051340419,0.600000
10.008101,0.051141824,0.560000
10.018234,0.050908987,0.520000
10.028202,0.050635062,0.480000
10.038226,0.050272111,0.440000
10.048564,0.049970794,0.400000
10.058690,0.049744806,0.360000
10.069004,0.049484577,0.320000
10.079157,0.049285981,0.280000
10.088892,0.049073689,0.240000
10.099279,0.048895638,0.200000
10.110006,0.048669649,0.160000
10.119936,0.048443661,0.120000
10.129852,0.048128647,0.080000
10.140007,0.047882115,0.040000
10.150336,0.047628734,0.000000
10.160513,0.047416442,0.000000
10.170513,0.047313720,-0.040000
10.180614,0.047204150,-0.080000
10.191021,0.047094580,-0.120000
10.201130,0.047012402,-0.160000
10.210957,0.046895984,-0.200000
10.221401,0.046834351,-0.240000
10.231578,0.046759022,-0.280000
10.241730,0.046676844,-0.320000
10.251938,0.046553578,-0.360000
10.262135,0.046491945,-0.400000
10.272073,0.046437159,-0.440000
10.282263,0.046354982,-0.480000
10.292624,0.046218019,-0.520000
10.302815,0.046176931,-0.560000
10.312752,0.046081057,-0.600000
10.323030,0.046087905,-0.640000
10.333398,0.045971487,-0.680000
10.343758,0.045957790,-0.720000
10.353675,0.045889309,-0.760000
10.364031,0.045834524,-0.800000
10.374117,0.045772891,-0.840000
10.383803,0.045670169,-0.880000
10.394019,0.045546903,-0.920000
10.404390,0.045416788,-0.960000
10.414669,0.045238737,-1.000000
10.424753,0.045040141,-1.040000
10.434675,0.044814153,-1.080000
10.444948,0.044642950,-1.120000
10.455788,0.044403265,-1.160000
10.464999,0.044190973,-1.200000
10.475110,0.043964985,-1.240000
10.485225,0.043615731,-1.280000
10.495132,0.043245932,-1.320000
10.505474,0.042574815,-1.360000
10.515800,0.041499659,-1.400000
10.525990,0.040732668,-1.440000
10.536148,0.039691753,-1.480000
10.546286,0.038335823,-1.520000
10.556642,0.037301756,-1.560000
10.566355,0.036178663,-1.600000
10.576533,0.035411673,-1.640000
10.587118,0.034658378,-1.680000
10.597064,0.034404998,-1.720000
10.607103,0.034281731,-1.760000
10.617335,0.034165313,-1.800000
10.627285,0.034117376,-1.840000
10.637514,0.034014654,-1.880000
10.647524,0.033911932,-1.920000
10.658047,0.033809210,-1.960000
10.668044,0.033768122,-2.000000
10.678191,0.033692792,-2.040000
10.688067,0.033672248,-2.080000
10.698268,0.033562678,-2.120000
10.708440,0.033487348,-2.160000
10.718742,0.033418867,-2.200000
10.728683,0.033343538,-2.240000
10.738804,0.033206575,-2.280000
10.748931,0.033131246,-2.320000
10.759020,0.033042220,-2.360000
10.769352,0.032912106,-2.400000
10.779072,0.032816232,-2.440000
10.789468,0.032658725,-2.480000
10.799612,0.032508066,-2.520000
10.809634,0.032371104,-2.560000
10.819806,0.032158812,-2.600000
10.829947,0.032021849,-2.640000
10.840038,0.031836949,-2.680000
10.850218,0.031734228,-2.720000
10.860219,0.031563024,-2.760000
10.870311,0.031426062,-2.800000
10.880510,0.031295947,-2.840000
10.890730,0.031165833,-2.880000
10.900820,0.031090503,-2.920000
10.910897,0.030864515,-2.960000
10.921079,0.030700160,-3.000000
10.931171,0.030487868,-3.040000
10.941186,0.030083829,-3.080000
10.951272,0.029186724,-3.120000
10.961451,0.028515607,-3.160000
10.971707,0.028001998,-3.200000
10.981836,0.027454147,-3.240000
10.991908,0.026817271,-3.280000
11.002049,0.025961255,-3.320000
11.012138,0.024940884,-3.360000
11.022229,0.023447992,-3.400000
11.032366,0.022728939,-3.440000
11.042459,0.022215329,-3.480000
11.052681,0.021866074,-3.520000
11.062795,0.021551060,-3.560000
11.072870,0.021304528,-3.600000
11.083004,0.021147021,-3.640000
11.093162,0.021037451,-3.680000
11.102901,0.020859399,-3.720000
11.113688,0.020797766,-3.760000
11.124021,0.020619715,-3.800000
11.133836,0.020510145,-3.840000
11.143876,0.020421119,-3.880000
11.153960,0.020270460,-3.920000
11.164166,0.020112953,-3.960000
11.174103,0.019982839,-4.000000
11.184351,0.019845876,-4.040000
11.194445,0.019640433,-4.080000
11.204557,0.019448685,-4.120000
11.214823,0.019263786,-4.160000
11.224772,0.019072038,-4.200000
11.234632,0.018873442,-4.240000
11.244922,0.018715935,-4.280000
11.255153,0.018578973,-4.320000
11.265352,0.018537884,-4.360000
11.275270,0.018469403,-4.400000
11.285752,0.018352984,-4.440000
11.295738,0.018257111,-4.480000
11.306051,0.018195477,-4.520000
11.316306,0.018154389,-4.560000
11.325116,0.018079059,-4.600000
11.336032,0.018003730,-4.640000
11.346422,0.017914704,-4.680000
11.356572,0.017853071,-4.720000
11.366777,0.017791438,-4.760000
11.376886,0.017716108,-4.800000
11.386710,0.017647627,-4.840000
11.397075,0.017599690,-4.880000
11.407190,0.017524361,-4.920000
11.417422,0.017407943,-4.960000
11.427735,0.017353158,-5.000000
11.437320,0.017250436,-5.040000
11.447805,0.017209347,-5.080000
11.457907,0.017106625,-5.120000
11.468137,0.017003903,-5.160000
11.478259,0.016942270,-5.200000
11.488515,0.016832700,-5.240000
11.498138,0.016736826,-5.280000
11.508407,0.016640952,-5.320000
11.518732,0.016517686,-5.360000
11.528928,0.016421812,-5.400000
11.539117,0.016305394,-5.440000
11.548623,0.016216368,-5.480000
11.559955,0.016079406,-5.520000
11.569287,0.015990380,-5.560000
11.579350,0.015887658,-5.600000
11.589485,0.015778088,-5.640000
11.599955,0.015641126,-5.680000
11.609864,0.015517859,-5.720000
11.619695,0.015401441,-5.760000
11.630234,0.015154908,-5.800000
11.640488,0.014764565,-5.840000
11.650555,0.013915397,-5.880000
11.661008,0.010909069,-5.920000
11.670717,0.004814234,-5.960000
11.680427,0.000890257,-6.000000
11.690728,0.000390343,-6.040000
11.701284,-0.000219140,-6.080000
11.711231,-0.000451976,-6.120000
11.721487,-0.000821775,-6.160000
11.731560,-0.001218967,-6.200000
11.741558,-0.001828450,-6.240000
11.751765,-0.002698163,-6.280000
11.762170,-0.003787015,-6.320000
11.772177,-0.005320996,-6.360000
11.782525,-0.005485351,-6.400000
11.792836,-0.005718187,-6.440000
11.802628,-0.005772972,-6.480000
11.812709,-0.005855150,-6.520000
11.822824,-0.005957872,-6.560000
11.833006,-0.006094834,-6.600000
11.843143,-0.006272886,-6.640000
11.853205,-0.006457785,-6.680000
11.863748,-0.006738558,-6.720000
11.873262,-0.006964547,-6.760000
11.883424,-0.007300105,-6.800000
11.893540,-0.007587726,-6.840000
11.903972,-0.007827411,-6.880000
11.913502,-0.007964373,-6.920000
11.923954,-0.008128729,-6.960000
11.934750,-0.008231450,-7.000000
11.944398,-0.008293084,-7.040000
11.954562,-0.008409502,-7.080000
11.964801,-0.008532768,-7.120000
11.975147,-0.008594401,-7.160000
11.984874,-0.008669731,-7.200000
11.995503,-0.008731364,-7.240000
12.005445,-0.008813541,-7.280000
12.015295,-0.008861478,-7.320000
12.025476,-0.008991593,-7.360000
12.035846,-0.009018985,-7.400000
12.045795,-0.009094315,-7.440000
12.055905,-0.009162796,-7.480000
12.066129,-0.009224429,-7.520000
12.076144,-0.009292910,-7.560000
12.086578,-0.009388784,-7.600000
12.096369,-0.009484658,-7.640000
12.106542,-0.009539443,-7.680000
12.116905,-0.009635317,-7.720000
12.126656,-0.009717494,-7.760000
12.136915,-0.009779128,-7.800000
12.147024,-0.009888698,-7.840000
12.157307,-0.009957179,-7.880000
12.167159,-0.010073597,-7.920000
12.177443,-0.010148926,-7.960000
12.187425,-0.010231104,-8.000000
12.197474,-0.010313282,-8.040000
12.208443,-0.010388611,-8.080000
12.217978,-0.010457092,-8.120000
12.228127,-0.010546118,-8.160000
12.238141,-0.010614599,-8.200000
12.248262,-0.010689929,-8.240000
12.258567,-0.010765258,-8.280000
12.268709,-0.010820043,-8.320000
12.278836,-0.010915917,-8.360000
12.288906,-0.010963854,-8.400000
12.299053,-0.011046031,-8.440000
12.309173,-0.011052879,-8.480000
12.319141,-0.011135057,-8.520000
12.329260,-0.011176146,-8.560000
12.339517,-0.011224083,-8.600000
12.349710,-0.011333653,-8.640000
12.359834,-0.011381590,-8.680000
12.369942,-0.011484312,-8.720000
12.379856,-0.011566489,-8.760000
12.390121,-0.011662363,-8.800000
12.400183,-0.011682907,-8.840000
12.410322,-0.011771933,-8.880000
12.420489,-0.011840414,-8.920000
12.430871,-0.011908895,-8.960000
12.440664,-0.011943136,-9.000000
12.450904,-0.012045858,-9.040000
12.461081,-0.012114339,-9.080000
12.470811,-0.012189669,-9.120000
12.481798,-0.012237606,-9.160000
12.491497,-0.012299239,-9.200000
12.501451,-0.012367720,-9.240000
12.511279,-0.012429353,-9.280000
12.521660,-0.012525227,-9.320000
12.531853,-0.012627949,-9.360000
12.541718,-0.012689582,-9.400000
12.552026,-0.012744367,-9.440000
12.562224,-0.012764912,-9.480000
12.572365,-0.012840241,-9.520000
12.582505,-0.012888178,-9.560000
12.592665,-0.012949811,-9.600000
12.602695,-0.012984052,-9.640000
12.612950,-0.013066229,-9.680000
12.623184,-0.013141559,-9.720000
12.633176,-0.013168951,-9.760000
12.643271,-0.013175799,-9.800000
12.653522,-0.013264825,-9.840000
12.663716,-0.013271673,-9.880000
12.673859,-0.013299066,-9.920000
12.684322,-0.013347002,-9.960000
12.693932,-0.013408636,-10.000000
12.703885,-0.013422332,-10.040000
12.714912,-0.013456573,-10.080000
12.724394,-0.013504509,-10.120000
12.734611,-0.013538750,-10.160000
12.744860,-0.013600383,-10.200000
12.754937,-0.013634624,-10.240000
12.765377,-0.013641472,-10.280000
12.775364,-0.013682561,-10.320000
12.785662,-0.013696257,-10.360000
12.795488,-0.013751042,-10.400000
12.805639,-0.013771586,-10.440000
12.816171,-0.013778435,-10.480000
12.826246,-0.013833220,-10.520000
12.836562,-0.013846916,-10.560000
12.846703,-0.013908549,-10.600000
12.856872,-0.013949638,-10.640000
12.867066,-0.013956486,-10.680000
12.877267,-0.014004423,-10.720000
12.887310,-0.014004423,-10.760000
12.897732,-0.014052360,-10.800000
12.907520,-0.014059208,-10.840000
12.917886,-0.014100297,-10.880000
12.928149,-0.014161930,-10.920000
12.937964,-0.014182474,-10.960000
12.948109,-0.014230411,-11.000000
12.958118,-0.014237259,-11.040000
12.968266,-0.014305740,-11.080000
12.978593,-0.014319437,-11.120000
12.988915,-0.014346829,-11.160000
12.998995,-0.014381070,-11.200000
13.009189,-0.014422159,-11.240000
13.019183,-0.014463247,-11.280000
13.029675,-0.014511184,-11.320000
13.039603,-0.014552273,-11.360000
13.049966,-0.014552273,-11.400000
13.059553,-0.014600210,-11.440000
13.069723,-0.014648147,-11.480000
13.079916,-0.014668691,-11.520000
13.090182,-0.014737173,-11.560000
13.100828,-0.014757717,-11.600000
13.110899,-0.014805654,-11.640000
13.120950,-0.014819350,-11.680000
13.130947,-0.015195997,-11.720000
13.141064,-0.015230238,-11.760000
13.151268,-0.015209693,-11.800000
13.161681,-0.015291871,-11.840000
13.171568,-0.015387745,-11.880000
13.181611,-0.015408289,-11.920000
13.191914,-0.015490467,-11.960000
13.201809,-0.015531555,-12.000000
13.211942,-0.015593189,-12.040000
13.222077,-0.015668518,-12.080000
13.232198,-0.015778088,-12.120000
13.242118,-0.015805481,-12.160000
13.252432,-0.015873962,-12.200000
13.262549,-0.015921899,-12.240000
13.272695,-0.016031469,-12.280000
13.282719,-0.016093102,-12.320000
13.292825,-0.016175280,-12.360000
13.302935,-0.016305394,-12.400000
13.313077,-0.016408116,-12.440000
13.323139,-0.016503990,-12.480000
13.333620,-0.016661497,-12.520000
13.343791,-0.016880637,-12.560000
13.353704,-0.017312069,-12.600000
13.363936,-0.018373529,-12.640000
13.374027,-0.022256418,-12.680000
13.384276,-0.029577067,-12.720000
13.394247,-0.028967584,-12.760000
13.403769,-0.029241509,-12.800000
13.414599,-0.029405864,-12.840000
13.424921,-0.029474345,-12.880000
13.434793,-0.029467497,-12.920000
13.445067,-0.029474345,-12.960000
13.455427,-0.029563371,-13.000000
13.465267,-0.029583915,-13.040000
13.475123,-0.029577067,-13.080000
13.484952,-0.029638700,-13.120000
13.494801,-0.029693485,-13.160000
13.504749,-0.029707182,-13.200000
13.514799,-0.029741422,-13.240000
13.525308,-0.029782511,-13.280000
13.537030,-0.029775663,-13.320000
13.546466,-0.029789359,-13.360000
13.555922,-0.029844144,-13.400000
13.566094,-0.029871537,-13.440000
13.576021,-0.029885233,-13.480000
13.586642,-0.029940018,-13.520000
13.597064,-0.029953714,-13.560000
13.606825,-0.029974259,-13.600000
13.616915,-0.029987955,-13.640000
13.627064,-0.030056436,-13.680000
13.637153,-0.030042740,-13.720000
13.647388,-0.030042740,-13.760000
13.657597,-0.030104373,-13.800000
13.667618,-0.030138614,-13.840000
13.677901,-0.030138614,-13.880000
13.687900,-0.030152310,-13.920000
13.697917,-0.030186551,-13.960000
13.708124,-0.030207095,-14.000000
13.718377,-0.030220791,-14.040000
13.728123,-0.030289272,-14.080000
13.738260,-0.030282424,-14.120000
13.748567,-0.030316665,-14.160000
13.758667,-0.030316665,-14.200000
13.769018,-0.030330361,-14.240000
13.778879,-0.030357754,-14.280000
13.788993,-0.030398842,-14.320000
13.799329,-0.030405691,-14.360000
13.809643,-0.030426235,-14.400000
13.819372,-0.030439931,-14.440000
13.829466,-0.030487868,-14.480000
13.839925,-0.030494716,-14.520000
13.850014,-0.030528957,-14.560000
13.860152,-0.030556349,-14.600000
13.870165,-0.030570046,-14.640000
13.880392,-0.030570046,-14.680000
13.890424,-0.030631679,-14.720000
13.900504,-0.030624831,-14.760000
13.910719,-0.030645375,-14.800000
13.920815,-0.030679616,-14.840000
13.931102,-0.030707008,-14.880000
13.941118,-0.030707008,-14.920000
13.951087,-0.030741249,-14.960000
13.961500,-0.030754945,-15.000000
13.971710,-0.030789186,-15.040000
13.981774,-0.030816578,-15.080000
13.991695,-0.030864515,-15.120000
14.002135,-0.030816578,-15.160000
14.012125,-0.030905604,-15.200000
14.022814,-0.030891908,-15.240000
14.032560,-0.030939845,-15.280000
14.042536,-0.030939845,-15.320000
14.052804,-0.030939845,-15.360000
14.062901,-0.030980933,-15.400000
14.072892,-0.031042567,-15.440000
14.082928,-0.031049415,-15.480000
14.093312,-0.031083655,-15.520000
14.103414,-0.031111048,-15.560000
14.113527,-0.031124744,-15.600000
14.123730,-0.031193225,-15.640000
14.133916,-0.031220618,-15.680000
14.144043,-0.031234314,-15.720000
14.154195,-0.031275403,-15.760000
14.164421,-0.031289099,-15.800000
14.174546,-0.031309644,-15.840000
14.184943,-0.031357580,-15.880000
14.194274,-0.031384973,-15.920000
14.204766,-0.031419214,-15.960000
14.214502,-0.031460302,-16.000000
14.225019,-0.031480847,-16.040000
14.234633,-0.031508239,-16.080000
14.244298,-0.031556176,-16.120000
14.255307,-0.031590417,-16.160000
14.265761,-0.031645202,-16.200000
14.275169,-0.031652050,-16.240000
14.285255,-0.031658898,-16.280000
14.295484,-0.031747924,-16.320000
14.305345,-0.031741076,-16.360000
14.315468,-0.031809557,-16.400000
14.325376,-0.031871190,-16.440000
14.335430,-0.031850646,-16.480000
14.345793,-0.031891735,-16.520000
14.355808,-0.031987608,-16.560000
14.365926,-0.032008153,-16.600000
14.375901,-0.032042393,-16.640000
14.385879,-0.032083482,-16.680000
14.396457,-0.032131419,-16.720000
14.407177,-0.032206748,-16.760000
14.416376,-0.032254685,-16.800000
14.426519,-0.032261533,-16.840000
14.436793,-0.032309470,-16.880000
14.446937,-0.032377952,-16.920000
14.456840,-0.032446433,-16.960000
14.467009,-0.032453281,-17.000000
14.477012,-0.032501218,-17.040000
14.487136,-0.032549155,-17.080000
14.497341,-0.032617636,-17.120000
14.507624,-0.032665573,-17.160000
14.517862,-0.032727206,-17.200000
14.528145,-0.032781991,-17.240000
14.538051,-0.032877865,-17.280000
14.548043,-0.032980587,-17.320000
14.558164,-0.033131246,-17.360000
14.568771,-0.033316145,-17.400000
14.579062,-0.033617463,-17.440000
14.589748,-0.033905084,-17.480000
14.599221,-0.034199554,-17.520000
14.608972,-0.035171988,-17.560000
14.619060,-0.039150751,-17.600000
14.629216,-0.046245412,-17.640000
14.639151,-0.045608536,-17.680000
14.649317,-0.045300370,-17.720000
14.659438,-0.045423636,-17.760000
14.669564,-0.045574295,-17.800000
14.679702,-0.045601688,-17.840000
14.689810,-0.045615384,-17.880000
14.700483,-0.045677017,-17.920000
14.710974,-0.045670169,-17.960000
14.720746,-0.045704410,-18.000000
14.730884,-0.045718106,-18.040000
14.742208,-0.045759195,-18.080000
14.751156,-0.045745498,-18.120000
14.762344,-0.045779739,-18.160000
14.772978,-0.045813980,-18.200000
14.782123,-0.045800284,-18.240000
14.791794,-0.045807132,-18.280000
14.802558,-0.045820828,-18.320000
14.813549,-0.045875613,-18.360000
14.822692,-0.045875613,-18.400000
14.832566,-0.045916702,-18.440000
14.842871,-0.045923550,-18.480000
14.853256,-0.045957790,-18.520000
14.863282,-0.045930398,-18.560000
14.873250,-0.045971487,-18.600000
14.883162,-0.045971487,-18.640000
14.894726,-0.046019424,-18.680000
14.903744,-0.046019424,-18.720000
14.913821,-0.046039968,-18.760000
14.923957,-0.046087905,-18.800000
14.934057,-0.046101601,-18.840000
14.944234,-0.046087905,-18.880000
14.954376,-0.046122146,-18.920000
14.964463,-0.046135842,-18.960000
14.974547,-0.046128994,-19.000000
14.984656,-0.046156386,-19.040000
14.995000,-0.046190627,-19.080000
15.005572,-0.046211171,-19.120000
15.015255,-0.046218019,-19.160000
15.025260,-0.046224867,-19.200000
15.035374,-0.046224867,-19.240000
15.045610,-0.046252260,-19.280000
15.055544,-0.046265956,-19.320000
15.065776,-0.046293349,-19.360000
15.076075,-0.046320741,-19.400000
15.086320,-0.046334438,-19.440000
15.096070,-0.046320741,-19.480000
15.106467,-0.046341286,-19.520000
15.116487,-0.046368678,-19.560000
15.126657,-0.046368678,-19.600000
15.136860,-0.046402919,-19.640000
15.146960,-0.046409767,-19.680000
15.157045,-0.046396071,-19.720000
15.166873,-0.046437159,-19.760000
15.177032,-0.046450856,-19.800000
15.188395,-0.046464552,-19.840000
15.197564,-0.046485096,-19.880000
15.207350,-0.046464552,-19.920000
15.218204,-0.046498793,-19.960000
15.228297,-0.046526185,-20.000000
15.238719,-0.046546730,-20.000000
15.249025,-0.046553578,-19.960000
15.258557,-0.046574122,-19.920000
15.268877,-0.046567274,-19.880000
15.279053,-0.046553578,-19.840000
15.289176,-0.046567274,-19.800000
15.299228,-0.046560426,-19.760000
15.309098,-0.046574122,-19.720000
15.319235,-0.046539881,-19.680000
15.329934,-0.046526185,-19.640000
15.339698,-0.046539881,-19.600000
15.349841,-0.046505641,-19.560000
15.360142,-0.046498793,-19.520000
15.369991,-0.046505641,-19.480000
15.380151,-0.046491945,-19.440000
15.390109,-0.046485096,-19.400000
15.400241,-0.046485096,-19.360000
15.410396,-0.046450856,-19.320000
15.421319,-0.046457704,-19.280000
15.431132,-0.046471400,-19.240000
15.440792,-0.046437159,-19.200000
15.450564,-0.046444008,-19.160000
15.461586,-0.046409767,-19.120000
15.472214,-0.046416615,-19.080000
15.482612,-0.046402919,-19.040000
15.491212,-0.046402919,-19.000000
15.501160,-0.046416615,-18.960000
15.512136,-0.046389223,-18.920000
15.521355,-0.046396071,-18.880000
15.531726,-0.046382374,-18.840000
15.542206,-0.046368678,-18.800000
15.552144,-0.046375526,-18.760000
15.562472,-0.046382374,-18.720000
15.572918,-0.046354982,-18.680000
15.582936,-0.046354982,-18.640000
15.593082,-0.046286501,-18.600000
15.603115,-0.046313893,-18.560000
15.613018,-0.046293349,-18.520000
15.623282,-0.046300197,-18.480000
15.633755,-0.046300197,-18.440000
15.643279,-0.046265956,-18.400000
15.653608,-0.046245412,-18.360000
15.664031,-0.046224867,-18.320000
15.674152,-0.046231716,-18.280000
15.684604,-0.046238564,-18.240000
15.694015,-0.046231716,-18.200000
15.704524,-0.046238564,-18.160000
15.714641,-0.046231716,-18.120000
15.724556,-0.046204323,-18.080000
15.734935,-0.046197475,-18.040000
15.744944,-0.046183779,-18.000000
15.754952,-0.046156386,-17.960000
15.765273,-0.046156386,-17.920000
15.775374,-0.046170082,-17.880000
15.785511,-0.046163234,-17.840000
15.795711,-0.046142690,-17.800000
15.805797,-0.046149538,-17.760000
15.815951,-0.046122146,-17.720000
15.826122,-0.046108449,-17.680000
15.836131,-0.046108449,-17.640000
15.846261,-0.046108449,-17.600000
15.856584,-0.046101601,-17.560000
15.866648,-0.046039968,-17.520000
15.876725,-0.046081057,-17.480000
15.886970,-0.046060512,-17.440000
15.897184,-0.046033120,-17.400000
15.907035,-0.045998879,-17.360000
15.917367,-0.046005727,-17.320000
15.927621,-0.046019424,-17.280000
15.937721,-0.046005727,-17.240000
15.947862,-0.045971487,-17.200000
15.958149,-0.045957790,-17.160000
15.968065,-0.045937246,-17.120000
15.978276,-0.045916702,-17.080000
15.988458,-0.045923550,-17.040000
15.998659,-0.045882461,-17.000000
16.008681,-0.045903005,-16.960000
16.019020,-0.045855069,-16.920000
16.028770,-0.045861917,-16.880000
16.039501,-0.045861917,-16.840000
16.049588,-0.045834524,-16.800000
16.059241,-0.045841372,-16.760000
16.069413,-0.045820828,-16.720000
16.080205,-0.045813980,-16.680000
16.089987,-0.045820828,-16.640000
16.099998,-0.045807132,-16.600000
16.110456,-0.045779739,-16.560000
16.119978,-0.045752347,-16.520000
16.130430,-0.045731802,-16.480000
16.140286,-0.045711258,-16.440000
16.150482,-0.045690713,-16.400000
16.160405,-0.045677017,-16.360000
16.170530,-0.045642777,-16.320000
16.180940,-0.045635928,-16.280000
16.191092,-0.045622232,-16.240000
16.201009,-0.045594840,-16.200000
16.211221,-0.045608536,-16.160000
16.221481,-0.045574295,-16.120000
16.231299,-0.045546903,-16.080000
16.241570,-0.045560599,-16.040000
16.251806,-0.045546903,-16.000000
16.261821,-0.045519510,-15.960000
16.272495,-0.045512662,-15.920000
16.282251,-0.045492118,-15.880000
16.292440,-0.045478421,-15.840000
16.302466,-0.045423636,-15.800000
16.312374,-0.045416788,-15.760000
16.322653,-0.045416788,-15.720000
16.333416,-0.045396244,-15.680000
16.343079,-0.045375700,-15.640000
16.352888,-0.045348307,-15.600000
16.363000,-0.045307218,-15.560000
16.373359,-0.045314066,-15.520000
16.383423,-0.045279826,-15.480000
16.393615,-0.045286674,-15.440000
16.403799,-0.045272978,-15.400000
16.414021,-0.045252433,-15.360000
16.424162,-0.045225041,-15.320000
16.434007,-0.045177104,-15.280000
16.444134,-0.045136015,-15.240000
16.454161,-0.045136015,-15.200000
16.464379,-0.045074382,-15.160000
16.474588,-0.045074382,-15.120000
16.484872,-0.045060686,-15.080000
16.494698,-0.045046989,-15.040000
16.504964,-0.045026445,-15.000000
16.515316,-0.044978508,-14.960000
16.525377,-0.044978508,-14.920000
16.535039,-0.044951116,-14.880000
16.545347,-0.044916875,-14.840000
16.555912,-0.044910027,-14.800000
16.565435,-0.044841546,-14.760000
16.576322,-0.044855242,-14.720000
16.586432,-0.044834697,-14.680000
16.596425,-0.044800457,-14.640000
16.606311,-0.044786761,-14.600000
16.616698,-0.044731975,-14.560000
16.626951,-0.044697735,-14.520000
16.637352,-0.044690887,-14.480000
16.647240,-0.044663494,-14.440000
16.657271,-0.044636102,-14.400000
16.667540,-0.044622405,-14.360000
16.677748,-0.044595013,-14.320000
16.687914,-0.044560772,-14.280000
16.698131,-0.044512835,-14.240000
16.708079,-0.044512835,-14.200000
16.718340,-0.044464898,-14.160000
16.728529,-0.044430658,-14.120000
16.738788,-0.044403265,-14.080000
16.748720,-0.044389569,-14.040000
16.758752,-0.044355328,-14.000000
16.768810,-0.044321088,-13.960000
16.779227,-0.044307392,-13.920000
16.789246,-0.044266303,-13.880000
16.799328,-0.044225214,-13.840000
16.809888,-0.044211518,-13.800000
16.820097,-0.044204670,-13.760000
16.829900,-0.044170429,-13.720000
16.840213,-0.044129340,-13.680000
16.850008,-0.044122492,-13.640000
16.860427,-0.044095100,-13.600000
16.870618,-0.044067707,-13.560000
16.881730,-0.044033466,-13.520000
16.890675,-0.043999226,-13.480000
16.901206,-0.043978681,-13.440000
16.911301,-0.043958137,-13.400000
