time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
15.450,0.7516,10.5219,0.11,0.01,0.7589,10.6251,16.0197,47.72,12.5440,0.137390,49.4604,3.5329,ramp_down
15.463,0.7433,10.4062,0.49,0.04,0.7486,10.4811,16.0197,47.74,12.3740,0.137268,49.4165,3.5298,ramp_down
15.475,0.7350,10.2906,0.02,0.00,0.7493,10.4907,16.0197,47.76,12.3853,0.136963,49.3066,3.5219,ramp_down
15.488,0.7350,10.2906,0.02,0.00,0.7493,10.4907,16.0197,47.76,12.3853,0.136963,49.3066,3.5219,ramp_down
15.500,0.7268,10.1750,0.33,0.02,0.7254,10.1561,16.0197,47.74,11.9903,0.136719,49.2188,3.5156,ramp_down
15.513,0.7185,10.0594,-0.25,-0.02,0.7265,10.1715,16.0197,47.74,12.0085,0.136414,49.1089,3.5078,ramp_down
15.526,0.7103,9.9438,-0.38,-0.03,0.7204,10.0859,15.6536,47.76,11.9074,0.136169,49.0210,3.5015,ramp_down
15.539,0.7020,9.8281,-0.38,-0.03,0.7204,10.0859,15.6536,47.76,11.9074,0.136169,49.0210,3.5015,ramp_down
15.550,0.7020,9.8281,0.18,0.01,0.7118,9.9651,15.6536,47.74,11.7648,0.135986,48.9551,3.4968,ramp_down
15.563,0.6937,9.7125,-0.77,-0.05,0.7021,9.8300,15.6536,47.76,11.6053,0.135681,48.8452,3.4889,ramp_down
15.575,0.6855,9.5969,-0.33,-0.02,0.6897,9.6555,15.6536,47.77,11.3992,0.135437,48.7573,3.4827,ramp_down
15.588,0.6772,9.4812,-0.33,-0.02,0.6897,9.6555,15.6536,47.77,11.3992,0.135437,48.7573,3.4827,ramp_down
15.600,0.6772,9.4812,0.35,0.02,0.6829,9.5603,15.6536,47.76,11.2870,0.135193,48.6694,3.4764,ramp_down
15.613,0.6690,9.3656,-0.14,-0.01,0.6788,9.5038,15.6536,47.74,11.2202,0.134949,48.5815,3.4701,ramp_down
15.626,0.6607,9.2500,-0.21,-0.02,0.6659,9.3233,15.2054,47.72,11.0071,0.134705,48.4937,3.4638,ramp_down
15.638,0.6525,9.1344,-0.18,-0.01,0.6622,9.2712,15.2054,47.74,10.9456,0.134338,48.3618,3.4544,ramp_down
15.650,0.6525,9.1344,-0.18,-0.01,0.6622,9.2712,15.2054,47.74,10.9456,0.134338,48.3618,3.4544,ramp_down
15.663,0.6442,9.0188,-0.88,-0.06,0.6419,8.9872,15.2054,47.74,10.6103,0.134094,48.2739,3.4481,ramp_down
15.675,0.6359,8.9031,0.18,0.01,0.6473,9.0621,15.2054,47.76,10.6988,0.133850,48.1860,3.4419,ramp_down
15.688,0.6277,8.7875,0.42,0.03,0.6361,8.9050,15.2054,47.74,10.5133,0.133545,48.0762,3.4340,ramp_down
15.700,0.6194,8.6719,0.42,0.03,0.6361,8.9050,15.2054,47.74,10.5133,0.133545,48.0762,3.4340,ramp_down
15.714,0.6194,8.6719,-0.07,-0.01,0.6280,8.7926,14.7185,47.76,10.3805,0.133118,47.9224,3.4230,ramp_down
15.725,0.6112,8.5562,-1.14,-0.08,0.6210,8.6940,14.7185,47.74,10.2642,0.132690,47.7686,3.4120,ramp_down
15.738,0.6029,8.4406,-0.94,-0.07,0.6127,8.5783,14.7185,47.74,10.1275,0.132324,47.6367,3.4026,ramp_down
15.750,0.5946,8.3250,-0.94,-0.07,0.6127,8.5783,14.7185,47.74,10.1275,0.132324,47.6367,3.4026,ramp_down
15.763,0.5946,8.3250,-1.01,-0.07,0.6047,8.4652,14.7185,47.76,9.9941,0.131897,47.4829,3.3916,ramp_down
15.775,0.5864,8.2094,-0.44,-0.03,0.5884,8.2373,14.7185,47.76,9.7249,0.131470,47.3291,3.3807,ramp_down
15.788,0.5781,8.0938,-0.53,-0.04,0.5871,8.2194,14.7185,47.77,9.7038,0.130920,47.1313,3.3665,ramp_down
15.802,0.5699,7.9781,-1.69,-0.12,0.5799,8.1183,14.2154,47.74,9.5845,0.130371,46.9336,3.3524,ramp_down
15.813,0.5699,7.9781,-1.69,-0.12,0.5799,8.1183,14.2154,47.74,9.5845,0.130371,46.9336,3.3524,ramp_down
15.825,0.5616,7.8625,-1.59,-0.11,0.5738,8.0330,14.2154,47.77,9.4837,0.129944,46.7798,3.3414,ramp_down
15.838,0.5533,7.7469,-1.52,-0.11,0.5569,7.7969,14.2154,47.77,9.2050,0.129395,46.5820,3.3273,ramp_down
15.851,0.5451,7.6313,-0.55,-0.04,0.5499,7.6989,14.2154,47.79,9.0893,0.128906,46.4062,3.3147,ramp_down
15.863,0.5451,7.6313,-0.55,-0.04,0.5499,7.6989,14.2154,47.79,9.0893,0.128906,46.4062,3.3147,ramp_down
15.875,0.5368,7.5156,-2.58,-0.18,0.5494,7.6917,14.2154,47.74,9.0808,0.127991,46.0767,3.2912,ramp_down
15.888,0.5286,7.4000,-1.84,-0.13,0.5395,7.5525,14.2154,47.77,8.9165,0.127258,45.8130,3.2724,ramp_down
15.902,0.5203,7.2844,-4.65,-0.33,0.5272,7.3802,13.6496,47.77,8.7131,0.125916,45.3296,3.2378,ramp_down
15.913,0.5203,7.2844,-4.65,-0.33,0.5272,7.3802,13.6496,47.77,8.7131,0.125916,45.3296,3.2378,ramp_down
15.925,0.5121,7.1687,-10.52,-0.75,0.5219,7.3073,13.6496,47.77,8.6270,0.123596,44.4946,3.1782,ramp_down
15.938,0.5038,7.0531,-18.62,-1.33,0.5267,7.3737,13.6496,47.77,8.7054,0.119202,42.9126,3.0652,ramp_down
15.951,0.4955,6.9375,-75.75,-5.41,0.4764,6.6701,13.6496,47.85,7.8747,0.102356,36.8481,2.6320,ramp_down
15.963,0.4955,6.9375,-75.75,-5.41,0.4764,6.6701,13.6496,47.85,7.8747,0.102356,36.8481,2.6320,ramp_down
15.975,0.4873,6.8219,19.32,1.38,0.5080,7.1114,13.6496,47.83,8.3957,0.104614,37.6611,2.6901,ramp_down
15.989,0.4790,6.7063,3.60,0.26,0.4858,6.8010,12.9418,47.85,8.0292,0.104004,37.4414,2.6744,ramp_down
16.000,0.4708,6.5906,1.45,0.10,0.4728,6.6198,12.9418,47.81,7.8153,0.103882,37.3975,2.6712,ramp_down
16.013,0.4708,6.5906,1.45,0.10,0.4728,6.6198,12.9418,47.81,7.8153,0.103882,37.3975,2.6712,ramp_down
16.025,0.4625,6.4750,0.91,0.06,0.4697,6.5751,12.9418,47.81,7.7626,0.103699,37.3315,2.6665,ramp_down
16.038,0.4542,6.3594,1.42,0.10,0.4605,6.4472,12.9418,47.85,7.6116,0.103577,37.2876,2.6634,ramp_down
16.050,0.4460,6.2437,1.36,0.10,0.4534,6.3477,12.9418,47.85,7.4941,0.103394,37.2217,2.6587,ramp_down
16.063,0.4377,6.1281,1.36,0.10,0.4534,6.3477,12.9418,47.85,7.4941,0.103394,37.2217,2.6587,ramp_down
16.075,0.4377,6.1281,0.36,0.03,0.4461,6.2460,12.9418,47.81,7.3740,0.103210,37.1558,2.6540,ramp_down
16.089,0.4295,6.0125,1.20,0.09,0.4358,6.1018,11.3890,47.83,7.2038,0.103027,37.0898,2.6493,ramp_down
16.100,0.4212,5.8969,0.61,0.04,0.4287,6.0015,11.3890,47.85,7.0853,0.102722,36.9800,2.6414,ramp_down
16.114,0.4129,5.7812,0.61,0.04,0.4287,6.0015,11.3890,47.85,7.0853,0.102722,36.9800,2.6414,ramp_down
16.125,0.4129,5.7812,0.91,0.07,0.4234,5.9280,11.3890,47.83,6.9986,0.102478,36.8921,2.6351,ramp_down
16.138,0.4047,5.6656,0.54,0.04,0.4190,5.8666,11.3890,47.81,6.9261,0.102173,36.7822,2.6273,ramp_down
16.150,0.3964,5.5500,-0.09,-0.01,0.4046,5.6648,11.3890,47.81,6.6879,0.101807,36.6504,2.6179,ramp_down
16.163,0.3882,5.4344,-0.09,-0.01,0.4046,5.6648,11.3890,47.81,6.6879,0.101807,36.6504,2.6179,ramp_down
16.177,0.3882,5.4344,0.19,0.01,0.4028,5.6390,9.1820,47.83,6.6574,0.101562,36.5625,2.6116,ramp_down
16.188,0.3799,5.3188,-0.46,-0.03,0.3934,5.5070,9.1820,47.81,6.5016,0.101318,36.4746,2.6053,ramp_down
16.200,0.3717,5.2031,-0.69,-0.05,0.3832,5.3653,9.1820,47.81,6.3342,0.100952,36.3428,2.5959,ramp_down
16.214,0.3634,5.0875,-0.01,-0.00,0.3695,5.1729,9.1820,47.81,6.1071,0.100769,36.2769,2.5912,ramp_down
16.225,0.3634,5.0875,-0.01,-0.00,0.3695,5.1729,9.1820,47.81,6.1071,0.100769,36.2769,2.5912,ramp_down
16.238,0.3551,4.9719,-0.63,-0.04,0.3567,4.9941,9.1820,47.81,5.8960,0.100403,36.1450,2.5818,ramp_down
16.250,0.3469,4.8562,-1.39,-0.10,0.3555,4.9776,9.1820,47.85,5.8766,0.100037,36.0132,2.5724,ramp_down
16.265,0.3386,4.7406,0.12,0.01,0.3464,4.8497,8.5398,47.83,5.7255,0.099854,35.9473,2.5677,ramp_down
16.275,0.3386,4.7406,0.12,0.01,0.3464,4.8497,8.5398,47.83,5.7255,0.099854,35.9473,2.5677,ramp_down
16.288,0.3304,4.6250,-0.02,-0.00,0.3406,4.7678,8.5398,47.85,5.6289,0.099426,35.7935,2.5567,ramp_down
16.300,0.3221,4.5094,-1.33,-0.10,0.3239,4.5347,8.5398,47.81,5.3537,0.099060,35.6616,2.5473,ramp_down
16.313,0.3138,4.3938,0.41,0.03,0.3236,4.5300,8.5398,47.81,5.3482,0.098938,35.6177,2.5441,ramp_down
16.326,0.3056,4.2781,0.41,0.03,0.3236,4.5300,8.5398,47.81,5.3482,0.098938,35.6177,2.5441,ramp_down
16.338,0.3056,4.2781,-0.72,-0.05,0.3189,4.4650,8.5398,47.83,5.2714,0.098511,35.4639,2.5331,ramp_down
16.350,0.2973,4.1625,-0.71,-0.05,0.3030,4.2427,8.5398,47.81,5.0089,0.098206,35.3540,2.5253,ramp_down
16.364,0.2891,4.0469,-1.37,-0.10,0.2982,4.1749,8.1208,47.81,4.9289,0.097839,35.2222,2.5159,ramp_down
16.375,0.2808,3.9312,-1.37,-0.10,0.2982,4.1749,8.1208,47.81,4.9289,0.097839,35.2222,2.5159,ramp_down
16.388,0.2808,3.9312,-1.01,-0.07,0.2936,4.1105,8.1208,47.83,4.8529,0.097412,35.0684,2.5049,ramp_down
16.400,0.2725,3.8156,-2.21,-0.16,0.2832,3.9646,8.1208,47.81,4.6806,0.096863,34.8706,2.4908,ramp_down
16.413,0.2643,3.7000,-2.41,-0.17,0.2659,3.7232,8.1208,47.83,4.3956,0.096252,34.6509,2.4751,ramp_down
16.425,0.2560,3.5844,-2.41,-0.17,0.2659,3.7232,8.1208,47.83,4.3956,0.096252,34.6509,2.4751,ramp_down
16.438,0.2560,3.5844,-1.84,-0.13,0.2682,3.7545,8.1208,47.83,4.4326,0.095703,34.4531,2.4609,ramp_down
16.451,0.2478,3.4688,-3.50,-0.25,0.2518,3.5250,7.6584,47.83,4.1617,0.094910,34.1675,2.4405,ramp_down
16.463,0.2395,3.3531,-2.04,-0.15,0.2454,3.4352,7.6584,47.81,4.0556,0.094238,33.9258,2.4233,ramp_down
16.475,0.2313,3.2375,-3.38,-0.24,0.2453,3.4338,7.6584,47.81,4.0539,0.093262,33.5742,2.3982,ramp_down
16.488,0.2313,3.2375,-3.38,-0.24,0.2453,3.4338,7.6584,47.81,4.0539,0.093262,33.5742,2.3982,ramp_down
16.500,0.2230,3.1219,-1.77,-0.13,0.2325,3.2550,7.6584,47.79,3.8428,0.092590,33.3325,2.3809,ramp_down
16.513,0.2147,3.0063,-2.15,-0.15,0.2170,3.0373,7.6584,47.85,3.6563,0.091858,33.0688,2.3621,ramp_down
16.525,0.2065,2.8906,-5.08,-0.36,0.2119,2.9662,7.6584,47.81,3.5019,0.090637,32.6294,2.3307,ramp_down
16.541,0.1982,2.7750,-5.08,-0.36,0.2119,2.9662,7.1672,47.81,3.5019,0.090637,32.6294,2.3307,ramp_down
16.550,0.1982,2.7750,-13.97,-1.00,0.2142,2.9993,7.1672,47.81,3.5410,0.087708,31.5747,2.2553,ramp_down
16.563,0.1900,2.6594,-26.51,-1.89,0.1977,2.7684,7.1672,47.81,3.2684,0.080933,29.1357,2.0811,ramp_down
16.575,0.1817,2.5437,-35.38,-2.53,0.1728,2.4196,7.1672,47.85,2.8566,0.071716,25.8179,1.8441,ramp_down
16.588,0.1734,2.4281,-35.38,-2.53,0.1728,2.4196,7.1672,47.85,2.8566,0.071716,25.8179,1.8441,ramp_down
16.600,0.1734,2.4281,7.62,0.54,0.1749,2.4491,7.1672,47.79,2.8914,0.067932,24.4556,1.7468,ramp_down
16.613,0.1652,2.3125,-2.71,-0.19,0.1777,2.4879,7.1672,47.83,2.9372,0.067505,24.3018,1.7358,ramp_down
16.625,0.1569,2.1969,-0.95,-0.07,0.1596,2.2347,7.1672,47.81,2.6383,0.067444,24.2798,1.7343,ramp_down
16.640,0.1487,2.0813,-0.63,-0.04,0.1573,2.2029,6.4478,47.81,2.6007,0.067322,24.2358,1.7311,ramp_down
16.650,0.1487,2.0813,-0.63,-0.04,0.1573,2.2029,6.4478,47.81,2.6007,0.067322,24.2358,1.7311,ramp_down
16.663,0.1404,1.9656,-0.36,-0.03,0.1446,2.0243,6.4478,47.81,2.3899,0.067017,24.1260,1.7233,ramp_down
16.675,0.1321,1.8500,-1.10,-0.08,0.1420,1.9877,6.4478,47.83,2.3467,0.066589,23.9722,1.7123,ramp_down
16.688,0.1239,1.7344,-2.45,-0.17,0.1204,1.6851,6.4478,47.85,1.9894,0.065979,23.7524,1.6966,ramp_down
16.700,0.1239,1.7344,-2.45,-0.17,0.1204,1.6851,6.4478,47.85,1.9894,0.065979,23.7524,1.6966,ramp_down
16.713,0.1156,1.6187,-1.98,-0.14,0.1269,1.7762,6.4478,47.79,2.0970,0.065613,23.6206,1.6872,ramp_down
16.726,0.1074,1.5031,-0.60,-0.04,0.1253,1.7545,4.9878,47.83,2.0714,0.065430,23.5547,1.6825,ramp_down
16.738,0.0991,1.3875,-0.55,-0.04,0.1012,1.4163,4.9878,47.83,1.6721,0.065063,23.4229,1.6731,ramp_down
16.751,0.0908,1.2719,-0.55,-0.04,0.1012,1.4163,4.9878,47.83,1.6721,0.065063,23.4229,1.6731,ramp_down
16.763,0.0908,1.2719,-2.59,-0.19,0.1014,1.4190,4.9878,47.83,1.5846,0.064392,23.1812,1.6558,ramp_down
16.775,0.0826,1.1562,-6.18,-0.44,0.0852,1.1928,4.9878,47.83,1.4082,0.062744,22.5879,1.6134,ramp_down
16.788,0.0743,1.0406,-5.60,-0.40,0.0777,1.0874,4.9878,47.81,1.2838,0.060974,21.9507,1.5679,ramp_down
16.800,0.0661,0.9250,-5.60,-0.40,0.0777,1.0874,4.9878,47.81,1.2838,0.060974,21.9507,1.5679,ramp_down
16.813,0.0661,0.9250,-8.27,-0.59,0.0819,1.1463,4.9878,47.79,1.3534,0.059265,21.3354,1.5240,ramp_down
16.826,0.0578,0.8094,-21.83,-1.56,0.0680,0.9526,3.6009,47.81,1.1247,0.053955,19.4238,1.3874,ramp_down
16.838,0.0496,0.6938,-36.24,-2.59,0.0668,0.9357,3.6009,47.83,1.1047,0.045471,16.3696,1.1693,ramp_down
16.851,0.0413,0.5781,-36.88,-2.63,0.0429,0.6007,3.6009,47.85,0.7091,0.033813,12.1729,0.8695,ramp_down
16.863,0.0413,0.5781,-36.88,-2.63,0.0429,0.6007,3.6009,47.85,0.7091,0.033813,12.1729,0.8695,ramp_down
16.875,0.0330,0.4625,-0.03,-0.00,0.0383,0.5362,3.6009,47.83,0.6331,0.030701,11.0522,0.7894,ramp_down
16.888,0.0248,0.3469,-3.63,-0.26,0.0232,0.3242,3.6009,47.83,0.3828,0.030762,11.0742,0.7910,ramp_down
16.900,0.0165,0.2312,-0.13,-0.01,0.0245,0.3434,3.6009,47.85,0.4055,0.030701,11.0522,0.7894,ramp_down
16.915,0.0083,0.1156,-0.13,-0.01,0.0245,0.3434,3.0347,47.85,0.4055,0.030701,11.0522,0.7894,ramp_down
16.925,0.0083,0.1156,-3.55,-0.25,0.0181,0.2533,3.0347,47.81,0.2990,0.029846,10.7446,0.7675,ramp_down
16.938,0.0000,0.0000,-4.80,-0.34,0.0086,0.1200,3.0347,47.83,0.1417,0.028687,10.3271,0.7377,ramp_down
16.950,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,3.0347,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
16.963,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,3.0347,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
16.975,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,3.0347,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
16.988,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,3.0347,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.001,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.013,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.025,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.038,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.050,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.063,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.075,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.088,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,1.9195,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.101,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.113,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.125,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.138,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.150,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.163,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.175,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9348,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.189,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.200,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.213,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.225,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.238,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.250,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.263,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.275,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7132,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.289,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.300,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.313,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.325,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.338,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.350,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.363,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7463,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.376,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.388,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.400,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.413,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.425,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.438,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.451,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7756,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.464,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.475,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.488,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.500,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.513,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.525,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.538,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.550,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.7972,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.564,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.575,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.588,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.600,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.613,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.625,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.638,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8152,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.651,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.663,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.675,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.688,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.700,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.713,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.725,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.738,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8475,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.751,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.763,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.775,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.788,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.800,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.813,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.825,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.8820,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.838,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.850,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.863,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.875,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.888,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.900,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
17.913,0.0000,0.0000,-8.73,-0.62,-0.0003,-0.0046,0.9041,47.85,-0.0054,0.026550,9.5581,0.6827,ramp_down
