time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
5.100,2.5768,36.0750,-0.51,-0.04,2.5765,36.0714,36.3895,47.58,42.6006,0.182800,65.8081,4.7006,ramp_up
5.113,2.5850,36.1906,0.50,0.04,2.5822,36.1502,36.3895,47.56,42.6789,0.183105,65.9180,4.7084,ramp_up
5.126,2.5933,36.3062,0.50,0.04,2.5822,36.1502,36.3895,47.56,42.6789,0.183105,65.9180,4.7084,ramp_up
5.138,2.5933,36.3062,1.03,0.07,2.5988,36.3826,36.3895,47.54,42.9533,0.183472,66.0498,4.7178,ramp_up
5.150,2.6016,36.4219,2.13,0.15,2.5864,36.2098,36.3895,47.51,42.7494,0.184143,66.2915,4.7351,ramp_up
5.163,2.6098,36.5375,7.75,0.55,2.5932,36.3051,36.3895,47.45,42.8618,0.185730,66.8628,4.7759,ramp_up
5.178,2.6181,36.6531,7.95,0.57,2.6126,36.5758,36.9471,47.33,43.1814,0.188232,67.7637,4.8403,ramp_up
5.188,2.6181,36.6531,7.95,0.57,2.6126,36.5758,36.9471,47.33,43.1814,0.188232,67.7637,4.8403,ramp_up
5.200,2.6263,36.7687,82.75,5.91,2.6159,36.6219,36.9471,47.07,43.2359,0.200134,72.0483,5.1463,ramp_up
5.213,2.6346,36.8844,-6.63,-0.47,2.6242,36.7393,36.9471,47.15,43.3745,0.203430,73.2349,5.2311,ramp_up
5.225,2.6429,37.0000,4.69,0.34,2.6625,37.2756,36.9471,47.15,43.9094,0.205750,74.0698,5.2907,ramp_up
5.238,2.6429,37.0000,4.69,0.34,2.6625,37.2756,36.9471,47.15,43.9094,0.205750,74.0698,5.2907,ramp_up
5.250,2.6429,37.0000,0.19,0.01,2.6387,36.9423,36.9471,47.16,43.6141,0.205750,74.0698,5.2907,hold
5.263,2.6429,37.0000,0.30,0.02,2.6473,37.0616,36.9471,47.15,43.7550,0.205750,74.0698,5.2907,hold
5.276,2.6429,37.0000,0.10,0.01,2.6442,37.0185,37.9339,47.15,43.7040,0.205688,74.0479,5.2891,hold
5.288,2.6429,37.0000,0.10,0.01,2.6442,37.0185,37.9339,47.15,43.7040,0.205688,74.0479,5.2891,hold
5.300,2.6429,37.0000,0.60,0.04,2.6507,37.1099,37.9339,47.15,43.8120,0.205811,74.0918,5.2923,hold
5.313,2.6429,37.0000,-0.09,-0.01,2.6429,37.0010,37.9339,47.13,43.6835,0.205750,74.0698,5.2907,hold
5.325,2.6429,37.0000,0.09,0.01,2.6406,36.9678,37.9339,47.16,43.6442,0.205750,74.0698,5.2907,hold
5.339,2.6429,37.0000,0.09,0.01,2.6406,36.9678,37.9339,47.16,43.6442,0.205750,74.0698,5.2907,hold
5.350,2.6429,37.0000,0.33,0.02,2.6449,37.0290,37.9339,47.16,43.7165,0.205811,74.0918,5.2923,hold
5.364,2.6429,37.0000,-0.04,-0.00,2.6489,37.0844,41.9325,47.15,43.7819,0.205811,74.0918,5.2923,hold
5.375,2.6429,37.0000,-0.38,-0.03,2.6431,37.0036,41.9325,47.16,43.6866,0.205750,74.0698,5.2907,hold
5.388,2.6429,37.0000,-0.38,-0.03,2.6431,37.0036,41.9325,47.16,43.6866,0.205750,74.0698,5.2907,hold
5.400,2.6429,37.0000,1.01,0.07,2.6472,37.0606,41.9325,47.16,43.7538,0.205872,74.1138,5.2938,hold
5.413,2.6429,37.0000,0.88,0.06,2.6444,37.0221,41.9325,47.16,43.7083,0.205872,74.1138,5.2938,hold
5.425,2.6429,37.0000,-0.26,-0.02,2.6471,37.0589,41.9325,47.16,43.7518,0.205872,74.1138,5.2938,hold
5.438,2.6429,37.0000,1.32,0.09,2.6470,37.0577,41.9325,47.15,43.7504,0.205994,74.1577,5.2970,hold
5.455,2.6429,37.0000,1.32,0.09,2.6470,37.0577,45.7047,47.15,43.7504,0.205994,74.1577,5.2970,hold
5.463,2.6429,37.0000,0.09,0.01,2.6359,36.9031,45.7047,47.18,43.5679,0.205872,74.1138,5.2938,hold
5.475,2.6429,37.0000,-0.25,-0.02,2.6508,37.1116,45.7047,47.16,43.8140,0.205872,74.1138,5.2938,hold
5.488,2.6429,37.0000,-0.64,-0.05,2.6362,36.9066,45.7047,47.15,43.5720,0.205872,74.1138,5.2938,hold
5.500,2.6429,37.0000,-0.64,-0.05,2.6362,36.9066,45.7047,47.15,43.5720,0.205872,74.1138,5.2938,hold
5.513,2.6429,37.0000,0.21,0.02,2.6470,37.0574,45.7047,47.15,43.7500,0.205933,74.1357,5.2954,hold
5.525,2.6429,37.0000,-0.20,-0.01,2.6466,37.0529,45.7047,47.16,43.7447,0.205933,74.1357,5.2954,hold
5.538,2.6429,37.0000,0.18,0.01,2.6413,36.9784,45.7047,47.16,43.6567,0.205933,74.1357,5.2954,hold
5.552,2.6429,37.0000,0.02,0.00,2.6493,37.0902,45.8300,47.20,43.7888,0.205994,74.1577,5.2970,hold
5.563,2.6429,37.0000,0.02,0.00,2.6493,37.0902,45.8300,47.20,43.7888,0.205994,74.1577,5.2970,hold
5.575,2.6429,37.0000,-0.29,-0.02,2.6470,37.0573,45.8300,47.13,43.7499,0.205933,74.1357,5.2954,hold
5.588,2.6429,37.0000,-0.12,-0.01,2.6439,37.0139,45.8300,47.18,43.6987,0.205994,74.1577,5.2970,hold
5.600,2.6429,37.0000,-0.11,-0.01,2.6381,36.9337,45.8300,47.15,43.6511,0.205994,74.1577,5.2970,hold
5.613,2.6429,37.0000,-0.11,-0.01,2.6381,36.9337,45.8300,47.15,43.6511,0.205994,74.1577,5.2970,hold
5.625,2.6429,37.0000,-0.24,-0.02,2.6432,37.0053,45.8300,47.16,43.6885,0.205994,74.1577,5.2970,hold
5.639,2.6429,37.0000,0.27,0.02,2.6429,37.0011,45.6385,47.13,43.6835,0.206055,74.1797,5.2985,hold
5.650,2.6429,37.0000,-0.18,-0.01,2.6490,37.0854,45.6385,47.18,43.7831,0.205994,74.1577,5.2970,hold
5.663,2.6429,37.0000,0.26,0.02,2.6377,36.9278,45.6385,47.15,43.5970,0.205994,74.1577,5.2970,hold
5.675,2.6429,37.0000,0.26,0.02,2.6377,36.9278,45.6385,47.15,43.5970,0.205994,74.1577,5.2970,hold
5.688,2.6429,37.0000,-0.13,-0.01,2.6375,36.9249,45.6385,47.15,43.5936,0.206055,74.1797,5.2985,hold
5.700,2.6429,37.0000,-0.09,-0.01,2.6432,37.0046,45.6385,47.16,43.6877,0.206055,74.1797,5.2985,hold
5.713,2.6429,37.0000,0.48,0.03,2.6429,37.0004,45.6385,47.15,43.6828,0.206116,74.2017,5.3001,hold
5.725,2.6429,37.0000,0.48,0.03,2.6429,37.0004,45.6385,47.15,43.6828,0.206116,74.2017,5.3001,hold
5.739,2.6429,37.0000,0.59,0.04,2.6428,36.9997,45.5073,47.16,43.6819,0.206116,74.2017,5.3001,hold
5.750,2.6429,37.0000,0.62,0.04,2.6399,36.9584,45.5073,47.16,43.6332,0.206116,74.2017,5.3001,hold
5.763,2.6429,37.0000,-0.52,-0.04,2.6431,37.0036,45.5073,47.16,43.6865,0.206055,74.1797,5.2985,hold
5.775,2.6429,37.0000,0.16,0.01,2.6457,37.0394,45.5073,47.15,43.7288,0.206116,74.2017,5.3001,hold
5.788,2.6429,37.0000,0.16,0.01,2.6457,37.0394,45.5073,47.15,43.7288,0.206116,74.2017,5.3001,hold
5.800,2.6429,37.0000,0.11,0.01,2.6372,36.9215,45.5073,47.15,43.5895,0.206116,74.2017,5.3001,hold
5.813,2.6429,37.0000,-0.52,-0.04,2.6456,37.0387,45.5073,47.15,43.7280,0.206116,74.2017,5.3001,hold
5.826,2.6429,37.0000,0.37,0.03,2.6455,37.0377,45.4038,47.16,43.7267,0.206116,74.2017,5.3001,hold
5.838,2.6429,37.0000,0.37,0.03,2.6455,37.0377,45.4038,47.16,43.7267,0.206116,74.2017,5.3001,hold
5.850,2.6429,37.0000,0.23,0.02,2.6455,37.0372,45.4038,47.15,43.7262,0.206116,74.2017,5.3001,hold
5.863,2.6429,37.0000,-0.34,-0.02,2.6427,36.9980,45.4038,47.18,43.6799,0.206116,74.2017,5.3001,hold
5.875,2.6429,37.0000,-0.19,-0.01,2.6456,37.0382,45.4038,47.16,43.7274,0.206116,74.2017,5.3001,hold
5.888,2.6429,37.0000,-0.93,-0.07,2.6374,36.9232,45.4038,47.15,43.5915,0.206055,74.1797,5.2985,hold
5.900,2.6429,37.0000,-0.93,-0.07,2.6374,36.9232,45.4038,47.15,43.5915,0.206055,74.1797,5.2985,hold
5.914,2.6429,37.0000,-0.28,-0.02,2.6483,37.0760,45.3184,47.15,43.7720,0.206116,74.2017,5.3001,hold
5.925,2.6429,37.0000,-0.54,-0.04,2.6398,36.9575,45.3184,47.15,43.6321,0.206116,74.2017,5.3001,hold
5.938,2.6429,37.0000,-0.16,-0.01,2.6371,36.9194,45.3184,47.15,43.5871,0.206177,74.2236,5.3017,hold
5.952,2.6429,37.0000,-0.16,-0.01,2.6371,36.9194,45.3184,47.15,43.5871,0.206177,74.2236,5.3017,hold
5.963,2.6429,37.0000,0.16,0.01,2.6426,36.9962,45.3184,47.15,43.6778,0.206177,74.2236,5.3017,hold
5.975,2.6429,37.0000,0.51,0.04,2.6510,37.1144,45.3184,47.15,43.8173,0.206238,74.2456,5.3033,hold
5.988,2.6429,37.0000,-0.56,-0.04,2.6341,36.8776,45.3184,47.16,43.5377,0.206177,74.2236,5.3017,hold
6.000,2.6429,37.0000,-0.56,-0.04,2.6341,36.8776,45.3184,47.16,43.5377,0.206177,74.2236,5.3017,hold
6.015,2.6429,37.0000,0.04,0.00,2.6454,37.0363,45.2464,47.15,43.7251,0.206177,74.2236,5.3017,hold
6.025,2.6429,37.0000,-0.52,-0.04,2.6455,37.0376,45.2464,47.15,43.7266,0.206116,74.2017,5.3001,hold
6.038,2.6429,37.0000,0.09,0.01,2.6398,36.9568,45.2464,47.13,43.6312,0.206238,74.2456,5.3033,hold
6.050,2.6429,37.0000,-0.35,-0.03,2.6482,37.0749,45.2464,47.20,43.7707,0.206238,74.2456,5.3033,hold
6.063,2.6429,37.0000,-0.35,-0.03,2.6482,37.0749,45.2464,47.20,43.7707,0.206238,74.2456,5.3033,hold
6.075,2.6429,37.0000,-0.25,-0.02,2.6426,36.9959,45.2464,47.15,43.6774,0.206238,74.2456,5.3033,hold
6.088,2.6429,37.0000,-0.45,-0.03,2.6370,36.9176,45.2464,47.16,43.5850,0.206177,74.2236,5.3017,hold
6.101,2.6429,37.0000,-0.82,-0.06,2.6370,36.9174,45.1826,47.13,43.5848,0.206177,74.2236,5.3017,hold
6.114,2.6429,37.0000,-0.82,-0.06,2.6370,36.9174,45.1826,47.13,43.5848,0.206177,74.2236,5.3017,hold
6.125,2.6429,37.0000,0.61,0.04,2.6426,36.9969,45.1826,47.16,43.6786,0.206299,74.2676,5.3048,hold
6.138,2.6429,37.0000,-0.13,-0.01,2.6398,36.9565,45.1826,47.15,43.6309,0.206238,74.2456,5.3033,hold
6.150,2.6429,37.0000,0.24,0.02,2.6510,37.1143,45.1826,47.16,43.7704,0.206238,74.2456,5.3033,hold
6.163,2.6429,37.0000,0.24,0.02,2.6510,37.1143,45.1826,47.16,43.7704,0.206238,74.2456,5.3033,hold
6.175,2.6429,37.0000,0.45,0.03,2.6342,36.8788,45.1826,47.16,43.5392,0.206299,74.2676,5.3048,hold
6.188,2.6429,37.0000,-0.07,-0.00,2.6483,37.0759,45.1826,47.15,43.7719,0.206238,74.2456,5.3033,hold
6.201,2.6429,37.0000,0.42,0.03,2.6484,37.0773,45.1267,47.16,43.7735,0.206299,74.2676,5.3048,hold
6.213,2.6429,37.0000,0.60,0.04,2.6427,36.9972,45.1267,47.16,43.6789,0.206299,74.2676,5.3048,hold
6.225,2.6429,37.0000,0.60,0.04,2.6427,36.9972,45.1267,47.16,43.6789,0.206299,74.2676,5.3048,hold
6.238,2.6429,37.0000,-0.26,-0.02,2.6510,37.1144,45.1267,47.13,43.8173,0.206238,74.2456,5.3033,hold
6.250,2.6429,37.0000,0.17,0.01,2.6399,36.9580,45.1267,47.16,43.6327,0.206299,74.2676,5.3048,hold
6.263,2.6429,37.0000,0.49,0.03,2.6427,36.9972,45.1267,47.15,43.7730,0.206299,74.2676,5.3048,hold
6.277,2.6429,37.0000,-0.71,-0.05,2.6426,36.9970,45.1267,47.11,43.6787,0.206238,74.2456,5.3033,hold
6.289,2.6429,37.0000,-0.71,-0.05,2.6426,36.9970,45.0752,47.11,43.6787,0.206238,74.2456,5.3033,hold
6.300,2.6429,37.0000,-0.41,-0.03,2.6454,37.0358,45.0752,47.16,43.7245,0.206299,74.2676,5.3048,hold
6.313,2.6429,37.0000,0.76,0.05,2.6459,37.0419,45.0752,47.13,43.7317,0.206360,74.2896,5.3064,hold
6.325,2.6429,37.0000,-0.03,-0.00,2.6398,36.9575,45.0752,47.16,43.6320,0.206299,74.2676,5.3048,hold
6.338,2.6429,37.0000,-0.03,-0.00,2.6398,36.9575,45.0752,47.16,43.6320,0.206299,74.2676,5.3048,hold
6.350,2.6429,37.0000,-0.01,-0.00,2.6458,37.0406,45.0752,47.15,43.7301,0.206360,74.2896,5.3064,hold
6.363,2.6429,37.0000,0.07,0.01,2.6458,37.0407,45.0752,47.13,43.7303,0.206360,74.2896,5.3064,hold
6.376,2.6429,37.0000,-0.27,-0.02,2.6400,36.9599,45.0295,47.15,43.6349,0.206299,74.2676,5.3048,hold
6.389,2.6429,37.0000,0.79,0.06,2.6345,36.8832,45.0295,47.13,43.5444,0.206421,74.3115,5.3080,hold
6.400,2.6429,37.0000,0.79,0.06,2.6345,36.8832,45.0295,47.13,43.5444,0.206421,74.3115,5.3080,hold
6.413,2.6429,37.0000,-0.54,-0.04,2.6483,37.0769,45.0295,47.15,43.7730,0.206299,74.2676,5.3048,hold
6.425,2.6429,37.0000,0.27,0.02,2.6398,36.9570,45.0295,47.13,43.6315,0.206360,74.2896,5.3064,hold
6.438,2.6429,37.0000,-0.12,-0.01,2.6428,36.9997,45.0295,47.15,43.6820,0.206360,74.2896,5.3064,hold
6.451,2.6429,37.0000,-0.12,-0.01,2.6428,36.9997,45.0295,47.15,43.6820,0.206360,74.2896,5.3064,hold
6.463,2.6429,37.0000,0.47,0.03,2.6372,36.9208,45.0295,47.13,43.5887,0.206360,74.2896,5.3064,hold
6.476,2.6429,37.0000,0.63,0.05,2.6430,37.0016,44.9880,47.15,43.6842,0.206421,74.3115,5.3080,hold
6.488,2.6429,37.0000,-0.42,-0.03,2.6430,37.0019,44.9880,47.15,43.6845,0.206360,74.2896,5.3064,hold
6.501,2.6429,37.0000,0.08,0.01,2.6402,36.9629,44.9880,47.15,43.6385,0.206360,74.2896,5.3064,hold
6.513,2.6429,37.0000,0.08,0.01,2.6402,36.9629,44.9880,47.15,43.6385,0.206360,74.2896,5.3064,hold
6.525,2.6429,37.0000,-0.98,-0.07,2.6456,37.0382,44.9880,47.15,43.7274,0.206360,74.2896,5.3064,hold
6.538,2.6429,37.0000,0.32,0.02,2.6374,36.9230,44.9880,47.15,43.5913,0.206421,74.3115,5.3080,hold
6.550,2.6429,37.0000,0.31,0.02,2.6432,37.0046,44.9880,47.15,43.6877,0.206421,74.3115,5.3080,hold
6.568,2.6429,37.0000,0.31,0.02,2.6432,37.0046,44.9495,47.15,43.6877,0.206421,74.3115,5.3080,hold
6.575,2.6429,37.0000,0.38,0.03,2.6465,37.0507,44.9495,47.15,43.7422,0.206421,74.3115,5.3080,hold
6.588,2.6429,37.0000,-0.05,-0.00,2.6373,36.9220,44.9495,47.15,43.5901,0.206421,74.3115,5.3080,hold
6.600,2.6429,37.0000,-0.63,-0.05,2.6315,36.8412,44.9495,47.15,43.5906,0.206360,74.2896,5.3064,hold
6.614,2.6429,37.0000,-0.63,-0.05,2.6315,36.8412,44.9495,47.15,43.5906,0.206360,74.2896,5.3064,hold
6.625,2.6429,37.0000,-0.21,-0.01,2.6459,37.0426,44.9495,47.13,43.7325,0.206421,74.3115,5.3080,hold
6.638,2.6429,37.0000,0.19,0.01,2.6489,37.0843,44.9495,47.15,43.7818,0.206421,74.3115,5.3080,hold
6.650,2.6429,37.0000,0.69,0.05,2.6493,37.0903,44.9495,47.16,43.7888,0.206482,74.3335,5.3095,hold
6.665,2.6429,37.0000,0.06,0.00,2.6408,36.9713,44.9148,47.15,43.6483,0.206482,74.3335,5.3095,hold
6.675,2.6429,37.0000,0.06,0.00,2.6408,36.9713,44.9148,47.15,43.6483,0.206482,74.3335,5.3095,hold
6.688,2.6429,37.0000,-0.17,-0.01,2.6432,37.0045,44.9148,47.13,43.6875,0.206421,74.3115,5.3080,hold
6.700,2.6429,37.0000,-0.18,-0.01,2.6406,36.9678,44.9148,47.13,43.6443,0.206421,74.3115,5.3080,hold
6.713,2.6429,37.0000,-0.12,-0.01,2.6462,37.0466,44.9148,47.15,43.7373,0.206482,74.3335,5.3095,hold
6.726,2.6429,37.0000,-0.12,-0.01,2.6462,37.0466,44.9148,47.15,43.7373,0.206482,74.3335,5.3095,hold
6.738,2.6429,37.0000,0.90,0.06,2.6439,37.0141,44.9148,47.15,43.6989,0.206543,74.3555,5.3111,hold
6.751,2.6429,37.0000,0.37,0.03,2.6464,37.0502,44.8827,47.15,43.7415,0.206482,74.3335,5.3095,hold
6.763,2.6429,37.0000,0.40,0.03,2.6410,36.9741,44.8827,47.13,43.6517,0.206482,74.3335,5.3095,hold
6.776,2.6429,37.0000,0.40,0.03,2.6410,36.9741,44.8827,47.13,43.6517,0.206482,74.3335,5.3095,hold
6.788,2.6429,37.0000,0.64,0.05,2.6444,37.0219,44.8827,47.15,43.7081,0.206543,74.3555,5.3111,hold
6.800,2.6429,37.0000,0.46,0.03,2.6414,36.9799,44.8827,47.15,43.6585,0.206482,74.3335,5.3095,hold
6.813,2.6429,37.0000,-0.05,-0.00,2.6464,37.0502,44.8827,47.15,43.7416,0.206482,74.3335,5.3095,hold
6.825,2.6429,37.0000,0.38,0.03,2.6406,36.9686,44.8827,47.13,43.6451,0.206482,74.3335,5.3095,hold
6.839,2.6429,37.0000,0.38,0.03,2.6406,36.9686,44.8525,47.13,43.6451,0.206482,74.3335,5.3095,hold
6.850,2.6429,37.0000,-0.24,-0.02,2.6436,37.0102,44.8525,47.15,43.6958,0.206482,74.3335,5.3095,hold
6.863,2.6429,37.0000,0.33,0.02,2.6440,37.0156,44.8525,47.13,43.7007,0.206482,74.3335,5.3095,hold
6.875,2.6429,37.0000,0.45,0.03,2.6381,36.9340,44.8525,47.13,43.6043,0.206482,74.3335,5.3095,hold
6.888,2.6429,37.0000,-0.68,-0.05,2.6352,36.8926,44.8525,47.15,43.5555,0.206482,74.3335,5.3095,hold
6.901,2.6429,37.0000,-0.68,-0.05,2.6352,36.8926,44.8525,47.15,43.5555,0.206482,74.3335,5.3095,hold
6.913,2.6429,37.0000,0.12,0.01,2.6381,36.9339,44.8525,47.15,43.6043,0.206482,74.3335,5.3095,hold
6.925,2.6429,37.0000,-0.61,-0.04,2.6379,36.9301,44.8525,47.15,43.5997,0.206482,74.3335,5.3095,hold
6.939,2.6429,37.0000,0.18,0.01,2.6440,37.0155,44.8197,47.15,43.7005,0.206543,74.3555,5.3111,hold
6.956,2.6429,37.0000,0.18,0.01,2.6440,37.0155,44.8197,47.15,43.7005,0.206543,74.3555,5.3111,hold
6.963,2.6429,37.0000,-0.36,-0.03,2.6405,36.9677,44.8197,47.13,43.6441,0.206482,74.3335,5.3095,hold
6.975,2.6429,37.0000,0.07,0.01,2.6410,36.9741,44.8197,47.16,43.6517,0.206482,74.3335,5.3095,hold
6.989,2.6429,37.0000,0.07,0.01,2.6410,36.9741,44.8197,47.16,43.6517,0.206482,74.3335,5.3095,hold
7.000,2.6429,37.0000,-1.13,-0.08,2.6436,37.0101,44.8197,47.13,43.6942,0.206482,74.3335,5.3095,hold
7.013,2.6429,37.0000,0.98,0.07,2.6367,36.9141,44.8197,47.13,43.5809,0.206604,74.3774,5.3127,hold
7.026,2.6429,37.0000,0.05,0.00,2.6442,37.0188,44.7865,47.13,43.7044,0.206543,74.3555,5.3111,hold
7.038,2.6429,37.0000,0.41,0.03,2.6417,36.9834,44.7865,47.15,43.6627,0.206543,74.3555,5.3111,hold
7.050,2.6429,37.0000,0.41,0.03,2.6417,36.9834,44.7865,47.15,43.6627,0.206543,74.3555,5.3111,hold
7.063,2.6429,37.0000,0.02,0.00,2.6413,36.9786,44.7865,47.11,43.6570,0.206543,74.3555,5.3111,hold
7.075,2.6429,37.0000,0.23,0.02,2.6480,37.0716,44.7865,47.13,43.7667,0.206604,74.3774,5.3127,hold
7.088,2.6429,37.0000,0.53,0.04,2.6414,36.9802,44.7865,47.13,43.6588,0.206543,74.3555,5.3111,hold
7.100,2.6429,37.0000,0.53,0.04,2.6414,36.9802,44.7865,47.13,43.6588,0.206543,74.3555,5.3111,hold
7.113,2.6429,37.0000,-0.15,-0.01,2.6358,36.9014,44.7865,47.13,43.5659,0.206543,74.3555,5.3111,hold
7.126,2.6429,37.0000,-0.77,-0.05,2.6498,37.0973,44.7568,47.13,43.7972,0.206482,74.3335,5.3095,hold
7.138,2.6429,37.0000,0.67,0.05,2.6481,37.0734,44.7568,47.11,43.7689,0.206604,74.3774,5.3127,hold
7.150,2.6429,37.0000,0.17,0.01,2.6382,36.9344,44.7568,47.11,43.6048,0.206604,74.3774,5.3127,hold
7.164,2.6429,37.0000,0.17,0.01,2.6382,36.9344,44.7568,47.11,43.6048,0.206604,74.3774,5.3127,hold
7.175,2.6429,37.0000,-0.06,-0.00,2.6416,36.9818,44.7568,47.13,43.6608,0.206543,74.3555,5.3111,hold
7.188,2.6429,37.0000,0.98,0.07,2.6457,37.0397,44.7568,47.09,43.7291,0.206665,74.3994,5.3142,hold
7.200,2.6429,37.0000,0.09,0.01,2.6333,36.8663,44.7568,47.11,43.5244,0.206543,74.3555,5.3111,hold
7.216,2.6429,37.0000,0.09,0.01,2.6333,36.8663,44.7295,47.11,43.5244,0.206543,74.3555,5.3111,hold
7.225,2.6429,37.0000,-0.07,-0.00,2.6529,37.1409,44.7295,47.13,43.8486,0.206604,74.3774,5.3127,hold
7.238,2.6429,37.0000,0.15,0.01,2.6396,36.9546,44.7295,47.13,43.6286,0.206604,74.3774,5.3127,hold
7.250,2.6429,37.0000,0.21,0.01,2.6395,36.9524,44.7295,47.13,43.6261,0.206604,74.3774,5.3127,hold
7.263,2.6429,37.0000,-0.56,-0.04,2.6410,36.9740,44.7295,47.13,43.6515,0.206543,74.3555,5.3111,hold
7.275,2.6429,37.0000,-0.56,-0.04,2.6410,36.9740,44.7295,47.13,43.6515,0.206543,74.3555,5.3111,hold
7.288,2.6429,37.0000,0.68,0.05,2.6458,37.0419,44.7295,47.11,43.7317,0.206665,74.3994,5.3142,hold
7.301,2.6429,37.0000,-0.29,-0.02,2.6473,37.0619,44.7042,47.13,43.7554,0.206604,74.3774,5.3127,hold
7.313,2.6429,37.0000,0.19,0.01,2.6449,37.0292,44.7042,47.13,43.7167,0.206604,74.3774,5.3127,hold
7.326,2.6429,37.0000,0.19,0.01,2.6449,37.0292,44.7042,47.13,43.7167,0.206604,74.3774,5.3127,hold
7.338,2.6429,37.0000,-0.50,-0.04,2.6446,37.0238,44.7042,47.13,43.7103,0.206604,74.3774,5.3127,hold
7.350,2.6429,37.0000,0.14,0.01,2.6565,37.1906,44.7042,47.15,43.9073,0.206604,74.3774,5.3127,hold
7.363,2.6429,37.0000,1.25,0.09,2.6498,37.0969,44.7042,47.13,43.7966,0.206726,74.4214,5.3158,hold
7.376,2.6429,37.0000,-0.42,-0.03,2.6389,36.9449,44.7042,47.13,43.6172,0.206604,74.3774,5.3127,hold
7.388,2.6429,37.0000,-0.42,-0.03,2.6389,36.9449,44.7042,47.13,43.6172,0.206604,74.3774,5.3127,hold
7.401,2.6429,37.0000,-0.51,-0.04,2.6336,36.8700,44.6794,47.11,43.5287,0.206604,74.3774,5.3127,hold
7.413,2.6429,37.0000,0.38,0.03,2.6404,36.9653,44.6794,47.13,43.6413,0.206665,74.3994,5.3142,hold
7.425,2.6429,37.0000,-0.42,-0.03,2.6532,37.1446,44.6794,47.11,43.8530,0.206604,74.3774,5.3127,hold
7.438,2.6429,37.0000,-0.42,-0.03,2.6532,37.1446,44.6794,47.11,43.8530,0.206604,74.3774,5.3127,hold
7.450,2.6429,37.0000,-0.26,-0.02,2.6478,37.0697,44.6794,47.13,43.7645,0.206604,74.3774,5.3127,hold
7.463,2.6429,37.0000,0.88,0.06,2.6373,36.9225,44.6794,47.11,43.5907,0.206726,74.4214,5.3158,hold
7.475,2.6429,37.0000,0.39,0.03,2.6285,36.7987,44.6794,47.13,43.4446,0.206665,74.3994,5.3142,hold
7.491,2.6429,37.0000,0.39,0.03,2.6285,36.7987,44.6561,47.13,43.4446,0.206665,74.3994,5.3142,hold
7.500,2.6429,37.0000,-0.19,-0.01,2.6395,36.9524,44.6561,47.13,43.6261,0.206604,74.3774,5.3127,hold
7.513,2.6429,37.0000,-0.44,-0.03,2.6363,36.9082,44.6561,47.11,43.5739,0.206604,74.3774,5.3127,hold
7.525,2.6429,37.0000,-0.45,-0.03,2.6418,36.9853,44.6561,47.13,43.6671,0.206604,74.3774,5.3127,hold
7.538,2.6429,37.0000,-0.66,-0.05,2.6426,36.9968,44.6561,47.13,43.6784,0.206604,74.3774,5.3127,hold
7.550,2.6429,37.0000,-0.66,-0.05,2.6426,36.9968,44.6561,47.13,43.6784,0.206604,74.3774,5.3127,hold
7.563,2.6429,37.0000,-0.36,-0.03,2.6396,36.9545,44.6561,47.11,43.6286,0.206604,74.3774,5.3127,hold
7.575,2.6429,37.0000,-0.20,-0.01,2.6370,36.9183,44.6561,47.13,43.5858,0.206604,74.3774,5.3127,hold
7.589,2.6429,37.0000,0.66,0.05,2.6489,37.0845,44.6353,47.11,43.7820,0.206726,74.4214,5.3158,hold
7.602,2.6429,37.0000,0.66,0.05,2.6489,37.0845,44.6353,47.11,43.7820,0.206726,74.4214,5.3158,hold
7.613,2.6429,37.0000,-0.49,-0.04,2.6452,37.0333,44.6353,47.11,43.7216,0.206604,74.3774,5.3127,hold
7.625,2.6429,37.0000,0.25,0.02,2.6457,37.0394,44.6353,47.13,43.7288,0.206726,74.4214,5.3158,hold
7.638,2.6429,37.0000,-0.24,-0.02,2.6455,37.0375,44.6353,47.11,43.7265,0.206604,74.3774,5.3127,hold
7.650,2.6429,37.0000,-0.24,-0.02,2.6455,37.0375,44.6353,47.11,43.7265,0.206604,74.3774,5.3127,hold
7.663,2.6429,37.0000,-1.22,-0.09,2.6393,36.9506,44.6353,47.11,43.6239,0.206604,74.3774,5.3127,hold
7.676,2.6429,37.0000,0.30,0.02,2.6458,37.0418,44.6146,47.13,43.7316,0.206726,74.4214,5.3158,hold
7.688,2.6429,37.0000,-0.57,-0.04,2.6399,36.9587,44.6146,47.11,43.6335,0.206665,74.3994,5.3142,hold
7.700,2.6429,37.0000,1.09,0.08,2.6395,36.9536,44.6146,47.13,43.6275,0.206787,74.4434,5.3174,hold
7.713,2.6429,37.0000,1.09,0.08,2.6395,36.9536,44.6146,47.13,43.6275,0.206787,74.4434,5.3174,hold
7.725,2.6429,37.0000,0.08,0.01,2.6430,37.0013,44.6146,47.15,43.6838,0.206665,74.3994,5.3142,hold
7.738,2.6429,37.0000,0.20,0.01,2.6409,36.9727,44.6146,47.11,43.6500,0.206726,74.4214,5.3158,hold
7.750,2.6429,37.0000,0.68,0.05,2.6426,36.9969,44.6146,47.11,43.6785,0.206726,74.4214,5.3158,hold
