time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,phase
6.664,2.6429,37.0000,-0.05,-0.00,2.6458,37.0410,39.8846,47.20,42.9519,hold
6.675,2.6429,37.0000,-0.55,-0.04,2.6428,36.9997,39.8846,47.20,42.9490,hold
6.688,2.6429,37.0000,-0.55,-0.04,2.6428,36.9997,39.8846,47.20,42.9490,hold
6.700,2.6429,37.0000,-0.06,-0.00,2.6392,36.9489,39.8846,47.18,42.8450,hold
6.713,2.6429,37.0000,-0.13,-0.01,2.6395,36.9535,39.8846,47.18,42.8504,hold
6.725,2.6429,37.0000,-0.35,-0.02,2.6366,36.9122,39.8846,47.20,42.8026,hold
6.738,2.6429,37.0000,0.24,0.02,2.6449,37.0290,39.8846,47.20,42.9379,hold
6.755,2.6429,37.0000,0.24,0.02,2.6449,37.0290,39.8228,47.20,42.9379,hold
6.763,2.6429,37.0000,-0.27,-0.02,2.6430,37.0019,39.8228,47.20,42.9066,hold
6.775,2.6429,37.0000,-0.25,-0.02,2.6430,37.0019,39.8228,47.16,42.9066,hold
6.788,2.6429,37.0000,-0.53,-0.04,2.6366,36.9122,39.8228,47.18,42.8026,hold
6.800,2.6429,37.0000,-0.53,-0.04,2.6366,36.9122,39.8228,47.18,42.8026,hold
6.813,2.6429,37.0000,0.63,0.05,2.6389,36.9445,39.8228,47.20,42.8399,hold
6.825,2.6429,37.0000,-0.50,-0.04,2.6392,36.9488,39.8228,47.16,42.8450,hold
6.838,2.6429,37.0000,-0.18,-0.01,2.6420,36.9878,39.8228,47.20,42.8902,hold
6.851,2.6429,37.0000,-0.52,-0.04,2.6423,36.9924,39.7676,47.18,42.8955,hold
6.864,2.6429,37.0000,-0.52,-0.04,2.6423,36.9924,39.7676,47.18,42.8955,hold
6.875,2.6429,37.0000,0.83,0.06,2.6442,37.0183,39.7676,47.20,42.9256,hold
6.888,2.6429,37.0000,-0.08,-0.01,2.6477,37.0679,39.7676,47.16,42.9830,hold
6.900,2.6429,37.0000,0.79,0.06,2.6354,36.8953,39.7676,47.20,42.7829,hold
6.914,2.6429,37.0000,-0.68,-0.05,2.6394,36.9512,39.7676,47.18,42.8477,hold
6.925,2.6429,37.0000,-0.68,-0.05,2.6394,36.9512,39.7676,47.18,42.8477,hold
6.939,2.6429,37.0000,0.07,0.01,2.6332,36.8642,39.7176,47.18,42.7469,hold
6.952,2.6429,37.0000,-0.18,-0.01,2.6508,37.1110,39.7176,47.20,43.0331,hold
6.963,2.6429,37.0000,-0.18,-0.01,2.6508,37.1110,39.7176,47.20,43.0331,hold
6.975,2.6429,37.0000,-0.35,-0.03,2.6386,36.9402,39.7176,47.16,42.8350,hold
6.988,2.6429,37.0000,-0.48,-0.03,2.6470,37.0574,39.7176,47.20,42.9710,hold
7.000,2.6429,37.0000,-0.02,-0.00,2.6415,36.9814,39.7176,47.18,42.8827,hold
7.013,2.6429,37.0000,-0.02,-0.00,2.6415,36.9814,39.7176,47.18,42.8827,hold
7.025,2.6429,37.0000,-0.40,-0.03,2.6420,36.9876,39.7176,47.18,42.8900,hold
7.039,2.6429,37.0000,0.25,0.02,2.6411,36.9754,39.6707,47.18,42.8758,hold
7.050,2.6429,37.0000,-0.16,-0.01,2.6468,37.0555,39.6707,47.18,42.9687,hold
7.063,2.6429,37.0000,-0.16,-0.01,2.6468,37.0555,39.6707,47.18,42.9687,hold
7.075,2.6429,37.0000,-0.45,-0.03,2.6414,36.9792,39.6707,47.20,42.8802,hold
7.088,2.6429,37.0000,0.88,0.06,2.6377,36.9275,39.6707,47.20,42.8202,hold
7.100,2.6429,37.0000,-0.30,-0.02,2.6443,37.0203,39.6707,47.20,42.9279,hold
7.113,2.6429,37.0000,0.17,0.01,2.6464,37.0501,39.6707,47.20,42.9624,hold
7.130,2.6429,37.0000,0.17,0.01,2.6464,37.0501,39.6260,47.20,42.9624,hold
7.138,2.6429,37.0000,0.08,0.01,2.6439,37.0146,39.6260,47.18,42.9212,hold
7.150,2.6429,37.0000,0.25,0.02,2.6411,36.9754,39.6260,47.20,42.8758,hold
7.163,2.6429,37.0000,-0.80,-0.06,2.6412,36.9773,39.6260,47.20,42.8781,hold
7.176,2.6429,37.0000,-0.80,-0.06,2.6412,36.9773,39.6260,47.20,42.8781,hold
7.188,2.6429,37.0000,-0.09,-0.01,2.6410,36.9734,39.6260,47.18,42.8736,hold
7.200,2.6429,37.0000,0.67,0.05,2.6404,36.9651,39.6260,47.18,42.8639,hold
7.214,2.6429,37.0000,0.09,0.01,2.6408,36.9718,39.5829,47.16,42.8716,hold
7.226,2.6429,37.0000,0.04,0.00,2.6407,36.9700,39.5829,47.20,42.8696,hold
7.238,2.6429,37.0000,0.04,0.00,2.6407,36.9700,39.5829,47.20,42.8696,hold
7.250,2.6429,37.0000,0.38,0.03,2.6491,37.0878,39.5829,47.20,43.0062,hold
7.263,2.6429,37.0000,0.04,0.00,2.6491,37.0878,39.5829,47.20,43.0061,hold
7.275,2.6429,37.0000,0.10,0.01,2.6465,37.0517,39.5829,47.20,42.9643,hold
7.289,2.6429,37.0000,0.10,0.01,2.6465,37.0517,39.5829,47.20,42.9643,hold
7.300,2.6429,37.0000,-0.31,-0.02,2.6438,37.0125,39.5829,47.20,42.9189,hold
7.314,2.6429,37.0000,-0.03,-0.00,2.6349,36.8881,39.5447,47.16,42.7746,hold
7.325,2.6429,37.0000,-0.64,-0.05,2.6472,37.0610,39.5447,47.16,42.9750,hold
7.338,2.6429,37.0000,0.40,0.03,2.6430,37.0016,39.5447,47.16,42.9062,hold
7.350,2.6429,37.0000,0.40,0.03,2.6430,37.0016,39.5447,47.16,42.9062,hold
7.363,2.6429,37.0000,-0.06,-0.00,2.6406,36.9683,39.5447,47.18,42.8676,hold
7.375,2.6429,37.0000,-0.11,-0.01,2.6406,36.9684,39.5447,47.18,42.8677,hold
7.388,2.6429,37.0000,0.64,0.05,2.6459,37.0424,39.5447,47.18,42.9535,hold
7.404,2.6429,37.0000,0.64,0.05,2.6459,37.0424,39.5074,47.18,42.9535,hold
7.413,2.6429,37.0000,-0.62,-0.04,2.6433,37.0059,39.5074,47.18,42.9111,hold
7.425,2.6429,37.0000,0.59,0.04,2.6517,37.1240,39.5074,47.16,43.0481,hold
7.438,2.6429,37.0000,0.06,0.00,2.6486,37.0803,39.5074,47.18,42.9975,hold
7.451,2.6429,37.0000,0.11,0.01,2.6435,37.0088,39.5074,47.15,42.9146,hold
7.463,2.6429,37.0000,0.11,0.01,2.6435,37.0088,39.5074,47.15,42.9146,hold
7.475,2.6429,37.0000,-0.19,-0.01,2.6460,37.0438,39.5074,47.18,42.9552,hold
7.488,2.6429,37.0000,1.02,0.07,2.6370,36.9174,39.5074,47.16,42.8086,hold
7.501,2.6429,37.0000,0.01,0.00,2.6430,37.0016,39.4731,47.18,42.9062,hold
7.514,2.6429,37.0000,0.01,0.00,2.6430,37.0016,39.4731,47.18,42.9062,hold
7.525,2.6429,37.0000,0.57,0.04,2.6485,37.0791,39.4731,47.16,42.9961,hold
7.538,2.6429,37.0000,0.25,0.02,2.6457,37.0397,39.4731,47.18,42.9503,hold
7.550,2.6429,37.0000,0.03,0.00,2.6401,36.9608,39.4731,47.18,42.8589,hold
7.564,2.6429,37.0000,0.40,0.03,2.6423,36.9927,39.4731,47.20,42.8959,hold
7.575,2.6429,37.0000,0.40,0.03,2.6423,36.9927,39.4731,47.20,42.8959,hold
7.589,2.6429,37.0000,-0.54,-0.04,2.6371,36.9200,39.4378,47.16,42.8116,hold
7.600,2.6429,37.0000,0.39,0.03,2.6454,37.0360,39.4378,47.18,42.9461,hold
7.613,2.6429,37.0000,0.01,0.00,2.6372,36.9214,39.4378,47.18,42.8132,hold
7.627,2.6429,37.0000,0.01,0.00,2.6372,36.9214,39.4378,47.18,42.8132,hold
7.638,2.6429,37.0000,-0.08,-0.01,2.6457,37.0397,39.4378,47.18,42.9504,hold
7.650,2.6429,37.0000,-0.36,-0.03,2.6455,37.0368,39.4378,47.16,42.9470,hold
7.663,2.6429,37.0000,-0.07,-0.00,2.6456,37.0384,39.4378,47.20,42.9489,hold
7.679,2.6429,37.0000,-0.07,-0.00,2.6456,37.0384,39.4056,47.20,42.9489,hold
7.688,2.6429,37.0000,0.05,0.00,2.6484,37.0779,39.4056,47.16,42.9947,hold
7.700,2.6429,37.0000,-0.53,-0.04,2.6371,36.9200,39.4056,47.18,42.8116,hold
7.713,2.6429,37.0000,-0.35,-0.02,2.6372,36.9210,39.4056,47.16,42.9044,hold
7.725,2.6429,37.0000,-0.35,-0.02,2.6372,36.9210,39.4056,47.16,42.9044,hold
7.738,2.6429,37.0000,0.56,0.04,2.6507,37.1098,39.4056,47.18,43.0317,hold
7.750,2.6429,37.0000,0.25,0.02,2.6479,37.0702,39.4056,47.18,42.9858,hold
7.763,2.6429,37.0000,0.42,0.03,2.6425,36.9954,39.4056,47.20,42.8990,hold
7.777,2.6429,37.0000,-0.10,-0.01,2.6424,36.9931,39.3755,47.16,42.8964,hold
7.789,2.6429,37.0000,-0.10,-0.01,2.6424,36.9931,39.3755,47.16,42.8964,hold
7.800,2.6429,37.0000,0.06,0.00,2.6482,37.0745,39.3755,47.16,42.9907,hold
7.813,2.6429,37.0000,-0.27,-0.02,2.6454,37.0349,39.3755,47.18,42.9449,hold
7.825,2.6429,37.0000,-0.54,-0.04,2.6487,37.0813,39.3755,47.16,42.9987,hold
7.840,2.6429,37.0000,-0.60,-0.04,2.6395,36.9534,39.3755,47.16,42.8503,hold
7.850,2.6429,37.0000,-0.60,-0.04,2.6395,36.9534,39.3755,47.16,42.8503,hold
7.864,2.6429,37.0000,-0.17,-0.01,2.6398,36.9568,39.3464,47.15,42.8543,hold
7.875,2.6429,37.0000,-0.06,-0.00,2.6368,36.9151,39.3464,47.16,42.8060,hold
7.888,2.6429,37.0000,-0.32,-0.02,2.6428,36.9988,39.3464,47.18,42.9030,hold
7.902,2.6429,37.0000,-0.32,-0.02,2.6428,36.9988,39.3464,47.18,42.9030,hold
7.913,2.6429,37.0000,0.14,0.01,2.6452,37.0329,39.3464,47.15,42.9425,hold
7.925,2.6429,37.0000,-0.28,-0.02,2.6455,37.0371,39.3464,47.16,42.9474,hold
7.938,2.6429,37.0000,-0.67,-0.05,2.6370,36.9174,39.3464,47.16,42.8086,hold
7.955,2.6429,37.0000,-0.67,-0.05,2.6370,36.9174,39.3174,47.16,42.8086,hold
7.963,2.6429,37.0000,0.31,0.02,2.6423,36.9923,39.3174,47.16,42.8954,hold
7.975,2.6429,37.0000,-0.00,-0.00,2.6390,36.9465,39.3174,47.18,42.8423,hold
7.988,2.6429,37.0000,0.18,0.01,2.6451,37.0310,39.3174,47.16,42.9403,hold
8.000,2.6429,37.0000,0.18,0.01,2.6451,37.0310,39.3174,47.16,42.9403,hold
8.013,2.6429,37.0000,-0.65,-0.05,2.6422,36.9914,39.3174,47.20,42.8943,hold
8.025,2.6429,37.0000,-0.17,-0.01,2.6337,36.8725,39.3174,47.18,42.7565,hold
8.038,2.6429,37.0000,0.07,0.01,2.6451,37.0319,39.3174,47.15,42.9414,hold
8.052,2.6429,37.0000,-0.08,-0.01,2.6454,37.0358,39.2876,47.15,42.9458,hold
8.063,2.6429,37.0000,-0.08,-0.01,2.6454,37.0358,39.2876,47.15,42.9458,hold
8.075,2.6429,37.0000,0.04,0.00,2.6479,37.0699,39.2876,47.15,42.9855,hold
8.088,2.6429,37.0000,0.68,0.05,2.6420,36.9883,39.2876,47.16,42.8908,hold
8.100,2.6429,37.0000,-0.03,-0.00,2.6476,37.0670,39.2876,47.18,42.9821,hold
8.113,2.6429,37.0000,-0.03,-0.00,2.6476,37.0670,39.2876,47.18,42.9821,hold
8.125,2.6429,37.0000,-0.36,-0.03,2.6368,36.9158,39.2876,47.16,42.8067,hold
8.139,2.6429,37.0000,0.28,0.02,2.6451,37.0317,39.2621,47.16,42.7542,hold
8.150,2.6429,37.0000,-0.44,-0.03,2.6398,36.9566,39.2621,47.16,42.8540,hold
8.163,2.6429,37.0000,0.26,0.02,2.6448,37.0269,39.2621,47.16,42.9355,hold
8.175,2.6429,37.0000,0.26,0.02,2.6448,37.0269,39.2621,47.16,42.9355,hold
8.188,2.6429,37.0000,0.31,0.02,2.6506,37.1083,39.2621,47.15,43.0299,hold
8.200,2.6429,37.0000,-0.24,-0.02,2.6424,36.9932,39.2621,47.15,42.8964,hold
8.213,2.6429,37.0000,0.42,0.03,2.6448,37.0276,39.2621,47.16,42.9364,hold
8.226,2.6429,37.0000,0.42,0.03,2.6448,37.0276,39.2621,47.16,42.9364,hold
8.239,2.6429,37.0000,-0.37,-0.03,2.6393,36.9501,39.2381,47.18,42.8465,hold
8.250,2.6429,37.0000,-0.44,-0.03,2.6421,36.9897,39.2381,47.16,42.8925,hold
8.263,2.6429,37.0000,-0.52,-0.04,2.6453,37.0348,39.2381,47.18,42.9447,hold
8.275,2.6429,37.0000,-0.14,-0.01,2.6392,36.9493,39.2381,47.16,42.8456,hold
8.288,2.6429,37.0000,-0.14,-0.01,2.6392,36.9493,39.2381,47.16,42.8456,hold
8.300,2.6429,37.0000,0.03,0.00,2.6420,36.9883,39.2381,47.16,42.8908,hold
8.313,2.6429,37.0000,-0.30,-0.02,2.6395,36.9526,39.2381,47.15,42.8493,hold
8.326,2.6429,37.0000,0.16,0.01,2.6421,36.9898,39.2094,47.16,42.8925,hold
8.338,2.6429,37.0000,0.16,0.01,2.6421,36.9898,39.2094,47.16,42.8925,hold
8.350,2.6429,37.0000,0.53,0.04,2.6363,36.9076,39.2094,47.18,42.7972,hold
8.363,2.6429,37.0000,0.06,0.00,2.6451,37.0317,39.2094,47.16,42.9411,hold
8.375,2.6429,37.0000,0.25,0.02,2.6364,36.9093,39.2094,47.16,42.7992,hold
8.388,2.6429,37.0000,0.19,0.01,2.6421,36.9891,39.2094,47.18,42.8917,hold
8.400,2.6429,37.0000,0.19,0.01,2.6421,36.9891,39.2094,47.18,42.8917,hold
8.414,2.6429,37.0000,0.72,0.05,2.6419,36.9872,39.1825,47.16,42.8896,hold
8.425,2.6429,37.0000,-0.07,-0.01,2.6534,37.1469,39.1825,47.18,43.0747,hold
8.438,2.6429,37.0000,0.37,0.03,2.6422,36.9903,39.1825,47.16,42.8931,hold
8.450,2.6429,37.0000,0.37,0.03,2.6422,36.9903,39.1825,47.16,42.8931,hold
8.463,2.6429,37.0000,0.13,0.01,2.6421,36.9890,39.1825,47.16,42.8916,hold
8.475,2.6429,37.0000,0.21,0.02,2.6392,36.9486,39.1825,47.16,42.8447,hold
8.488,2.6429,37.0000,0.04,0.00,2.6504,37.1060,39.1825,47.16,43.0273,hold
8.500,2.6429,37.0000,0.04,0.00,2.6504,37.1060,39.1825,47.16,43.0273,hold
8.514,2.6429,37.0000,-0.43,-0.03,2.6449,37.0281,39.1572,47.15,42.9370,hold
8.525,2.6429,37.0000,0.33,0.02,2.6475,37.0650,39.1572,47.16,42.9335,hold
8.538,2.6429,37.0000,-0.39,-0.03,2.6364,36.9094,39.1572,47.15,42.7993,hold
8.551,2.6429,37.0000,0.35,0.03,2.6448,37.0265,39.1572,47.16,42.9351,hold
8.563,2.6429,37.0000,0.35,0.03,2.6448,37.0265,39.1572,47.16,42.9351,hold
8.575,2.6429,37.0000,-0.36,-0.03,2.6421,36.9890,39.1572,47.16,42.8916,hold
8.588,2.6429,37.0000,-0.28,-0.02,2.6392,36.9485,39.1572,47.15,42.8446,hold
8.601,2.6429,37.0000,-0.83,-0.06,2.6392,36.9493,39.1318,47.16,42.8456,hold
8.614,2.6429,37.0000,-0.83,-0.06,2.6392,36.9493,39.1318,47.16,42.8456,hold
8.625,2.6429,37.0000,-0.26,-0.02,2.6363,36.9082,39.1318,47.16,42.7979,hold
8.638,2.6429,37.0000,-1.27,-0.09,2.6392,36.9493,39.1318,47.18,42.8456,hold
8.650,2.6429,37.0000,0.32,0.02,2.6419,36.9872,39.1318,47.16,42.8895,hold
