time_s,cmd_motor_torque_nm,cmd_output_torque_nm,test_vel_motor_rpm,test_vel_output_rpm,test_torque_motor_nm,test_torque_output_nm,loadcell_torque_nm,test_voltage_v,test_q_A,motor_position_rev,motor_position_deg,output_position_deg,phase
10.625,2.6429,37.0000,0.24,0.02,2.6416,36.9819,37.1156,47.42,41.6122,0.346909,124.8871,8.9205,hold
10.638,2.6429,37.0000,-0.24,-0.02,2.6390,36.9458,37.1156,47.42,41.5716,0.346939,124.8981,8.9213,hold
10.651,2.6429,37.0000,-0.50,-0.04,2.6408,36.9712,37.1156,47.42,41.6001,0.346878,124.8761,8.9197,hold
10.663,2.6429,37.0000,-0.50,-0.04,2.6408,36.9712,37.1156,47.42,41.6001,0.346878,124.8761,8.9197,hold
10.675,2.6429,37.0000,0.56,0.04,2.6481,37.0739,37.1156,47.42,41.7157,0.346954,124.9036,8.9217,hold
10.689,2.6429,37.0000,-0.63,-0.05,2.6435,37.0084,37.1025,47.38,41.6420,0.346863,124.8706,8.9193,hold
10.700,2.6429,37.0000,0.71,0.05,2.6486,37.0802,37.1025,47.42,41.7227,0.346985,124.9146,8.9225,hold
10.713,2.6429,37.0000,0.71,0.05,2.6486,37.0802,37.1025,47.42,41.7227,0.346985,124.9146,8.9225,hold
10.725,2.6429,37.0000,-1.03,-0.07,2.6457,37.0401,37.1025,47.42,41.6777,0.346863,124.8706,8.9193,hold
10.738,2.6429,37.0000,-0.50,-0.04,2.6439,37.0140,37.1025,47.43,41.6483,0.346893,124.8816,8.9201,hold
10.750,2.6429,37.0000,-0.82,-0.06,2.6409,36.9722,37.1025,47.42,41.6013,0.346909,124.8871,8.9205,hold
10.763,2.6429,37.0000,0.45,0.03,2.6409,36.9726,37.1025,47.43,41.6017,0.346954,124.9036,8.9217,hold
10.775,2.6429,37.0000,0.45,0.03,2.6409,36.9726,37.1025,47.43,41.6017,0.346954,124.9036,8.9217,hold
10.789,2.6429,37.0000,0.42,0.03,2.6447,37.0263,37.0904,47.42,41.6621,0.346954,124.9036,8.9217,hold
10.800,2.6429,37.0000,-0.67,-0.05,2.6393,36.9499,37.0904,47.42,41.5762,0.346893,124.8816,8.9201,hold
10.813,2.6429,37.0000,0.11,0.01,2.6405,36.9665,37.0904,47.40,41.5948,0.346954,124.9036,8.9217,hold
10.826,2.6429,37.0000,0.11,0.01,2.6405,36.9665,37.0904,47.40,41.5948,0.346954,124.9036,8.9217,hold
10.838,2.6429,37.0000,0.29,0.02,2.6462,37.0470,37.0904,47.42,41.6854,0.346939,124.8981,8.9213,hold
10.850,2.6429,37.0000,0.70,0.05,2.6433,37.0056,37.0904,47.42,41.6389,0.346985,124.9146,8.9225,hold
10.863,2.6429,37.0000,-0.38,-0.03,2.6386,36.9400,37.0904,47.42,41.5650,0.346924,124.8926,8.9209,hold
10.878,2.6429,37.0000,-0.38,-0.03,2.6386,36.9400,37.0812,47.42,41.5650,0.346924,124.8926,8.9209,hold
10.888,2.6429,37.0000,-0.08,-0.01,2.6473,37.0619,37.0812,47.42,41.7022,0.346939,124.8981,8.9213,hold
10.900,2.6429,37.0000,-0.28,-0.02,2.6422,36.9914,37.0812,47.42,41.6229,0.346909,124.8871,8.9205,hold
10.913,2.6429,37.0000,0.39,0.03,2.6442,37.0183,37.0812,47.43,41.6531,0.346985,124.9146,8.9225,hold
10.925,2.6429,37.0000,0.39,0.03,2.6442,37.0183,37.0812,47.43,41.6531,0.346985,124.9146,8.9225,hold
10.938,2.6429,37.0000,-0.07,-0.01,2.6341,36.8774,37.0812,47.42,41.4946,0.346954,124.9036,8.9217,hold
10.950,2.6429,37.0000,1.47,0.11,2.6481,37.0727,37.0812,47.42,41.7144,0.347061,124.9420,8.9244,hold
10.964,2.6429,37.0000,-0.17,-0.01,2.6367,36.9132,37.0734,47.43,41.5349,0.346924,124.8926,8.9209,hold
10.975,2.6429,37.0000,1.11,0.08,2.6500,37.1005,37.0734,47.42,41.7457,0.347015,124.9255,8.9233,hold
10.989,2.6429,37.0000,1.11,0.08,2.6500,37.1005,37.0734,47.42,41.7457,0.347015,124.9255,8.9233,hold
11.000,2.6429,37.0000,0.26,0.02,2.6356,36.8980,37.0734,47.43,41.5178,0.346970,124.9091,8.9221,hold
11.013,2.6429,37.0000,-0.96,-0.07,2.6367,36.9133,37.0734,47.40,41.5350,0.346893,124.8816,8.9201,hold
11.025,2.6429,37.0000,-0.14,-0.01,2.6452,37.0324,37.0734,47.42,41.6690,0.346954,124.9036,8.9217,hold
11.039,2.6429,37.0000,-0.29,-0.02,2.6409,36.9725,37.0734,47.43,41.6017,0.346939,124.8981,8.9213,hold
11.050,2.6429,37.0000,-0.29,-0.02,2.6409,36.9725,37.0734,47.43,41.6017,0.346939,124.8981,8.9213,hold
11.064,2.6429,37.0000,0.43,0.03,2.6384,36.9370,37.0633,47.42,41.5617,0.347031,124.9310,8.9236,hold
11.075,2.6429,37.0000,-1.02,-0.07,2.6352,36.8923,37.0633,47.43,41.5114,0.346924,124.8926,8.9209,hold
11.088,2.6429,37.0000,0.17,0.01,2.6471,37.0595,37.0633,47.38,41.6995,0.346985,124.9146,8.9225,hold
11.100,2.6429,37.0000,0.17,0.01,2.6471,37.0595,37.0633,47.38,41.6995,0.346985,124.9146,8.9225,hold
11.113,2.6429,37.0000,-0.97,-0.07,2.6471,37.0587,37.0633,47.43,41.6986,0.346939,124.8981,8.9213,hold
11.125,2.6429,37.0000,0.48,0.03,2.6486,37.0801,37.0633,47.42,41.7227,0.346985,124.9146,8.9225,hold
11.138,2.6429,37.0000,0.29,0.02,2.6568,37.1959,37.0633,47.45,41.8530,0.347000,124.9200,8.9229,hold
11.154,2.6429,37.0000,0.29,0.02,2.6568,37.1959,37.0528,47.45,41.8530,0.347000,124.9200,8.9229,hold
11.163,2.6429,37.0000,0.09,0.01,2.6477,37.0677,37.0528,47.42,41.7087,0.346970,124.9091,8.9221,hold
11.175,2.6429,37.0000,-0.78,-0.06,2.6307,36.8297,37.0528,47.42,41.4409,0.346939,124.8981,8.9213,hold
11.188,2.6429,37.0000,-0.00,-0.00,2.6424,36.9933,37.0528,47.40,41.6250,0.346954,124.9036,8.9217,hold
11.202,2.6429,37.0000,0.01,0.00,2.6399,36.9580,37.0528,47.42,41.5853,0.346985,124.9146,8.9225,hold
11.213,2.6429,37.0000,0.01,0.00,2.6399,36.9580,37.0528,47.42,41.5853,0.346985,124.9146,8.9225,hold
11.225,2.6429,37.0000,-0.38,-0.03,2.6379,36.9310,37.0528,47.42,41.5550,0.346954,124.9036,8.9217,hold
11.239,2.6429,37.0000,0.36,0.03,2.6398,36.9572,37.0461,47.42,41.5844,0.347031,124.9310,8.9236,hold
11.250,2.6429,37.0000,-0.41,-0.03,2.6375,36.9250,37.0461,47.42,41.5715,0.346954,124.9036,8.9217,hold
11.263,2.6429,37.0000,-0.41,-0.03,2.6375,36.9250,37.0461,47.42,41.5715,0.346954,124.9036,8.9217,hold
11.275,2.6429,37.0000,-0.50,-0.04,2.6420,36.9874,37.0461,47.42,41.6184,0.346939,124.8981,8.9213,hold
11.288,2.6429,37.0000,0.48,0.03,2.6432,37.0049,37.0461,47.42,41.6381,0.347046,124.9365,8.9240,hold
11.300,2.6429,37.0000,-0.37,-0.03,2.6341,36.8771,37.0461,47.43,41.4943,0.346985,124.9146,8.9225,hold
11.313,2.6429,37.0000,-0.37,-0.03,2.6341,36.8771,37.0461,47.43,41.4943,0.346985,124.9146,8.9225,hold
11.325,2.6429,37.0000,-0.10,-0.01,2.6379,36.9311,37.0461,47.42,41.5550,0.346970,124.9091,8.9221,hold
11.339,2.6429,37.0000,0.61,0.04,2.6471,37.0592,37.0381,47.40,41.6991,0.347031,124.9310,8.9236,hold
11.350,2.6429,37.0000,0.01,0.00,2.6325,36.8553,37.0381,47.43,41.4697,0.347015,124.9255,8.9233,hold
11.363,2.6429,37.0000,-0.60,-0.04,2.6386,36.9400,37.0381,47.40,41.5650,0.346924,124.8926,8.9209,hold
11.375,2.6429,37.0000,-0.60,-0.04,2.6386,36.9400,37.0381,47.40,41.5650,0.346924,124.8926,8.9209,hold
11.388,2.6429,37.0000,0.05,0.00,2.6467,37.0531,37.0381,47.42,41.6923,0.346985,124.9146,8.9225,hold
11.400,2.6429,37.0000,0.16,0.01,2.6461,37.0456,37.0381,47.42,41.6839,0.347015,124.9255,8.9233,hold
11.413,2.6429,37.0000,-0.80,-0.06,2.6413,36.9783,37.0381,47.40,41.6082,0.346924,124.8926,8.9209,hold
11.428,2.6429,37.0000,-0.80,-0.06,2.6413,36.9783,37.0272,47.40,41.6082,0.346924,124.8926,8.9209,hold
11.438,2.6429,37.0000,0.09,0.01,2.6490,37.0866,37.0272,47.42,41.7300,0.347000,124.9200,8.9229,hold
11.450,2.6429,37.0000,0.38,0.03,2.6505,37.1071,37.0272,47.43,41.7531,0.347000,124.9200,8.9229,hold
11.463,2.6429,37.0000,0.47,0.03,2.6485,37.0796,37.0272,47.43,41.7221,0.347031,124.9310,8.9236,hold
11.475,2.6429,37.0000,-0.84,-0.06,2.6388,36.9438,37.0272,47.42,41.5693,0.346985,124.9146,8.9225,hold
11.488,2.6429,37.0000,-0.84,-0.06,2.6388,36.9438,37.0272,47.42,41.5693,0.346985,124.9146,8.9225,hold
11.500,2.6429,37.0000,-0.70,-0.05,2.6477,37.0678,37.0272,47.40,41.7088,0.346939,124.8981,8.9213,hold
11.513,2.6429,37.0000,-0.06,-0.00,2.6437,37.0119,37.0272,47.40,41.6460,0.346985,124.9146,8.9225,hold
11.527,2.6429,37.0000,-0.21,-0.01,2.6399,36.9580,37.0163,47.45,41.5853,0.346985,124.9146,8.9225,hold
11.538,2.6429,37.0000,-0.21,-0.01,2.6399,36.9580,37.0163,47.45,41.5853,0.346985,124.9146,8.9225,hold
11.550,2.6429,37.0000,0.39,0.03,2.6524,37.1341,37.0163,47.43,41.7834,0.347031,124.9310,8.9236,hold
11.563,2.6429,37.0000,0.73,0.05,2.6398,36.9572,37.0163,47.42,41.5844,0.347076,124.9475,8.9248,hold
11.575,2.6429,37.0000,0.40,0.03,2.6515,37.1204,37.0163,47.42,41.7680,0.347046,124.9365,8.9240,hold
11.588,2.6429,37.0000,0.05,0.00,2.6447,37.0258,37.0163,47.42,41.6616,0.347046,124.9365,8.9240,hold
11.600,2.6429,37.0000,0.05,0.00,2.6447,37.0258,37.0163,47.42,41.6616,0.347046,124.9365,8.9240,hold
11.614,2.6429,37.0000,-0.45,-0.03,2.6461,37.0452,37.0051,47.40,41.6834,0.346985,124.9146,8.9225,hold
11.625,2.6429,37.0000,0.31,0.02,2.6461,37.0456,37.0051,47.42,41.6839,0.347031,124.9310,8.9236,hold
11.638,2.6429,37.0000,-0.28,-0.02,2.6423,36.9915,37.0051,47.42,41.6230,0.347046,124.9365,8.9240,hold
11.650,2.6429,37.0000,-0.28,-0.02,2.6423,36.9915,37.0051,47.42,41.6230,0.347046,124.9365,8.9240,hold
11.663,2.6429,37.0000,-0.54,-0.04,2.6442,37.0185,37.0051,47.42,41.6534,0.347015,124.9255,8.9233,hold
11.675,2.6429,37.0000,0.58,0.04,2.6490,37.0863,37.0051,47.43,41.7297,0.347046,124.9365,8.9240,hold
11.688,2.6429,37.0000,0.47,0.03,2.6432,37.0049,37.0051,47.40,41.6381,0.347046,124.9365,8.9240,hold
11.702,2.6429,37.0000,-1.09,-0.08,2.6331,36.8628,36.9952,47.42,41.4782,0.346970,124.9091,8.9221,hold
11.714,2.6429,37.0000,-1.09,-0.08,2.6331,36.8628,36.9952,47.42,41.4782,0.346970,124.9091,8.9221,hold
11.725,2.6429,37.0000,-0.20,-0.01,2.6379,36.9300,36.9952,47.40,41.5538,0.347015,124.9255,8.9233,hold
11.738,2.6346,36.8844,-0.86,-0.06,2.6510,37.1134,36.9952,47.42,41.7602,0.346985,124.9146,8.9225,ramp_down
11.750,2.6263,36.7687,0.90,0.06,2.6345,36.8825,36.9952,47.42,41.5003,0.347061,124.9420,8.9244,ramp_down
11.763,2.6181,36.6531,0.90,0.06,2.6345,36.8825,36.9952,47.42,41.5003,0.347061,124.9420,8.9244,ramp_down
11.775,2.6181,36.6531,-0.51,-0.04,2.6269,36.7762,36.9952,47.42,41.2905,0.346939,124.8981,8.9213,ramp_down
11.788,2.6098,36.5375,-0.66,-0.05,2.6239,36.7341,36.9952,47.42,41.3334,0.346909,124.8871,8.9205,ramp_down
11.801,2.6016,36.4219,0.07,0.00,2.6109,36.5533,36.9882,47.42,41.1299,0.346909,124.8871,8.9205,ramp_down
11.814,2.5933,36.3062,-0.22,-0.02,2.5943,36.3202,36.9882,47.43,40.8677,0.346863,124.8706,8.9193,ramp_down
11.825,2.5933,36.3062,-0.22,-0.02,2.5943,36.3202,36.9882,47.43,40.8677,0.346863,124.8706,8.9193,ramp_down
11.838,2.5850,36.1906,-0.13,-0.01,2.5883,36.2368,36.9882,47.42,40.7738,0.346817,124.8541,8.9182,ramp_down
11.850,2.5768,36.0750,-0.76,-0.05,2.5735,36.0295,36.9882,47.43,40.5405,0.346741,124.8267,8.9162,ramp_down
11.863,2.5685,35.9594,-0.38,-0.03,2.5794,36.1111,36.9882,47.42,40.6324,0.346741,124.8267,8.9162,ramp_down
11.875,2.5685,35.9594,-0.38,-0.03,2.5794,36.1111,36.9882,47.42,40.6324,0.346741,124.8267,8.9162,ramp_down
11.889,2.5603,35.8438,0.97,0.07,2.5676,35.9465,36.9686,47.43,40.4471,0.346802,124.8486,8.9178,ramp_down
11.900,2.5520,35.7281,-0.73,-0.05,2.5524,35.7330,36.9686,47.43,40.2069,0.346634,124.7882,8.9134,ramp_down
11.913,2.5438,35.6125,-0.16,-0.01,2.5558,35.7807,36.9686,47.43,40.2605,0.346649,124.7937,8.9138,ramp_down
11.925,2.5438,35.6125,-0.16,-0.01,2.5558,35.7807,36.9686,47.43,40.2605,0.346649,124.7937,8.9138,ramp_down
11.938,2.5355,35.4969,-0.55,-0.04,2.5345,35.4829,36.9686,47.45,39.9255,0.346573,124.7662,8.9119,ramp_down
11.950,2.5272,35.3812,0.26,0.02,2.5313,35.4378,36.9686,47.42,39.8748,0.346588,124.7717,8.9123,ramp_down
11.963,2.5190,35.2656,-1.23,-0.09,2.5235,35.3295,36.9686,47.42,39.7529,0.346451,124.7223,8.9087,ramp_down
11.975,2.5107,35.1500,-1.23,-0.09,2.5235,35.3295,36.9686,47.42,39.7529,0.346451,124.7223,8.9087,ramp_down
11.989,2.5107,35.1500,0.25,0.02,2.5220,35.3083,36.8920,47.45,39.7290,0.346512,124.7443,8.9103,ramp_down
12.000,2.5025,35.0344,-0.02,-0.00,2.5166,35.2327,36.8920,47.42,39.6440,0.346436,124.7168,8.9083,ramp_down
12.013,2.4942,34.9188,0.10,0.01,2.5046,35.0638,36.8920,47.45,39.4539,0.346436,124.7168,8.9083,ramp_down
12.026,2.4859,34.8031,0.10,0.01,2.5046,35.0638,36.8920,47.45,39.4539,0.346436,124.7168,8.9083,ramp_down
12.038,2.4859,34.8031,-1.32,-0.09,2.4856,34.7983,36.8920,47.45,39.1551,0.346283,124.6619,8.9044,ramp_down
12.050,2.4777,34.6875,0.74,0.05,2.4892,34.8485,36.8920,47.43,39.2117,0.346405,124.7058,8.9076,ramp_down
12.063,2.4694,34.5719,-0.98,-0.07,2.4686,34.5597,36.8920,47.45,38.8868,0.346268,124.6564,8.9040,ramp_down
12.077,2.4612,34.4562,-0.98,-0.07,2.4686,34.5597,36.7756,47.45,38.8868,0.346268,124.6564,8.9040,ramp_down
12.088,2.4612,34.4562,-0.16,-0.01,2.4635,34.4893,36.7756,47.45,38.8075,0.346237,124.6454,8.9032,ramp_down
12.100,2.4529,34.3406,-0.69,-0.05,2.4620,34.4678,36.7756,47.45,38.7833,0.346176,124.6234,8.9017,ramp_down
12.113,2.4446,34.2250,0.74,0.05,2.4533,34.3460,36.7756,47.47,38.6463,0.346207,124.6344,8.9025,ramp_down
12.125,2.4364,34.1094,0.74,0.05,2.4533,34.3460,36.7756,47.47,38.6463,0.346207,124.6344,8.9025,ramp_down
12.138,2.4364,34.1094,-0.60,-0.04,2.4334,34.0675,36.7756,47.45,38.3329,0.346100,124.5959,8.8997,ramp_down
12.150,2.4281,33.9937,-0.16,-0.01,2.4353,34.0945,36.7756,47.43,38.3632,0.346054,124.5795,8.8985,ramp_down
12.164,2.4199,33.8781,-0.73,-0.05,2.4258,33.9616,36.6535,47.45,38.2138,0.346008,124.5630,8.8974,ramp_down
12.175,2.4116,33.7625,-0.73,-0.05,2.4258,33.9616,36.6535,47.45,38.2138,0.346008,124.5630,8.8974,ramp_down
12.188,2.4116,33.7625,-0.08,-0.01,2.4156,33.8185,36.6535,47.43,38.0527,0.346008,124.5630,8.8974,ramp_down
12.200,2.4033,33.6469,0.05,0.00,2.4093,33.7297,36.6535,47.49,37.9241,0.345947,124.5410,8.8958,ramp_down
12.213,2.3951,33.5312,0.05,0.00,2.4009,33.6123,36.6535,47.45,37.8207,0.345917,124.5300,8.8950,ramp_down
12.225,2.3868,33.4156,0.05,0.00,2.4009,33.6123,36.6535,47.45,37.8207,0.345917,124.5300,8.8950,ramp_down
12.238,2.3868,33.4156,0.04,0.00,2.3930,33.5026,36.6535,47.43,37.6972,0.345871,124.5135,8.8938,ramp_down
12.250,2.3786,33.3000,-0.17,-0.01,2.3822,33.3512,36.6535,47.43,37.5269,0.345810,124.4916,8.8923,ramp_down
12.264,2.3703,33.1844,-0.55,-0.04,2.3837,33.3723,36.5238,47.43,37.5507,0.345749,124.4696,8.8907,ramp_down
12.276,2.3621,33.0688,-0.32,-0.02,2.3663,33.1286,36.5238,47.45,37.2764,0.345718,124.4586,8.8899,ramp_down
12.288,2.3621,33.0688,-0.32,-0.02,2.3663,33.1286,36.5238,47.45,37.2764,0.345718,124.4586,8.8899,ramp_down
12.300,2.3538,32.9531,-0.76,-0.05,2.3563,32.9886,36.5238,47.49,37.1189,0.345627,124.4257,8.8875,ramp_down
12.313,2.3455,32.8375,0.18,0.01,2.3629,33.0806,36.5238,47.49,37.2224,0.345673,124.4421,8.8887,ramp_down
12.325,2.3373,32.7219,-0.46,-0.03,2.3437,32.8116,36.5238,47.47,36.9197,0.345581,124.4092,8.8864,ramp_down
12.338,2.3290,32.6062,-0.46,-0.03,2.3437,32.8116,36.5238,47.47,36.9197,0.345581,124.4092,8.8864,ramp_down
12.351,2.3290,32.6062,-0.25,-0.02,2.3354,32.6961,36.3923,47.49,36.7898,0.345566,124.4037,8.8860,ramp_down
12.363,2.3208,32.4906,0.39,0.03,2.3335,32.6689,36.3923,47.47,36.6751,0.345566,124.4037,8.8860,ramp_down
12.375,2.3125,32.3750,0.21,0.02,2.3277,32.5881,36.3923,47.51,36.6683,0.345505,124.3817,8.8844,ramp_down
12.388,2.3042,32.2594,0.21,0.02,2.3277,32.5881,36.3923,47.51,36.6683,0.345505,124.3817,8.8844,ramp_down
12.400,2.3042,32.2594,-0.21,-0.01,2.3124,32.3735,36.3923,47.45,36.4268,0.345444,124.3597,8.8828,ramp_down
12.413,2.2960,32.1438,-1.01,-0.07,2.2951,32.1315,36.3923,47.47,36.1545,0.345337,124.3213,8.8801,ramp_down
12.425,2.2877,32.0281,-0.37,-0.03,2.2985,32.1789,36.3923,47.47,36.2078,0.345337,124.3213,8.8801,ramp_down
12.441,2.2795,31.9125,-0.37,-0.03,2.2985,32.1789,36.2611,47.47,36.2078,0.345337,124.3213,8.8801,ramp_down
12.450,2.2795,31.9125,-0.97,-0.07,2.2877,32.0276,36.2611,47.45,36.0376,0.345230,124.2828,8.8773,ramp_down
12.463,2.2712,31.7969,-0.48,-0.03,2.2856,31.9990,36.2611,47.51,35.8888,0.345230,124.2828,8.8773,ramp_down
12.475,2.2629,31.6812,0.26,0.02,2.2654,31.7160,36.2611,47.47,35.6869,0.345215,124.2773,8.8770,ramp_down
12.488,2.2547,31.5656,-1.07,-0.08,2.2553,31.5744,36.2611,47.49,35.5276,0.345108,124.2389,8.8742,ramp_down
12.500,2.2547,31.5656,-1.07,-0.08,2.2553,31.5744,36.2611,47.49,35.5276,0.345108,124.2389,8.8742,ramp_down
12.513,2.2464,31.4500,-0.44,-0.03,2.2535,31.5491,36.2611,47.49,35.4991,0.345108,124.2389,8.8742,ramp_down
12.525,2.2382,31.3344,0.25,0.02,2.2509,31.5128,36.2611,47.47,35.4584,0.345108,124.2389,8.8742,ramp_down
12.540,2.2299,31.2188,-0.44,-0.03,2.2357,31.2993,36.1279,47.47,35.2180,0.344986,124.1949,8.8711,ramp_down
12.550,2.2299,31.2188,-0.44,-0.03,2.2357,31.2993,36.1279,47.47,35.2180,0.344986,124.1949,8.8711,ramp_down
12.563,2.2217,31.1031,-1.07,-0.08,2.2215,31.1004,36.1279,47.49,34.9943,0.344894,124.1620,8.8687,ramp_down
12.575,2.2134,30.9875,0.44,0.03,2.2227,31.1173,36.1279,47.47,35.0134,0.344940,124.1785,8.8699,ramp_down
12.588,2.2051,30.8719,-1.08,-0.08,2.2126,30.9771,36.1279,47.49,34.8555,0.344818,124.1345,8.8668,ramp_down
12.600,2.2051,30.8719,-1.08,-0.08,2.2126,30.9771,36.1279,47.49,34.8555,0.344818,124.1345,8.8668,ramp_down
12.613,2.1969,30.7562,0.25,0.02,2.2028,30.8390,36.1279,47.49,34.7002,0.344849,124.1455,8.8675,ramp_down
12.626,2.1886,30.6406,-0.47,-0.03,2.1933,30.7063,35.9932,47.51,34.5509,0.344742,124.1071,8.8648,ramp_down
12.638,2.1804,30.5250,-0.11,-0.01,2.1874,30.6242,35.9932,47.49,34.4584,0.344696,124.0906,8.8636,ramp_down
12.650,2.1721,30.4094,-0.11,-0.01,2.1874,30.6242,35.9932,47.49,34.4584,0.344696,124.0906,8.8636,ramp_down
12.663,2.1721,30.4094,0.10,0.01,2.1866,30.6121,35.9932,47.47,34.4449,0.344711,124.0961,8.8640,ramp_down
12.675,2.1638,30.2937,-0.56,-0.04,2.1685,30.3592,35.9932,47.47,34.1602,0.344574,124.0466,8.8605,ramp_down
12.688,2.1556,30.1781,0.97,0.07,2.1629,30.2806,35.9932,47.49,34.0718,0.344635,124.0686,8.8620,ramp_down
12.701,2.1473,30.0625,0.97,0.07,2.1629,30.2806,35.9932,47.49,34.0718,0.344635,124.0686,8.8620,ramp_down
12.713,2.1473,30.0625,-0.77,-0.05,2.1453,30.0341,35.9932,47.47,33.7945,0.344482,124.0137,8.8581,ramp_down
12.727,2.1391,29.9469,-0.78,-0.06,2.1448,30.0275,35.8532,47.47,33.7871,0.344391,123.9807,8.8558,ramp_down
12.738,2.1308,29.8312,-0.20,-0.01,2.1344,29.8815,35.8532,47.45,33.6228,0.344391,123.9807,8.8558,ramp_down
12.750,2.1225,29.7156,-0.20,-0.01,2.1344,29.8815,35.8532,47.45,33.6228,0.344391,123.9807,8.8558,ramp_down
12.763,2.1225,29.7156,-0.49,-0.03,2.1272,29.7806,35.8532,47.49,33.5093,0.344299,123.9478,8.8534,ramp_down
12.775,2.1143,29.6000,-0.38,-0.03,2.1142,29.5991,35.8532,47.51,33.3050,0.344254,123.9313,8.8522,ramp_down
12.788,2.1060,29.4844,-0.34,-0.02,2.1084,29.5170,35.8532,47.49,33.2126,0.344208,123.9148,8.8511,ramp_down
12.801,2.0978,29.3687,0.16,0.01,2.1064,29.4902,35.8532,47.52,33.1825,0.344177,123.9038,8.8503,ramp_down
12.816,2.0978,29.3687,0.16,0.01,2.1064,29.4902,35.7030,47.52,33.1825,0.344177,123.9038,8.8503,ramp_down
12.825,2.0895,29.2531,0.16,0.01,2.0946,29.3247,35.7030,47.51,32.9963,0.344131,123.8873,8.8491,ramp_down
12.838,2.0812,29.1375,0.53,0.04,2.0979,29.3709,35.7030,47.49,33.0483,0.344086,123.8708,8.8479,ramp_down
12.850,2.0730,29.0219,-0.46,-0.03,2.0777,29.0873,35.7030,47.49,32.7529,0.343994,123.8379,8.8456,ramp_down
12.863,2.0647,28.9062,-0.46,-0.03,2.0777,29.0873,35.7030,47.49,32.7529,0.343994,123.8379,8.8456,ramp_down
12.875,2.0647,28.9062,0.15,0.01,2.0741,29.0371,35.7030,47.52,32.6727,0.343948,123.8214,8.8444,ramp_down
12.888,2.0565,28.7906,0.21,0.01,2.0673,28.9420,35.7030,47.49,32.5656,0.343918,123.8104,8.8436,ramp_down
12.901,2.0482,28.6750,-0.21,-0.01,2.0548,28.7669,35.5463,47.51,32.3686,0.343826,123.7775,8.8412,ramp_down
12.913,2.0400,28.5594,-0.21,-0.01,2.0548,28.7669,35.5463,47.51,32.3686,0.343826,123.7775,8.8412,ramp_down
12.925,2.0400,28.5594,-0.75,-0.05,2.0425,28.5949,35.5463,47.49,32.1750,0.343750,123.7500,8.8393,ramp_down
12.938,2.0317,28.4438,-0.19,-0.01,2.0410,28.5738,35.5463,47.52,32.1514,0.343719,123.7390,8.8385,ramp_down
12.950,2.0234,28.3281,-0.11,-0.01,2.0345,28.4826,35.5463,47.51,32.0487,0.343643,123.7115,8.8365,ramp_down
12.964,2.0152,28.2125,0.07,0.00,2.0220,28.3074,35.5463,47.52,31.8516,0.343552,123.6786,8.8342,ramp_down
12.975,2.0152,28.2125,0.07,0.00,2.0220,28.3074,35.5463,47.52,31.8516,0.343552,123.6786,8.8342,ramp_down
12.988,2.0069,28.0969,-0.01,-0.00,2.0205,28.2872,35.5463,47.52,31.8289,0.343521,123.6676,8.8334,ramp_down
13.002,1.9987,27.9812,-0.26,-0.02,2.0124,28.1737,35.3828,47.56,31.7011,0.343414,123.6292,8.8307,ramp_down
13.013,1.9904,27.8656,-0.14,-0.01,1.9962,27.9472,35.3828,47.49,31.4463,0.343353,123.6072,8.8291,ramp_down
13.025,1.9904,27.8656,-0.14,-0.01,1.9962,27.9472,35.3828,47.49,31.4463,0.343353,123.6072,8.8291,ramp_down
13.038,1.9821,27.7500,-0.85,-0.06,1.9903,27.8641,35.3828,47.51,31.3528,0.343231,123.5632,8.8259,ramp_down
13.050,1.9739,27.6344,-0.48,-0.03,1.9858,27.8014,35.3828,47.51,31.2822,0.343201,123.5522,8.8252,ramp_down
13.063,1.9656,27.5188,0.65,0.05,1.9677,27.5475,35.3828,47.52,30.9966,0.343170,123.5413,8.8244,ramp_down
13.075,1.9574,27.4031,0.65,0.05,1.9677,27.5475,35.3828,47.52,30.9966,0.343170,123.5413,8.8244,ramp_down
13.089,1.9574,27.4031,-0.39,-0.03,1.9628,27.4791,35.2163,47.52,30.9196,0.342987,123.4753,8.8197,ramp_down
13.100,1.9491,27.2875,-0.45,-0.03,1.9471,27.2595,35.2163,47.51,30.6725,0.342926,123.4534,8.8181,ramp_down
13.113,1.9408,27.1719,-0.42,-0.03,1.9557,27.3794,35.2163,47.51,30.8074,0.342880,123.4369,8.8169,ramp_down
13.125,1.9326,27.0562,-0.42,-0.03,1.9557,27.3794,35.2163,47.51,30.8074,0.342880,123.4369,8.8169,ramp_down
13.138,1.9326,27.0562,-0.45,-0.03,1.9381,27.1334,35.2163,47.54,30.5306,0.342789,123.4039,8.8146,ramp_down
13.150,1.9243,26.9406,-0.71,-0.05,1.9321,27.0490,35.2163,47.52,30.4356,0.342667,123.3600,8.8114,ramp_down
13.163,1.9161,26.8250,-0.07,-0.00,1.9247,26.9453,35.2163,47.54,30.3190,0.342636,123.3490,8.8106,ramp_down
13.176,1.9078,26.7094,0.17,0.01,1.9164,26.8300,35.2163,47.54,30.1892,0.342590,123.3325,8.8095,ramp_down
13.191,1.9078,26.7094,0.17,0.01,1.9164,26.8300,35.0235,47.54,30.1892,0.342590,123.3325,8.8095,ramp_down
13.200,1.8996,26.5938,-0.23,-0.02,1.9061,26.6857,35.0235,47.54,30.0269,0.342453,123.2831,8.8059,ramp_down
