time_s,odrive_pos_rad,output_pos_rad,diff_rad,odrive_disp_rad,output_disp_rad,motor_on_output_side_rad,backlash_rad
4.100068,7.533516,4.792923,2.740593,-3.6658099999999996,-0.2611600000000003,-0.2618435714285714,-0.000683571428571117
4.103489,7.566413,4.791772,2.77464,-3.6329129999999994,-0.26000900000000016,-0.25949378571428566,0.0005152142857144937
4.106127,7.595854,4.789472,2.806383,-3.603471999999999,-0.2577090000000002,-0.2573908571428571,0.0003181428571431
4.109414,7.630539,4.786787,2.843752,-3.5687869999999995,-0.2550240000000006,-0.2549133571428571,0.00011064285714346145
4.112102,7.662829,4.783719,2.87911,-3.536496999999999,-0.25195599999999985,-0.25260692857142847,-0.0006509285714286217
4.115201,7.696124,4.781418,2.914706,-3.503201999999999,-0.24965500000000063,-0.2502287142857142,-0.0005737142857135669
4.118555,7.730593,4.779501,2.951092,-3.4687329999999994,-0.247738,-0.2477666428571428,-2.8642857142796574e-05
4.121187,7.762891,4.777583,2.985308,-3.4364349999999995,-0.24582000000000015,-0.2454596428571428,0.00036035714285734266
4.124547,7.799208,4.774132,3.025076,-3.400117999999999,-0.24236900000000006,-0.24286557142857138,-0.0004965714285713185
4.127784,7.842316,4.772214,3.070102,-3.357009999999999,-0.2404510000000002,-0.23978642857142848,0.0006645714285717086
4.130583,7.868322,4.769913,3.098409,-3.331003999999999,-0.23815000000000008,-0.23792885714285708,0.00022114285714300297
4.134065,7.908823,4.767612,3.141211,-3.2905029999999993,-0.23584899999999998,-0.23503592857142852,0.0008130714285714546
4.138259,7.959554,4.764544,3.195009,-3.2397719999999994,-0.23278100000000013,-0.23141228571428568,0.0013687142857144452
4.140132,7.980492,4.762243,3.218248,-3.2188339999999993,-0.23048000000000002,-0.22991671428571422,0.0005632857142857939
4.143697,8.017461,4.760326,3.257136,-3.1818649999999984,-0.2285630000000003,-0.2272760714285713,0.0012869285714289802
4.148403,8.06788,4.756491,3.311389,-3.1314459999999986,-0.22472799999999982,-0.2236747142857142,0.0010532857142856178
4.149938,8.08732,4.754573,3.332747,-3.112005999999999,-0.22280999999999995,-0.2222861428571428,0.0005238571428571592
4.153234,8.125816,4.751889,3.373927,-3.073509999999999,-0.2201260000000005,-0.2195364285714285,0.0005895714285719944
4.15636,8.164133,4.748438,3.415696,-3.0351929999999996,-0.2166750000000004,-0.21679949999999998,-0.00012449999999958328
4.159852,8.207596,4.745753,3.461843,-2.9917299999999987,-0.2139899999999999,-0.2136949999999999,0.0002949999999999897
4.16273,8.24296,4.743069,3.499891,-2.956365999999999,-0.21130600000000044,-0.21116899999999994,0.00013700000000049783
4.165788,8.282972,4.741151,3.541821,-2.916354,-0.20938800000000057,-0.208311,0.0010770000000005775
4.169291,8.326307,4.736549,3.589758,-2.8730189999999993,-0.20478600000000036,-0.2052156428571428,-0.0004296428571424482
4.171989,8.360488,4.734632,3.625856,-2.838837999999999,-0.20286900000000063,-0.2027741428571428,9.485714285784042e-05
4.175179,8.403169,4.73118,3.671989,-2.796156999999999,-0.1994170000000004,-0.19972549999999994,-0.00030849999999954525
4.178462,8.440419,4.728112,3.712307,-2.758906999999999,-0.19634900000000055,-0.19706478571428562,-0.0007157857142850721
4.181447,8.484687,4.725044,3.759642,-2.714639,-0.19328099999999981,-0.1939027857142857,-0.000621785714285894
4.184851,8.526105,4.72351,3.802595,-2.673221,-0.19174700000000033,-0.19094435714285712,0.0008026428571432098
4.187847,8.566833,4.720442,3.846391,-2.6324929999999984,-0.18867900000000049,-0.18803521428571418,0.0006437857142863046
4.190736,8.601952,4.716607,3.885344,-2.5973739999999985,-0.184844,-0.18552671428571418,-0.0006827142857141755
4.194039,8.647141,4.713923,3.933218,-2.5521849999999997,-0.18216000000000054,-0.18229892857142854,-0.00013892857142799864
4.198531,8.705465,4.711238,3.994227,-2.493860999999999,-0.17947500000000005,-0.1781329285714285,0.0013420714285715396
4.199869,8.730082,4.707787,4.022295,-2.4692439999999998,-0.17602399999999996,-0.1763745714285714,-0.00035057142857145007
4.203578,8.773641,4.704719,4.068921,-2.4256849999999996,-0.1729560000000001,-0.17326321428571426,-0.0003072142857141469
4.206407,8.812237,4.701651,4.110586,-2.3870889999999996,-0.16988800000000026,-0.1705063571428571,-0.0006183571428568513
4.209503,8.851295,4.698967,4.152329,-2.348030999999999,-0.1672039999999999,-0.1677164999999999,-0.0005124999999999991
4.212393,8.889454,4.696666,4.192788,-2.3098719999999986,-0.1649029999999998,-0.16499085714285705,-8.785714285725055e-05
