time_s,encoder_pos_rad,output_torque_Nm,cycle
0.010563,-0.000287621,0.000000,1
0.023826,-0.000095874,0.020000,1
0.037220,0.000000000,0.040000,1
0.051200,0.000095874,0.060000,1
0.065386,0.000862864,0.080000,1
0.080746,0.000862864,0.100000,1
0.094322,0.000862864,0.120000,1
0.109107,0.000766990,0.140000,1
0.122366,0.001342233,0.160000,1
0.136450,0.001342233,0.180000,1
0.150636,0.001342233,0.200000,1
0.164625,0.002109224,0.220000,1
0.178252,0.002684466,0.240000,1
0.192595,0.002876214,0.260000,1
0.206070,0.003739078,0.280000,1
0.220272,0.003547331,0.300000,1
0.233825,0.004889564,0.320000,1
0.247939,0.005081311,0.340000,1
0.261896,0.005848302,0.360000,1
0.276204,0.006902914,0.380000,1
0.290358,0.007957525,0.400000,1
0.303822,0.011313108,0.420000,1
0.318019,0.014764565,0.440000,1
0.332256,0.021283983,0.460000,1
0.346122,0.022817964,0.480000,1
0.360541,0.022626217,0.500000,1
0.373941,0.022338595,0.520000,1
0.388030,0.022913838,0.540000,1
0.401734,0.022626217,0.560000,1
0.416067,0.022722090,0.580000,1
0.429373,0.023297333,0.600000,1
0.443080,0.023489081,0.620000,1
0.456551,0.024543693,0.640000,1
0.470621,0.024351945,0.660000,1
0.484478,0.024543693,0.680000,1
0.499511,0.024831314,0.700000,1
0.514060,0.025310683,0.720000,1
0.527711,0.025598304,0.740000,1
0.541183,0.025502431,0.760000,1
0.554363,0.025981800,0.780000,1
0.568543,0.026269421,0.800000,1
0.582227,0.026557042,0.820000,1
0.595864,0.026748790,0.840000,1
0.610289,0.027324033,0.860000,1
0.623980,0.027995149,0.880000,1
0.637683,0.028378645,0.900000,1
0.652029,0.028666266,0.920000,1
0.665638,0.028666266,0.940000,1
0.679632,0.029816752,0.960000,1
0.694776,0.029816752,0.980000,1
0.708109,0.030200247,1.000000,1
0.722511,0.030967237,1.020000,1
0.736188,0.031638354,1.040000,1
0.749989,0.031638354,1.060000,1
0.764639,0.032117723,1.080000,1
0.778068,0.032117723,1.100000,1
0.791708,0.033364082,1.120000,1
0.805730,0.033843451,1.140000,1
0.819489,0.034322820,1.160000,1
0.833011,0.034802189,1.180000,1
0.847527,0.035185684,1.200000,1
0.861495,0.035760927,1.220000,1
0.874933,0.036432044,1.240000,1
0.889309,0.036815539,1.260000,1
0.902705,0.037486656,1.280000,1
0.916180,0.038445393,1.300000,1
0.929818,0.039212384,1.320000,1
0.943748,0.039691753,1.340000,1
0.957811,0.040554617,1.360000,1
0.972085,0.041513355,1.380000,1
0.986514,0.042472093,1.400000,1
1.000573,0.042759714,1.420000,1
1.014144,0.044101948,1.440000,1
1.027727,0.044773064,1.460000,1
1.042294,0.044677190,1.480000,1
1.056198,0.044964812,1.500000,1
1.069718,0.045923550,1.520000,1
1.083300,0.046498793,1.540000,1
1.096860,0.047169909,1.560000,1
1.111445,0.047841026,1.580000,1
1.125606,0.047936900,1.600000,1
1.139429,0.048320395,1.620000,1
1.153089,0.049087385,1.640000,1
1.166857,0.048799764,1.660000,1
1.180437,0.049279133,1.680000,1
1.194480,0.050429618,1.700000,1
1.208200,0.050141997,1.720000,1
1.222390,0.051388356,1.740000,1
1.235935,0.051675978,1.760000,1
1.250467,0.051580104,1.780000,1
1.264445,0.051675978,1.800000,1
1.278289,0.052155347,1.820000,1
1.292325,0.052826463,1.840000,1
1.306792,0.053401706,1.860000,1
1.320276,0.053593454,1.880000,1
1.334194,0.053881075,1.900000,1
1.348041,0.054264570,1.920000,1
1.362358,0.054743939,1.940000,1
1.376808,0.054552192,1.960000,1
1.390372,0.055319182,1.980000,1
1.404491,0.055415056,2.000000,1
1.418877,0.055894425,2.020000,1
1.432565,0.056277920,2.040000,1
1.446834,0.057044911,2.060000,1
1.460450,0.056949037,2.080000,1
1.474242,0.057428406,2.100000,1
1.488909,0.057716027,2.120000,1
1.502346,0.057907775,2.140000,1
1.516451,0.057811901,2.160000,1
1.530219,0.058578891,2.180000,1
1.544237,0.058866513,2.200000,1
1.558398,0.059345882,2.220000,1
1.572051,0.059058260,2.240000,1
1.585663,0.059633503,2.260000,1
1.599442,0.059154134,2.280000,1
1.613704,0.059825251,2.300000,1
1.627807,0.060304620,2.320000,1
1.641831,0.060783989,2.340000,1
