time_s,encoder_pos_rad,output_torque_Nm,cycle
0.008963,0.001054612,0.000000,1
0.022197,0.001150486,0.020000,1
0.036366,0.001054612,0.040000,1
0.049816,0.000575243,0.060000,1
0.063770,0.001054612,0.080000,1
0.078195,0.001054612,0.100000,1
0.091983,0.001438107,0.120000,1
0.106231,0.001438107,0.140000,1
0.119380,0.001533981,0.160000,1
0.133372,0.001821602,0.180000,1
0.147217,0.001821602,0.200000,1
0.161113,0.002205097,0.220000,1
0.175544,0.002684466,0.240000,1
0.188839,0.002780340,0.260000,1
0.203035,0.002588593,0.280000,1
0.216509,0.002876214,0.300000,1
0.230355,0.003259709,0.320000,1
0.243929,0.003739078,0.340000,1
0.258066,0.004122573,0.360000,1
0.271469,0.004314321,0.380000,1
0.285778,0.004506069,0.400000,1
0.300598,0.004697816,0.420000,1
0.314302,0.005177185,0.440000,1
0.327320,0.005560680,0.460000,1
0.340338,0.005656554,0.480000,1
0.353448,0.006135923,0.500000,1
0.366462,0.006615292,0.520000,1
0.380483,0.007094661,0.540000,1
0.393612,0.007190535,0.560000,1
0.407154,0.007765778,0.580000,1
0.420157,0.007669904,0.600000,1
0.434436,0.008053399,0.620000,1
0.447780,0.008724516,0.640000,1
0.461972,0.008532768,0.660000,1
0.475384,0.009012137,0.680000,1
0.489358,0.009587380,0.700000,1
0.503159,0.009491506,0.720000,1
0.516984,0.009491506,0.740000,1
0.530782,0.009875001,0.760000,1
0.545012,0.009875001,0.780000,1
0.558672,0.010066749,0.800000,1
0.572791,0.010354370,0.820000,1
0.586874,0.010641992,0.840000,1
0.600936,0.011313108,0.860000,1
0.614215,0.011121361,0.880000,1
0.628229,0.011025487,0.900000,1
0.641923,0.011600730,0.920000,1
0.655208,0.011600730,0.940000,1
0.668910,0.011600730,0.960000,1
0.682293,0.012175973,0.980000,1
0.696059,0.012559468,1.000000,1
0.710000,0.013422332,1.020000,1
0.723746,0.013997575,1.040000,1
0.737015,0.013901701,1.060000,1
0.751156,0.014764565,1.080000,1
0.765017,0.014956313,1.100000,1
0.778344,0.015243934,1.120000,1
0.792800,0.015339808,1.140000,1
0.806391,0.015148060,1.160000,1
0.820235,0.016010924,1.180000,1
0.834611,0.016202672,1.200000,1
0.848133,0.017161410,1.220000,1
0.862591,0.017449031,1.240000,1
0.875786,0.017640779,1.260000,1
0.889687,0.018120148,1.280000,1
0.903436,0.018120148,1.300000,1
0.917448,0.018695391,1.320000,1
0.931480,0.019270634,1.340000,1
0.945022,0.019366507,1.360000,1
0.958999,0.019941750,1.380000,1
0.973732,0.021188110,1.400000,1
0.987569,0.020708741,1.420000,1
1.001137,0.021283983,1.440000,1
1.015150,0.021763352,1.460000,1
1.028585,0.021955100,1.480000,1
1.043006,0.022913838,1.500000,1
1.056865,0.023009712,1.520000,1
1.070341,0.023201459,1.540000,1
1.084404,0.024064324,1.560000,1
1.098225,0.024351945,1.580000,1
1.111930,0.024831314,1.600000,1
1.125944,0.025214809,1.620000,1
1.139316,0.025406557,1.640000,1
1.153335,0.025790052,1.660000,1
1.167847,0.026557042,1.680000,1
1.181233,0.026557042,1.700000,1
1.194666,0.027036411,1.720000,1
1.208705,0.026940538,1.740000,1
1.222918,0.027132285,1.760000,1
1.236722,0.028282771,1.780000,1
1.250935,0.028666266,1.800000,1
1.266084,0.028474518,1.820000,1
1.279323,0.028666266,1.840000,1
1.294160,0.028474518,1.860000,1
1.307981,0.028858014,1.880000,1
1.321201,0.028282771,1.900000,1
1.335542,0.028762140,1.920000,1
1.349383,0.029145635,1.940000,1
1.363537,0.029049761,1.960000,1
1.377354,0.029720878,1.980000,1
1.390943,0.029337383,2.000000,1
1.405177,0.029529130,2.020000,1
1.419048,0.029720878,2.040000,1
1.433320,0.029720878,2.060000,1
1.446533,0.029625004,2.080000,1
1.459803,0.030104373,2.100000,1
1.474219,0.030296121,2.120000,1
1.487273,0.030583742,2.140000,1
1.501503,0.030583742,2.160000,1
1.515442,0.030967237,2.180000,1
1.529121,0.030775490,2.200000,1
1.543175,0.030871363,2.220000,1
1.556954,0.031254859,2.240000,1
1.570725,0.031638354,2.260000,1
1.584252,0.031542480,2.280000,1
1.598173,0.031638354,2.300000,1
1.611692,0.032213597,2.320000,1
1.625565,0.032788839,2.340000,1
1.639600,0.032597092,2.360000,1
1.654541,0.032980587,2.380000,1
1.667922,0.033172335,2.400000,1
1.681492,0.033364082,2.420000,1
1.695443,0.033747577,2.440000,1
1.708897,0.033843451,2.460000,1
1.722447,0.033843451,2.480000,1
1.736301,0.034322820,2.500000,1
1.750045,0.034706315,2.520000,1
1.764889,0.035089811,2.540000,1
1.778877,0.035089811,2.560000,1
1.792335,0.035569180,2.580000,1
1.805711,0.035760927,2.600000,1
1.819595,0.036240296,2.620000,1
1.833926,0.036432044,2.640000,1
1.847415,0.036911413,2.660000,1
1.861420,0.037007287,2.680000,1
1.875468,0.037582529,2.700000,1
1.888804,0.037582529,2.720000,1
1.903246,0.038061898,2.740000,1
1.917135,0.038733015,2.760000,1
1.930967,0.038828889,2.780000,1
1.944614,0.039308258,2.800000,1
1.957698,0.039404131,2.820000,1
1.971668,0.039787627,2.840000,1
1.985491,0.039787627,2.860000,1
2.000268,0.040075248,2.880000,1
2.013653,0.040842238,2.900000,1
2.027128,0.040650491,2.920000,1
2.040856,0.041033986,2.940000,1
2.054365,0.041033986,2.960000,1
2.068927,0.041992724,2.980000,1
2.083114,0.041992724,3.000000,1
2.096861,0.041705103,3.020000,1
2.110563,0.042376219,3.040000,1
2.124782,0.042663841,3.060000,1
2.138766,0.042567967,3.080000,1
2.152375,0.043047336,3.100000,1
2.165838,0.043430831,3.120000,1
2.179859,0.044101948,3.140000,1
2.193554,0.043718452,3.160000,1
2.207823,0.044293695,3.180000,1
2.221011,0.044581317,3.200000,1
2.234746,0.045156559,3.220000,1
2.248508,0.045060686,3.240000,1
2.262251,0.045348307,3.260000,1
2.276263,0.045540055,3.280000,1
2.290255,0.046019424,3.300000,1
2.304630,0.046211171,3.320000,1
2.318245,0.046690540,3.340000,1
2.332756,0.046690540,3.360000,1
2.346412,0.047361657,3.380000,1
2.359554,0.046978162,3.400000,1
2.374607,0.047361657,3.420000,1
2.388170,0.047936900,3.440000,1
2.401340,0.048512142,3.460000,1
2.415610,0.048032773,3.480000,1
2.430276,0.048799764,3.500000,1
2.443310,0.049279133,3.520000,1
2.457467,0.049854376,3.540000,1
2.471476,0.050141997,3.560000,1
2.485459,0.050046123,3.580000,1
2.499517,0.050333745,3.600000,1
2.513451,0.050525492,3.620000,1
2.526799,0.050813114,3.640000,1
2.540436,0.051196609,3.660000,1
2.554631,0.051580104,3.680000,1
2.568702,0.051675978,3.700000,1
2.582518,0.052251221,3.720000,1
2.596163,0.052538842,3.740000,1
2.610164,0.052442968,3.760000,1
2.624070,0.052826463,3.780000,1
2.638201,0.052442968,3.800000,1
2.652438,0.053114085,3.820000,1
2.666139,0.053497580,3.840000,1
2.680255,0.053785201,3.860000,1
2.693538,0.053497580,3.880000,1
2.707320,0.053881075,3.900000,1
2.720819,0.053785201,3.920000,1
2.733887,0.054168697,3.940000,1
2.747599,0.054935687,3.960000,1
2.761532,0.055127435,3.980000,1
2.775070,0.054935687,4.000000,1
2.789053,0.055127435,4.020000,1
2.803102,0.055510930,4.040000,1
2.817203,0.055990299,4.060000,1
2.830716,0.055894425,4.080000,1
2.844163,0.056086173,4.100000,1
2.857763,0.056565542,4.120000,1
2.871513,0.056277920,4.140000,1
2.885879,0.056565542,4.160000,1
2.898939,0.056661415,4.180000,1
2.913419,0.057332532,4.200000,1
2.926973,0.057140784,4.220000,1
2.941198,0.057524280,4.240000,1
2.955275,0.058003649,4.260000,1
2.969102,0.057811901,4.280000,1
2.982785,0.058099522,4.300000,1
2.996313,0.057907775,4.320000,1
3.009715,0.058291270,4.340000,1
3.024413,0.058770639,4.360000,1
3.037845,0.058770639,4.380000,1
3.051517,0.059058260,4.400000,1
3.065566,0.059345882,4.420000,1
3.079064,0.059441756,4.440000,1
3.092698,0.059825251,4.460000,1
3.106845,0.059537629,4.480000,1
3.121706,0.059921125,4.500000,1
3.135025,0.060016998,4.520000,1
3.148778,0.060304620,4.540000,1
3.162648,0.060592241,4.560000,1
3.176920,0.060879863,4.580000,1
3.190674,0.060975736,4.600000,1
3.204322,0.060975736,4.620000,1
3.218519,0.061263358,4.640000,1
3.231986,0.061359232,4.660000,1
3.245875,0.061071610,4.680000,1
3.259727,0.061742727,4.700000,1
3.274165,0.062222096,4.720000,1
3.287718,0.062317970,4.740000,1
3.301371,0.062126222,4.760000,1
3.315016,0.062605591,4.780000,1
3.328854,0.062797339,4.800000,1
3.342263,0.062605591,4.820000,1
3.356918,0.062989086,4.840000,1
3.370648,0.062701465,4.860000,1
3.383751,0.063180834,4.880000,1
3.397593,0.063660203,4.900000,1
3.411123,0.063372581,4.920000,1
3.425329,0.064139572,4.940000,1
3.439028,0.064139572,4.960000,1
3.452991,0.063851950,4.980000,1
3.466609,0.064139572,5.000000,1
3.480242,0.064523067,5.020000,1
3.494227,0.064714814,5.040000,1
3.508046,0.065194183,5.060000,1
3.521439,0.064810688,5.080000,1
3.536990,0.064714814,5.100000,1
3.550072,0.065577679,5.120000,1
3.563297,0.065769426,5.140000,1
3.577190,0.065290057,5.160000,1
3.591361,0.065673552,5.180000,1
3.605468,0.066440543,5.200000,1
3.619272,0.066248795,5.220000,1
3.632602,0.066248795,5.240000,1
3.646539,0.066824038,5.260000,1
3.659899,0.067015786,5.280000,1
3.673865,0.067207533,5.300000,1
3.688022,0.067111659,5.320000,1
3.701568,0.067111659,5.340000,1
3.715725,0.067591028,5.360000,1
3.729282,0.067782776,5.380000,1
3.743299,0.068166271,5.400000,1
3.756996,0.068645640,5.420000,1
3.770573,0.068358019,5.440000,1
3.784838,0.068741514,5.460000,1
3.798907,0.068741514,5.480000,1
3.812576,0.068933262,5.500000,1
3.826330,0.069220883,5.520000,1
3.840595,0.069220883,5.540000,1
3.854356,0.069508504,5.560000,1
3.868184,0.069316757,5.580000,1
3.882829,0.069700252,5.600000,1
3.896723,0.069987873,5.620000,1
3.910644,0.069987873,5.640000,1
3.924531,0.070179621,5.660000,1
3.938375,0.070371369,5.680000,1
3.952564,0.070946611,5.700000,1
3.967023,0.071042485,5.720000,1
3.980036,0.071138359,5.740000,1
3.994215,0.071234233,5.760000,1
4.008568,0.071425980,5.780000,1
4.022363,0.072001223,5.800000,1
4.036089,0.072001223,5.820000,1
4.049448,0.072097097,5.840000,1
4.063732,0.072384718,5.860000,1
4.077225,0.072864087,5.880000,1
4.090652,0.072672340,5.900000,1
4.104362,0.072959961,5.920000,1
4.118362,0.073343456,5.940000,1
4.131675,0.073343456,5.960000,1
4.145737,0.073918699,5.980000,1
4.159117,0.073726952,6.000000,1
4.173238,0.074398068,6.020000,1
4.186577,0.074014573,6.040000,1
4.200189,0.074685690,6.060000,1
4.214130,0.074973311,6.080000,1
4.227637,0.075165059,6.100000,1
4.241944,0.075165059,6.120000,1
4.255632,0.075452680,6.140000,1
4.269437,0.075548554,6.160000,1
4.283112,0.075932049,6.180000,1
4.297074,0.076411418,6.200000,1
4.310821,0.076507292,6.220000,1
