time_s,encoder_pos_rad,output_torque_Nm,cycle
0.009067,0.000000000,0.000000,1
0.023102,-0.000287621,0.020000,1
0.037424,0.001438107,0.040000,1
0.052195,0.001725728,0.060000,1
0.066177,0.001629855,0.080000,1
0.080447,0.001725728,0.100000,1
0.094067,0.003163835,0.120000,1
0.107676,0.004793690,0.140000,1
0.121784,0.006807040,0.160000,1
0.135699,0.010641992,0.180000,1
0.149991,0.023105586,0.200000,1
0.163881,0.039787627,0.220000,1
0.177769,0.039308258,0.240000,1
0.191500,0.039787627,0.260000,1
0.205108,0.039500005,0.280000,1
0.219056,0.040362869,0.300000,1
0.232589,0.040171122,0.320000,1
0.247093,0.040842238,0.340000,1
0.260365,0.040842238,0.360000,1
0.274103,0.041225734,0.380000,1
0.287473,0.041513355,0.400000,1
0.300835,0.041896850,0.420000,1
0.314665,0.042663841,0.440000,1
0.328245,0.043430831,0.460000,1
0.342787,0.044389569,0.480000,1
0.357136,0.045252433,0.500000,1
0.371089,0.045060686,0.520000,1
0.385121,0.045635928,0.540000,1
0.399020,0.046019424,0.560000,1
0.412327,0.046115297,0.580000,1
0.426435,0.045923550,0.600000,1
0.439871,0.046882288,0.620000,1
0.454078,0.046786414,0.640000,1
0.467744,0.047457531,0.660000,1
0.482050,0.047745152,0.680000,1
0.496117,0.047936900,0.700000,1
0.510080,0.048895638,0.720000,1
0.523758,0.048895638,0.740000,1
0.536787,0.049183259,0.760000,1
0.550294,0.050141997,0.780000,1
0.564207,0.050333745,0.800000,1
0.578133,0.050813114,0.820000,1
0.591930,0.051196609,0.840000,1
0.605677,0.051388356,0.860000,1
0.619595,0.052251221,0.880000,1
0.632822,0.053114085,0.900000,1
0.647066,0.053401706,0.920000,1
0.661404,0.054743939,0.940000,1
0.675530,0.054168697,0.960000,1
0.689002,0.055510930,0.980000,1
0.703018,0.055894425,1.000000,1
0.716660,0.056949037,1.020000,1
0.730373,0.057236658,1.040000,1
0.743480,0.058387144,1.060000,1
0.757517,0.058866513,1.080000,1
0.771363,0.059345882,1.100000,1
0.785628,0.060112872,1.120000,1
0.800072,0.061359232,1.140000,1
0.813820,0.062222096,1.160000,1
0.827906,0.062413843,1.180000,1
0.841468,0.063756076,1.200000,1
0.855546,0.064427193,1.220000,1
0.869085,0.065385931,1.240000,1
0.883514,0.066344669,1.260000,1
0.897030,0.067686902,1.280000,1
0.911034,0.068070397,1.300000,1
0.924992,0.068837388,1.320000,1
0.938747,0.069796126,1.340000,1
0.952448,0.070946611,1.360000,1
0.966026,0.072097097,1.380000,1
0.980149,0.072864087,1.400000,1
0.994223,0.074110447,1.420000,1
1.007457,0.075644428,1.440000,1
1.021560,0.076986661,1.460000,1
1.035887,0.078041273,1.480000,1
1.049398,0.079191758,1.500000,1
1.063594,0.080342244,1.520000,1
1.077324,0.081684477,1.540000,1
1.091106,0.083026710,1.560000,1
1.105533,0.083985448,1.580000,1
1.119787,0.085711177,1.600000,1
1.133999,0.086765788,1.620000,1
1.147471,0.087820400,1.640000,1
1.161033,0.088970886,1.660000,1
1.175483,0.090600740,1.680000,1
1.189152,0.090984235,1.700000,1
1.203766,0.092422342,1.720000,1
1.217954,0.093764576,1.740000,1
1.231507,0.094819187,1.760000,1
1.244935,0.095873799,1.780000,1
1.258870,0.095873799,1.800000,1
1.272655,0.097120159,1.820000,1
1.286511,0.097887149,1.840000,1
1.300237,0.098462392,1.860000,1
1.313874,0.098654139,1.880000,1
1.328259,0.099804625,1.900000,1
1.342691,0.099900499,1.920000,1
1.356614,0.100188120,1.940000,1
1.370652,0.100667489,1.960000,1
1.385725,0.100667489,1.980000,1
1.398947,0.101242732,2.000000,1
1.412356,0.101530353,2.020000,1
1.425501,0.102393218,2.040000,1
1.438693,0.102009722,2.060000,1
1.451931,0.102584965,2.080000,1
1.465412,0.102776713,2.100000,1
1.478408,0.102872587,2.120000,1
1.491409,0.103160208,2.140000,1
1.504397,0.103639577,2.160000,1
1.517483,0.103639577,2.180000,1
1.530940,0.104118946,2.200000,1
1.544550,0.103927198,2.220000,1
1.558527,0.104502441,2.240000,1
1.572075,0.105077684,2.260000,1
1.586316,0.105557053,2.280000,1
1.599941,0.106419917,2.300000,1
1.614358,0.106611665,2.320000,1
1.627801,0.106995160,2.340000,1
1.641214,0.107666277,2.360000,1
1.655316,0.107953898,2.380000,1
1.668704,0.109008510,2.400000,1
1.682596,0.109200257,2.420000,1
1.696298,0.109871374,2.440000,1
1.710132,0.109775500,2.460000,1
1.723981,0.110830112,2.480000,1
1.737633,0.111021860,2.500000,1
1.752026,0.111213607,2.520000,1
1.767117,0.112076471,2.540000,1
1.780619,0.112268219,2.560000,1
1.795036,0.113706326,2.580000,1
1.808854,0.114185695,2.600000,1
1.822820,0.115527928,2.620000,1
1.836407,0.116390792,2.640000,1
1.850575,0.117349530,2.660000,1
1.864179,0.117445404,2.680000,1
1.878115,0.118500016,2.700000,1
1.893072,0.119458754,2.720000,1
1.907058,0.119938123,2.740000,1
1.920659,0.120513366,2.760000,1
1.934512,0.120705113,2.780000,1
1.947877,0.121855599,2.800000,1
1.961675,0.122430842,2.820000,1
1.975460,0.123485453,2.840000,1
1.989172,0.123677201,2.860000,1
2.003350,0.124540065,2.880000,1
2.017189,0.124827687,2.900000,1
2.031920,0.125594677,2.920000,1
2.045405,0.126265794,2.940000,1
2.059396,0.127032784,2.960000,1
2.073680,0.127224532,2.980000,1
2.087161,0.127895648,3.000000,1
2.100485,0.128854386,3.020000,1
2.115024,0.129333755,3.040000,1
2.128407,0.129813124,3.060000,1
2.142242,0.130484241,3.080000,1
2.156047,0.131442979,3.100000,1
2.169442,0.131634726,3.120000,1
2.182880,0.131922348,3.140000,1
2.196632,0.132593464,3.160000,1
2.210333,0.133072833,3.180000,1
2.224149,0.133743950,3.200000,1
2.237567,0.134223319,3.220000,1
2.251366,0.134894436,3.240000,1
2.264966,0.134798562,3.260000,1
2.278502,0.136044921,3.280000,1
2.292130,0.136140795,3.300000,1
2.305918,0.136716038,3.320000,1
2.319244,0.137387154,3.340000,1
2.332771,0.138154145,3.360000,1
2.346732,0.138441766,3.380000,1
2.360518,0.138729388,3.400000,1
2.374849,0.139688125,3.420000,1
2.388347,0.139975747,3.440000,1
2.403606,0.140550990,3.460000,1
2.416845,0.141317980,3.480000,1
2.430621,0.141797349,3.500000,1
2.445236,0.142276718,3.520000,1
2.459127,0.143043708,3.540000,1
2.472895,0.143618951,3.560000,1
2.486515,0.143906573,3.580000,1
2.501647,0.144577689,3.600000,1
2.515003,0.145632301,3.620000,1
2.528949,0.145728175,3.640000,1
2.543554,0.146495165,3.660000,1
2.557580,0.147262156,3.680000,1
2.572200,0.147933272,3.700000,1
2.586859,0.148508515,3.720000,1
2.600800,0.149275505,3.740000,1
2.614446,0.150042496,3.760000,1
2.628668,0.150905360,3.780000,1
2.642767,0.151192981,3.800000,1
2.656375,0.152055846,3.820000,1
2.670213,0.152726962,3.840000,1
2.684277,0.153110457,3.860000,1
2.698400,0.154069195,3.880000,1
2.712174,0.154548564,3.900000,1
2.726288,0.155315555,3.920000,1
2.740254,0.155507302,3.940000,1
2.753925,0.156466040,3.960000,1
2.768531,0.157137157,3.980000,1
2.781850,0.157520652,4.000000,1
2.795790,0.158191769,4.020000,1
2.809700,0.158383516,4.040000,1
2.823377,0.159534002,4.060000,1
2.837105,0.159821623,4.080000,1
2.850883,0.160300992,4.100000,1
2.865031,0.160780361,4.120000,1
2.878582,0.161259730,4.140000,1
