time_s,cmd_output_torque_nm,test_vel_output_rpm,test_torque_output_nm,load_cell_nm,test_voltage_v,test_temp_c,phase
0.615,3.7000,-0.01,0.0000,2.5070,48.24,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.615,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.616,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.617,3.7000,0.24,3.7016,2.5070,48.21,nan,ramp_up
0.625,3.8000,0.07,3.6642,2.5070,48.21,nan,ramp_up
0.639,3.9000,0.07,3.6642,2.5070,48.21,nan,ramp_up
0.650,3.9000,0.13,3.7624,2.5070,48.24,nan,ramp_up
0.663,4.0000,0.23,3.9488,2.5070,48.24,nan,ramp_up
0.675,4.1000,0.43,4.0396,2.5070,48.21,nan,ramp_up
0.692,4.2000,0.43,4.0396,3.0267,48.21,nan,ramp_up
0.700,4.2000,0.43,4.1075,3.0267,48.21,nan,ramp_up
0.713,4.3000,-0.01,4.1538,3.0267,48.21,nan,ramp_up
0.725,4.4000,0.14,4.2631,3.0267,48.21,nan,ramp_up
0.738,4.5000,0.14,4.2631,3.0267,48.21,nan,ramp_up
0.750,4.5000,0.10,4.3765,3.0267,48.24,nan,ramp_up
0.763,4.6000,0.22,4.5451,3.0267,48.24,nan,ramp_up
0.777,4.7000,0.26,4.5082,3.8044,48.21,nan,ramp_up
0.788,4.7000,0.26,4.5082,3.8044,48.21,nan,ramp_up
0.800,4.8000,0.52,4.7757,3.8044,48.24,nan,ramp_up
0.813,4.9000,0.08,4.8624,3.8044,48.21,nan,ramp_up
0.825,5.0000,0.07,4.9487,3.8044,48.21,nan,ramp_up
0.839,5.1000,0.07,4.9487,3.8044,48.21,nan,ramp_up
0.850,5.1000,0.16,4.9960,3.8044,48.21,nan,ramp_up
0.863,5.2000,0.08,5.1390,3.8044,48.21,nan,ramp_up
0.876,5.3000,0.08,5.2221,4.3982,48.21,nan,ramp_up
0.889,5.4000,0.08,5.2221,4.3982,48.21,nan,ramp_up
0.900,5.4000,0.19,5.2650,4.3982,48.21,nan,ramp_up
0.913,5.5000,0.29,5.3205,4.3982,48.21,nan,ramp_up
0.925,5.6000,0.29,5.6145,4.3982,48.21,nan,ramp_up
0.939,5.7000,0.29,5.6145,4.3982,48.21,nan,ramp_up
0.950,5.7000,0.23,5.7504,4.3982,48.21,nan,ramp_up
0.964,5.8000,0.05,5.8035,4.9271,48.24,nan,ramp_up
0.975,5.9000,0.07,5.8376,4.9271,48.21,nan,ramp_up
0.989,6.0000,0.07,5.8376,4.9271,48.21,nan,ramp_up
1.000,6.0000,0.10,5.8342,4.9271,48.24,nan,ramp_up
1.013,6.1000,0.07,6.0756,4.9271,48.21,nan,ramp_up
1.025,6.2000,0.06,6.1292,4.9271,48.24,nan,ramp_up
1.038,6.3000,0.06,6.1292,4.9271,48.24,nan,ramp_up
1.051,6.3000,0.14,6.2495,5.3890,48.24,nan,ramp_up
1.063,6.4000,0.00,6.3430,5.3890,48.24,nan,ramp_up
1.075,6.5000,0.06,6.3452,5.3890,48.24,nan,ramp_up
1.090,6.6000,0.06,6.3452,5.3890,48.24,nan,ramp_up
1.100,6.6000,0.12,6.5695,5.3890,48.28,nan,ramp_up
1.113,6.7000,0.12,6.5326,5.3890,48.21,nan,ramp_up
1.125,6.8000,0.30,6.8072,5.3890,48.24,nan,ramp_up
1.138,6.9000,0.30,6.8072,5.3890,48.24,nan,ramp_up
1.152,6.9000,0.20,6.9019,5.8084,48.22,nan,ramp_up
1.163,7.0000,0.17,6.8279,5.8084,48.21,nan,ramp_up
1.175,7.1000,0.06,6.9871,5.8084,48.21,nan,ramp_up
1.189,7.2000,0.06,6.9871,5.8084,48.21,nan,ramp_up
1.200,7.2000,0.14,7.0735,5.8084,48.21,nan,ramp_up
1.213,7.3000,0.06,7.2588,5.8084,48.24,nan,ramp_up
1.225,7.4000,0.19,7.2291,5.8084,48.21,nan,ramp_up
1.242,7.5000,0.19,7.2291,6.1299,48.21,nan,ramp_up
1.250,7.5000,0.12,7.5514,6.1299,48.21,nan,ramp_up
1.263,7.6000,0.13,7.4744,6.1299,48.21,nan,ramp_up
1.275,7.7000,0.20,7.4498,6.1299,48.21,nan,ramp_up
