time_s,cmd_output_torque_nm,test_vel_output_rpm,test_torque_output_nm,load_cell_nm,test_voltage_v,test_temp_c,phase
1.214,7.2000,0.05,7.0655,5.5903,48.24,nan,ramp_up
1.226,7.3000,0.05,7.0655,5.5903,48.24,nan,ramp_up
1.238,7.3000,-0.03,7.1614,5.5903,48.24,nan,ramp_up
1.250,7.4000,0.11,7.3030,5.5903,48.21,nan,ramp_up
1.263,7.5000,0.07,7.5213,5.5903,48.28,nan,ramp_up
1.277,7.6000,0.07,7.5213,5.5903,48.28,nan,ramp_up
1.288,7.6000,0.15,7.5421,5.5903,48.24,nan,ramp_up
1.302,7.7000,0.14,7.5693,6.1894,48.24,nan,ramp_up
1.313,7.8000,0.40,7.6320,6.1894,48.24,nan,ramp_up
1.325,7.9000,0.40,7.6320,6.1894,48.24,nan,ramp_up
1.338,7.9000,0.12,7.7781,6.1894,48.24,nan,ramp_up
1.350,8.0000,0.10,7.9735,6.1894,48.24,nan,ramp_up
1.363,8.1000,0.02,8.1079,6.1894,48.24,nan,ramp_up
1.375,8.1000,0.02,8.1079,6.1894,48.24,nan,ramp_up
1.388,8.2000,-0.01,8.1559,6.1894,48.22,nan,ramp_up
1.402,8.3000,-0.02,8.2054,6.5660,48.21,nan,ramp_up
1.413,8.4000,-0.04,8.3593,6.5660,48.24,nan,ramp_up
1.427,8.5000,-0.04,8.3593,6.5660,48.24,nan,ramp_up
1.438,8.5000,0.10,8.4381,6.5660,48.28,nan,ramp_up
1.450,8.6000,0.02,8.4759,6.5660,48.24,nan,ramp_up
1.463,8.7000,0.11,8.5378,6.5660,48.24,nan,ramp_up
1.476,8.8000,0.11,8.5378,6.5660,48.24,nan,ramp_up
1.489,8.8000,0.10,8.6729,6.9951,48.24,nan,ramp_up
1.500,8.9000,0.10,8.8026,6.9951,48.24,nan,ramp_up
1.513,9.0000,0.16,8.8554,6.9951,48.24,nan,ramp_up
1.526,9.1000,0.16,8.8554,6.9951,48.24,nan,ramp_up
1.538,9.1000,0.13,9.0742,6.9951,48.28,nan,ramp_up
1.550,9.2000,0.24,9.1784,6.9951,48.24,nan,ramp_up
1.563,9.3000,0.23,9.3395,6.9951,48.24,nan,ramp_up
1.575,9.4000,0.23,9.3395,6.9951,48.24,nan,ramp_up
1.589,9.4000,0.08,9.1966,7.3970,48.24,nan,ramp_up
1.600,9.5000,0.21,9.1992,7.3970,48.24,nan,ramp_up
1.613,9.6000,0.15,9.4962,7.3970,48.24,nan,ramp_up
1.626,9.7000,0.15,9.4962,7.3970,48.24,nan,ramp_up
1.638,9.7000,0.01,9.7393,7.3970,48.24,nan,ramp_up
1.650,9.8000,0.12,9.7514,7.3970,48.21,nan,ramp_up
1.663,9.9000,0.07,9.7516,7.3970,48.21,nan,ramp_up
1.678,10.0000,0.07,9.7516,7.7797,48.21,nan,ramp_up
1.688,10.0000,0.10,9.9820,7.7797,48.21,nan,ramp_up
1.700,10.1000,0.15,10.1584,7.7797,48.28,nan,ramp_up
1.713,10.2000,0.16,10.0190,7.7797,48.24,nan,ramp_up
1.725,10.3000,0.16,10.0190,7.7797,48.24,nan,ramp_up
1.738,10.3000,0.03,10.1930,7.7797,48.21,nan,ramp_up
1.750,10.4000,0.04,10.2647,7.7797,48.21,nan,ramp_up
1.764,10.5000,0.02,10.3878,8.2770,48.22,nan,ramp_up
1.776,10.6000,0.02,10.3878,8.2770,48.22,nan,ramp_up
1.788,10.6000,0.09,10.4243,8.2770,48.21,nan,ramp_up
1.800,10.7000,0.09,10.5947,8.2770,48.24,nan,ramp_up
1.813,10.8000,0.06,10.6812,8.2770,48.24,nan,ramp_up
1.826,10.9000,0.06,10.6812,8.2770,48.24,nan,ramp_up
1.838,10.9000,0.07,10.7187,8.2770,48.24,nan,ramp_up
1.850,11.0000,0.02,10.8824,8.2770,48.21,nan,ramp_up
1.864,11.1000,0.10,11.0772,8.7693,48.21,nan,ramp_up
1.876,11.2000,0.10,11.0772,8.7693,48.21,nan,ramp_up
1.888,11.2000,0.13,11.1220,8.7693,48.24,nan,ramp_up
1.900,11.3000,0.07,11.1161,8.7693,48.24,nan,ramp_up
1.913,11.4000,0.07,11.2556,8.7693,48.24,nan,ramp_up
1.926,11.5000,0.07,11.2556,8.7693,48.24,nan,ramp_up
1.938,11.5000,0.21,11.3821,8.7693,48.24,nan,ramp_up
1.951,11.6000,0.20,11.6760,9.2445,48.24,nan,ramp_up
1.963,11.7000,0.10,11.6233,9.2445,48.21,nan,ramp_up
1.976,11.8000,0.10,11.6233,9.2445,48.21,nan,ramp_up
1.988,11.8000,0.20,11.7468,9.2445,48.24,nan,ramp_up
2.000,11.9000,0.11,11.6222,9.2445,48.21,nan,ramp_up
2.013,12.0000,0.11,11.9844,9.2445,48.21,nan,ramp_up
2.025,12.1000,0.20,12.0716,9.2445,48.21,nan,ramp_up
2.043,12.2000,0.20,12.0716,9.6382,48.21,nan,ramp_up
2.050,12.2000,0.35,12.0786,9.6382,48.24,nan,ramp_up
2.063,12.3000,0.40,12.2278,9.6382,48.21,nan,ramp_up
2.075,12.4000,0.40,12.2278,9.6382,48.21,nan,ramp_up
2.088,12.4000,0.16,12.4082,9.6382,48.21,nan,ramp_up
2.100,12.5000,0.12,12.4026,9.6382,48.21,nan,ramp_up
2.113,12.6000,0.13,12.4416,9.6382,48.21,nan,ramp_up
2.126,12.7000,0.13,12.4416,9.6382,48.21,nan,ramp_up
2.139,12.7000,0.08,12.7458,10.1269,48.24,nan,ramp_up
2.150,12.8000,0.16,12.5993,10.1269,48.21,nan,ramp_up
2.163,12.9000,0.19,12.8418,10.1269,48.21,nan,ramp_up
2.175,13.0000,0.17,12.9592,10.1269,48.21,nan,ramp_up
2.188,13.0000,0.17,12.9592,10.1269,48.21,nan,ramp_up
2.200,13.1000,0.12,13.0088,10.1269,48.21,nan,ramp_up
2.213,13.2000,0.20,13.2111,10.1269,48.21,nan,ramp_up
2.226,13.3000,0.16,13.1249,10.7328,48.21,nan,ramp_up
2.238,13.3000,0.16,13.1249,10.7328,48.21,nan,ramp_up
2.250,13.4000,0.08,13.4053,10.7328,48.21,nan,ramp_up
2.263,13.5000,0.12,13.4618,10.7328,48.21,nan,ramp_up
2.275,13.6000,0.11,13.5414,10.7328,48.21,nan,ramp_up
2.288,13.7000,0.11,13.5414,10.7328,48.21,nan,ramp_up
2.300,13.7000,0.10,13.7254,10.7328,48.21,nan,ramp_up
2.313,13.8000,0.05,13.7387,10.7328,48.21,nan,ramp_up
2.326,13.9000,0.16,13.7174,11.2304,48.21,nan,ramp_up
2.338,14.0000,0.16,13.7174,11.2304,48.21,nan,ramp_up
2.350,14.0000,0.15,13.9471,11.2304,48.21,nan,ramp_up
2.363,14.1000,0.21,13.9703,11.2304,48.21,nan,ramp_up
2.375,14.2000,0.28,13.9164,11.2304,48.21,nan,ramp_up
2.388,14.3000,0.28,13.9164,11.2304,48.21,nan,ramp_up
2.400,14.3000,0.29,14.1606,11.2304,48.21,nan,ramp_up
2.414,14.4000,0.06,14.2741,11.6782,48.21,nan,ramp_up
2.425,14.5000,0.04,14.4305,11.6782,48.21,nan,ramp_up
2.438,14.5000,0.04,14.4305,11.6782,48.21,nan,ramp_up
2.450,14.6000,0.10,14.4800,11.6782,48.21,nan,ramp_up
2.463,14.7000,0.04,14.5185,11.6782,48.21,nan,ramp_up
2.475,14.8000,0.04,14.5185,11.6782,48.21,nan,ramp_up
2.488,14.8000,0.07,14.6500,11.6782,48.21,nan,ramp_up
2.501,14.9000,0.12,14.7770,12.1054,48.21,nan,ramp_up
2.513,15.0000,0.11,14.8528,12.1054,48.21,nan,ramp_up
2.525,15.1000,0.01,15.0397,12.1054,48.21,nan,ramp_up
2.538,15.1000,0.01,15.0397,12.1054,48.21,nan,ramp_up
2.550,15.2000,0.08,15.1515,12.1054,48.17,nan,ramp_up
2.563,15.3000,0.10,15.2783,12.1054,48.17,nan,ramp_up
2.575,15.4000,0.10,15.2783,12.1054,48.17,nan,ramp_up
2.588,15.4000,0.17,15.2679,12.1054,48.21,nan,ramp_up
2.602,15.5000,0.22,15.5275,12.6190,48.21,nan,ramp_up
2.613,15.6000,0.18,15.6119,12.6190,48.21,nan,ramp_up
2.626,15.7000,0.18,15.6119,12.6190,48.21,nan,ramp_up
2.638,15.7000,0.11,15.6385,12.6190,48.17,nan,ramp_up
2.650,15.8000,0.06,15.6792,12.6190,48.17,nan,ramp_up
2.663,15.9000,0.15,15.7966,12.6190,48.17,nan,ramp_up
2.676,16.0000,0.15,15.7966,12.6190,48.17,nan,ramp_up
2.691,16.1000,0.15,15.9537,12.9573,48.21,nan,ramp_up
2.700,16.1000,0.22,16.0333,12.9573,48.21,nan,ramp_up
2.713,16.2000,0.24,16.1041,12.9573,48.17,nan,ramp_up
2.725,16.3000,0.24,16.1041,12.9573,48.17,nan,ramp_up
2.738,16.3000,0.37,16.1144,12.9573,48.21,nan,ramp_up
2.750,16.4000,0.20,16.3420,12.9573,48.17,nan,ramp_up
2.763,16.5000,0.14,16.4323,12.9573,48.21,nan,ramp_up
2.775,16.6000,0.14,16.4323,12.9573,48.21,nan,ramp_up
2.789,16.6000,0.11,16.4476,13.4430,48.21,nan,ramp_up
2.800,16.7000,0.17,16.5862,13.4430,48.17,nan,ramp_up
2.813,16.8000,0.11,16.6742,13.4430,48.21,nan,ramp_up
2.826,16.9000,0.11,16.6742,13.4430,48.21,nan,ramp_up
2.838,16.9000,0.10,16.7715,13.4430,48.21,nan,ramp_up
2.850,17.0000,0.12,16.8393,13.4430,48.17,nan,ramp_up
2.863,17.1000,0.03,17.0155,13.4430,48.17,nan,ramp_up
2.877,17.2000,0.03,17.0155,14.0540,48.17,nan,ramp_up
2.888,17.2000,0.06,17.1729,14.0540,48.21,nan,ramp_up
2.900,17.3000,0.09,17.1785,14.0540,48.21,nan,ramp_up
2.913,17.4000,0.10,17.3041,14.0540,48.21,nan,ramp_up
2.926,17.5000,0.10,17.3041,14.0540,48.21,nan,ramp_up
2.938,17.5000,0.12,17.4236,14.0540,48.17,nan,ramp_up
2.950,17.6000,0.08,17.5213,14.0540,48.17,nan,ramp_up
2.964,17.7000,0.10,17.6167,14.6003,48.21,nan,ramp_up
2.976,17.8000,0.10,17.6167,14.6003,48.21,nan,ramp_up
2.988,17.8000,0.08,17.7417,14.6003,48.21,nan,ramp_up
3.000,17.9000,0.02,17.7209,14.6003,48.21,nan,ramp_up
3.013,18.0000,0.08,18.0201,14.6003,48.21,nan,ramp_up
3.025,18.1000,0.08,18.0201,14.6003,48.21,nan,ramp_up
3.038,18.1000,0.10,17.9217,14.6003,48.21,nan,ramp_up
3.050,18.2000,0.15,18.0249,14.6003,48.17,nan,ramp_up
3.064,18.3000,0.17,18.1524,14.9723,48.21,nan,ramp_up
3.077,18.4000,0.17,18.1524,14.9723,48.21,nan,ramp_up
3.088,18.4000,0.21,18.3030,14.9723,48.21,nan,ramp_up
3.100,18.5000,0.34,18.3572,14.9723,48.21,nan,ramp_up
3.113,18.6000,0.14,18.4963,14.9723,48.21,nan,ramp_up
3.126,18.7000,0.14,18.4963,14.9723,48.21,nan,ramp_up
3.138,18.7000,0.05,18.4021,14.9723,48.21,nan,ramp_up
3.151,18.8000,0.14,18.8207,15.4118,48.21,nan,ramp_up
3.163,18.9000,0.05,18.7622,15.4118,48.21,nan,ramp_up
3.175,19.0000,0.05,18.7622,15.4118,48.21,nan,ramp_up
3.188,19.0000,0.05,18.8746,15.4118,48.21,nan,ramp_up
3.200,19.1000,0.09,19.0047,15.4118,48.21,nan,ramp_up
3.213,19.2000,0.12,19.2508,15.4118,48.21,nan,ramp_up
3.225,19.3000,0.12,19.2508,15.4118,48.21,nan,ramp_up
3.238,19.3000,0.12,19.2722,15.4118,48.21,nan,ramp_up
3.251,19.4000,0.11,19.3206,15.9887,48.21,nan,ramp_up
3.263,19.5000,0.14,19.4297,15.9887,48.21,nan,ramp_up
3.275,19.6000,0.14,19.4297,15.9887,48.21,nan,ramp_up
3.288,19.6000,0.06,19.6729,15.9887,48.21,nan,ramp_up
3.300,19.7000,0.15,19.6408,15.9887,48.21,nan,ramp_up
3.313,19.8000,0.06,19.7633,15.9887,48.21,nan,ramp_up
3.326,19.9000,0.06,19.7633,15.9887,48.21,nan,ramp_up
3.339,19.9000,0.15,19.9350,16.5981,48.21,nan,ramp_up
3.350,20.0000,0.07,19.7276,16.5981,48.21,nan,ramp_up
3.363,20.1000,0.15,19.9797,16.5981,48.21,nan,ramp_up
3.375,20.2000,0.15,19.9797,16.5981,48.21,nan,ramp_up
3.388,20.2000,0.15,19.9396,16.5981,48.21,nan,ramp_up
3.400,20.3000,0.22,20.1921,16.5981,48.21,nan,ramp_up
3.413,20.4000,0.50,20.2038,16.5981,48.21,nan,ramp_up
3.429,20.5000,0.50,20.2038,17.0658,48.21,nan,ramp_up
3.438,20.5000,0.22,20.4255,17.0658,48.21,nan,ramp_up
3.450,20.6000,0.04,20.5048,17.0658,48.21,nan,ramp_up
3.463,20.7000,0.06,20.6556,17.0658,48.21,nan,ramp_up
3.475,20.8000,0.06,20.6556,17.0658,48.21,nan,ramp_up
3.488,20.8000,0.06,20.7140,17.0658,48.24,nan,ramp_up
3.500,20.9000,0.02,20.8133,17.0658,48.21,nan,ramp_up
3.513,21.0000,0.02,20.7463,17.0658,48.21,nan,ramp_up
3.528,21.1000,-0.03,21.0592,17.6536,48.21,nan,ramp_up
3.538,21.1000,-0.03,21.0592,17.6536,48.21,nan,ramp_up
3.550,21.2000,0.04,21.0570,17.6536,48.21,nan,ramp_up
3.563,21.3000,0.03,21.1333,17.6536,48.21,nan,ramp_up
3.575,21.4000,0.03,21.1333,17.6536,48.21,nan,ramp_up
3.588,21.4000,0.04,21.2878,17.6536,48.21,nan,ramp_up
3.600,21.5000,0.01,21.5631,17.6536,48.21,nan,ramp_up
3.614,21.6000,0.05,21.4851,18.3684,48.21,nan,ramp_up
3.626,21.7000,0.05,21.4851,18.3684,48.21,nan,ramp_up
3.638,21.7000,0.03,21.6300,18.3684,48.21,nan,ramp_up
3.650,21.8000,0.15,21.8051,18.3684,48.21,nan,ramp_up
3.663,21.9000,0.21,21.9656,18.3684,48.21,nan,ramp_up
3.675,22.0000,0.21,21.9656,18.3684,48.21,nan,ramp_up
3.688,22.0000,0.14,21.9194,18.3684,48.21,nan,ramp_up
3.700,22.1000,0.05,21.9762,18.3684,48.21,nan,ramp_up
3.714,22.2000,0.09,22.1954,18.7705,48.21,nan,ramp_up
3.727,22.3000,0.09,22.1954,18.7705,48.21,nan,ramp_up
3.738,22.3000,0.06,22.2361,18.7705,48.21,nan,ramp_up
3.750,22.4000,0.00,22.2589,18.7705,48.21,nan,ramp_up
3.763,22.5000,0.09,22.3217,18.7705,48.21,nan,ramp_up
3.775,22.6000,0.09,22.3217,18.7705,48.21,nan,ramp_up
3.788,22.6000,0.11,22.4973,18.7705,48.21,nan,ramp_up
3.801,22.7000,0.12,22.5116,19.1175,48.21,nan,ramp_up
3.813,22.8000,0.14,22.6498,19.1175,48.17,nan,ramp_up
3.825,22.9000,0.14,22.6498,19.1175,48.17,nan,ramp_up
3.838,22.9000,0.20,22.6739,19.1175,48.17,nan,ramp_up
3.850,23.0000,0.29,22.9774,19.1175,48.17,nan,ramp_up
3.863,23.1000,0.08,23.0539,19.1175,48.17,nan,ramp_up
3.875,23.2000,0.08,23.0539,19.1175,48.17,nan,ramp_up
3.889,23.2000,0.11,23.0850,19.6579,48.17,nan,ramp_up
3.900,23.3000,0.05,23.2160,19.6579,48.21,nan,ramp_up
3.913,23.4000,0.08,23.2140,19.6579,48.21,nan,ramp_up
3.927,23.5000,-0.03,23.4546,19.6579,48.17,nan,ramp_up
3.938,23.5000,-0.03,23.4546,19.6579,48.17,nan,ramp_up
3.950,23.6000,0.01,23.3212,19.6579,48.21,nan,ramp_up
3.963,23.7000,-0.01,23.5882,19.6579,48.17,nan,ramp_up
3.975,23.8000,-0.01,23.5882,19.6579,48.17,nan,ramp_up
3.989,23.8000,-0.01,23.7056,20.1807,48.21,nan,ramp_up
4.000,23.9000,-0.01,23.7872,20.1807,48.17,nan,ramp_up
4.013,24.0000,0.06,23.7691,20.1807,48.21,nan,ramp_up
4.026,24.1000,0.06,23.7691,20.1807,48.21,nan,ramp_up
4.038,24.1000,-0.04,23.9710,20.1807,48.17,nan,ramp_up
4.050,24.2000,-0.04,24.0617,20.1807,48.17,nan,ramp_up
4.063,24.3000,0.08,24.2986,20.1807,48.17,nan,ramp_up
4.079,24.4000,0.08,24.2986,20.6965,48.17,nan,ramp_up
4.088,24.4000,0.07,24.2319,20.6965,48.17,nan,ramp_up
4.100,24.5000,0.05,24.3715,20.6965,48.17,nan,ramp_up
4.113,24.6000,0.10,24.5019,20.6965,48.17,nan,ramp_up
4.126,24.7000,0.10,24.5019,20.6965,48.17,nan,ramp_up
4.138,24.7000,0.14,24.7025,20.6965,48.17,nan,ramp_up
4.150,24.8000,0.13,24.7251,20.6965,48.17,nan,ramp_up
4.164,24.9000,0.15,24.7158,20.9469,48.17,nan,ramp_up
4.175,25.0000,0.15,24.7158,20.9469,48.17,nan,ramp_up
4.188,25.0000,0.14,24.9913,20.9469,48.17,nan,ramp_up
4.200,25.1000,0.15,25.0018,20.9469,48.17,nan,ramp_up
4.213,25.2000,0.07,24.9943,20.9469,48.17,nan,ramp_up
4.225,25.3000,0.07,24.9943,20.9469,48.17,nan,ramp_up
4.238,25.3000,0.18,25.1087,20.9469,48.17,nan,ramp_up
4.250,25.4000,0.13,25.3150,20.9469,48.13,nan,ramp_up
4.264,25.5000,0.18,25.4097,21.2002,48.13,nan,ramp_up
4.275,25.6000,0.18,25.4097,21.2002,48.13,nan,ramp_up
4.288,25.6000,0.26,25.5144,21.2002,48.13,nan,ramp_up
4.300,25.7000,0.35,25.6563,21.2002,48.13,nan,ramp_up
4.313,25.8000,0.09,25.6564,21.2002,48.13,nan,ramp_up
4.326,25.9000,0.09,25.6564,21.2002,48.13,nan,ramp_up
4.338,25.9000,0.07,25.8408,21.2002,48.13,nan,ramp_up
4.351,26.0000,0.05,25.8504,21.7003,48.17,nan,ramp_up
4.363,26.1000,0.11,26.0595,21.7003,48.13,nan,ramp_up
4.376,26.2000,0.11,26.0595,21.7003,48.13,nan,ramp_up
4.388,26.2000,0.04,26.2112,21.7003,48.13,nan,ramp_up
4.400,26.3000,0.03,26.3397,21.7003,48.13,nan,ramp_up
4.413,26.4000,0.06,26.3233,21.7003,48.13,nan,ramp_up
4.425,26.5000,0.03,26.6050,21.7003,48.10,nan,ramp_up
4.439,26.6000,0.03,26.6050,21.7003,48.10,nan,ramp_up
4.451,26.6000,-0.03,26.4063,22.4247,48.13,nan,ramp_up
4.463,26.7000,0.03,26.6825,22.4247,48.13,nan,ramp_up
4.475,26.8000,0.02,26.6445,22.4247,48.10,nan,ramp_up
4.488,26.9000,0.02,26.6445,22.4247,48.10,nan,ramp_up
4.500,26.9000,0.05,26.7462,22.4247,48.10,nan,ramp_up
4.513,27.0000,0.12,26.7840,22.4247,48.13,nan,ramp_up
4.525,27.1000,0.14,27.0200,22.4247,48.10,nan,ramp_up
4.540,27.2000,0.14,27.0200,23.0214,48.10,nan,ramp_up
4.550,27.2000,0.18,27.1604,23.0214,48.10,nan,ramp_up
4.563,27.3000,0.18,27.3363,23.0214,48.10,nan,ramp_up
4.575,27.4000,0.17,27.2448,23.0214,48.10,nan,ramp_up
4.589,27.5000,0.17,27.2448,23.0214,48.10,nan,ramp_up
4.600,27.5000,0.09,27.2914,23.0214,48.10,nan,ramp_up
4.613,27.6000,0.13,27.4949,23.0214,48.10,nan,ramp_up
4.626,27.7000,0.20,27.6785,23.3309,48.10,nan,ramp_up
4.638,27.8000,0.20,27.6785,23.3309,48.10,nan,ramp_up
4.650,27.8000,0.19,27.6525,23.3309,48.10,nan,ramp_up
4.663,27.9000,0.38,27.8824,23.3309,48.10,nan,ramp_up
4.675,28.0000,0.18,27.8200,23.3309,48.10,nan,ramp_up
4.690,28.1000,0.18,27.8200,23.3309,48.10,nan,ramp_up
4.700,28.1000,0.07,28.0746,23.3309,48.10,nan,ramp_up
4.713,28.2000,0.04,28.1682,23.3309,48.06,nan,ramp_up
4.726,28.3000,0.00,28.0870,23.8634,48.10,nan,ramp_up
4.738,28.4000,0.00,28.0870,23.8634,48.10,nan,ramp_up
4.750,28.4000,-0.00,28.3382,23.8634,48.06,nan,ramp_up
4.763,28.5000,0.13,28.3638,23.8634,48.06,nan,ramp_up
4.775,28.6000,0.03,28.4257,23.8634,48.10,nan,ramp_up
4.788,28.7000,0.03,28.4257,23.8634,48.10,nan,ramp_up
