time_s,cmd_output_torque_nm,test_vel_output_rpm,test_torque_output_nm,load_cell_nm,test_voltage_v,test_temp_c,phase
1.943,10.4000,0.05,0.0000,8.5489,48.22,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.943,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.944,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
1.945,10.4000,0.03,10.2139,8.5489,48.24,nan,ramp_up
