time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.01,0.00,-0.58,-0.03,-0.00,0.18,0.00,48.60,49.07,-0.000,nan,nan
0.05,0.00,-0.58,-0.03,-0.00,0.18,0.00,48.60,49.07,-0.000,nan,nan
0.10,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.60,49.07,-0.000,nan,nan
0.13,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.60,49.07,-0.000,nan,nan
0.18,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.60,49.07,-0.000,nan,nan
0.21,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.25,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.29,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.33,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.37,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.41,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.45,0.00,-0.58,-0.03,-0.00,0.17,0.00,48.50,49.07,-0.000,nan,nan
0.50,0.00,-0.58,-0.03,-0.00,0.17,0.03,48.50,49.07,-0.000,nan,nan
0.53,0.00,-0.05,-0.01,0.00,0.17,0.08,48.50,49.05,1.683,nan,nan
0.57,0.00,-0.24,0.02,0.11,0.17,0.14,48.60,49.05,0.130,nan,nan
0.62,-0.17,-0.46,0.04,0.11,0.17,0.23,48.60,49.09,0.130,nan,nan
0.65,-0.33,-1.46,-0.01,0.24,0.17,0.28,48.60,49.03,0.274,nan,nan
0.69,-0.67,-0.84,0.04,0.18,0.16,0.37,48.60,49.05,0.206,nan,nan
0.73,-0.67,-0.84,-0.03,0.26,0.11,0.42,48.60,49.07,0.298,nan,nan
0.77,-0.67,-0.46,0.06,0.29,0.08,0.48,48.50,49.09,0.331,nan,nan
0.82,-1.00,-0.72,0.02,0.49,0.06,0.56,48.50,49.07,0.557,nan,nan
0.85,-1.67,-0.38,0.13,0.58,0.05,0.62,48.50,49.07,0.662,nan,nan
0.89,-1.67,-0.91,2.51,0.49,0.04,0.68,48.50,49.07,0.554,nan,nan
0.93,-1.83,-0.65,2.17,0.71,0.01,0.76,48.50,49.05,0.803,nan,nan
0.97,-1.67,-1.08,2.45,0.54,-0.01,0.82,48.50,49.05,0.609,nan,nan
1.02,-2.17,-1.13,9.58,0.83,-0.06,0.90,48.50,49.05,0.941,nan,nan
1.05,-3.33,1.13,-0.23,1.04,0.07,0.96,48.60,49.09,1.181,nan,nan
1.09,-2.33,0.02,0.33,0.87,0.51,1.01,48.60,49.05,0.989,nan,nan
1.13,-2.00,-0.89,2.17,0.81,0.62,1.10,48.60,49.07,0.913,nan,nan
1.17,-3.67,1.56,1.76,1.40,0.48,1.15,48.60,49.09,1.588,nan,nan
1.22,-2.50,-1.18,1.02,1.26,0.59,1.24,48.60,49.07,1.420,nan,nan
1.25,-3.83,1.08,4.24,1.31,0.63,1.29,48.60,49.05,1.485,nan,nan
1.30,-2.83,-1.15,0.59,1.22,0.70,1.38,48.60,49.07,1.375,nan,nan
1.33,-4.33,1.08,8.04,1.54,0.67,1.43,48.60,49.07,1.740,nan,nan
1.37,-3.17,0.17,2.11,1.07,0.73,1.49,48.60,49.07,1.211,nan,nan
1.41,-5.00,1.42,2.44,1.48,0.98,1.57,48.50,49.05,1.674,nan,nan
1.45,-4.00,0.00,7.98,1.77,1.06,1.63,48.50,49.05,2.005,nan,nan
1.50,-4.33,0.55,1.96,1.61,1.06,1.72,48.50,49.07,1.827,nan,nan
1.53,-5.50,2.14,5.39,1.81,1.10,1.77,48.60,49.05,2.045,nan,nan
1.57,-4.17,-0.72,2.77,1.59,1.18,1.83,48.60,49.07,1.797,nan,nan
1.62,-6.17,2.06,7.08,1.89,1.20,1.91,48.60,49.07,2.137,nan,nan
1.65,-5.83,1.18,3.87,1.91,1.33,1.97,48.50,49.05,2.160,nan,nan
1.70,-5.00,-0.14,6.56,1.84,1.46,2.05,48.50,49.05,2.078,nan,nan
1.73,-5.00,0.02,2.42,1.76,1.44,2.11,48.50,49.09,1.988,nan,nan
1.77,-6.33,1.97,7.39,2.49,1.47,2.17,48.50,49.07,2.813,nan,nan
