time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.04,nan,nan,nan,nan,0.04,nan,nan,nan,nan,nan,nan
0.08,nan,nan,nan,nan,0.04,nan,48.90,nan,nan,nan,nan
0.12,nan,nan,nan,nan,0.04,nan,48.90,nan,nan,nan,nan
0.16,nan,nan,nan,nan,0.04,nan,48.90,nan,nan,nan,nan
0.20,nan,nan,nan,nan,0.04,nan,49.00,nan,nan,nan,nan
0.24,nan,nan,nan,nan,0.04,nan,49.00,nan,nan,nan,nan
0.28,nan,nan,nan,nan,0.04,nan,49.00,nan,nan,nan,nan
0.32,nan,nan,nan,nan,0.04,nan,48.90,nan,nan,nan,nan
0.36,nan,nan,nan,nan,0.04,nan,48.90,nan,nan,nan,nan
0.40,nan,nan,nan,nan,0.04,nan,48.90,nan,nan,nan,nan
0.44,nan,nan,nan,nan,0.04,nan,49.00,nan,nan,nan,nan
0.48,nan,nan,nan,nan,0.04,nan,49.00,nan,nan,nan,nan
0.52,nan,nan,nan,nan,0.04,0.05,49.00,nan,nan,nan,nan
0.56,2.17,-0.31,-0.06,-0.25,0.04,0.10,48.90,49.05,-0.282,nan,nan
0.60,0.17,1.42,-0.01,-0.15,0.04,0.15,48.90,49.07,-0.173,nan,nan
0.64,0.00,0.89,0.05,0.24,0.04,0.22,48.90,49.07,0.274,nan,nan
0.68,0.00,0.10,0.00,0.21,0.04,0.28,48.50,49.05,0.235,nan,nan
0.72,0.00,0.10,0.03,0.21,0.04,0.35,48.50,49.07,0.234,nan,nan
0.76,-0.17,0.24,0.02,0.56,0.04,0.40,48.60,49.05,0.417,nan,nan
0.80,-0.33,0.02,0.04,0.50,0.04,0.45,48.60,49.05,0.571,nan,nan
0.84,-0.33,-0.36,0.04,0.47,0.04,0.53,48.60,49.09,0.527,nan,nan
0.88,-0.33,-0.72,0.03,0.39,0.04,0.57,48.60,49.09,0.505,nan,nan
0.92,-0.50,-1.20,0.06,0.40,0.04,0.62,48.70,49.09,0.453,nan,nan
0.96,-0.50,-1.51,0.03,0.55,0.03,0.70,48.70,49.05,0.625,nan,nan
1.00,-1.00,-0.77,0.15,0.65,0.02,0.75,48.70,49.09,0.738,nan,nan
1.04,-0.83,-0.36,0.79,0.68,-0.02,0.82,48.70,49.05,0.772,nan,nan
1.08,-0.83,-0.60,6.78,0.66,-0.08,0.88,48.70,49.07,0.752,nan,nan
1.12,-1.83,1.18,4.69,0.82,0.02,0.93,48.70,49.05,0.928,nan,nan
1.16,-1.00,0.91,0.37,0.93,0.49,1.00,48.50,49.07,1.054,nan,nan
1.20,-0.83,-0.22,2.44,1.22,0.88,1.05,48.50,49.05,1.382,nan,nan
1.23,-0.83,-0.46,0.12,1.03,0.90,1.10,48.50,49.05,1.160,nan,nan
1.28,-1.00,-0.38,0.68,0.99,0.80,1.17,48.60,49.09,1.121,nan,nan
1.32,-1.50,0.34,1.89,1.10,0.66,1.23,48.60,49.10,1.247,nan,nan
1.36,-1.33,-0.60,1.30,1.25,0.58,1.30,48.60,49.09,1.409,nan,nan
1.40,-2.00,1.18,0.49,1.54,0.60,1.35,48.60,49.05,1.746,nan,nan
1.44,-1.33,-0.12,0.71,1.38,0.85,1.40,48.60,49.05,1.558,nan,nan
1.48,-1.67,-0.48,1.61,1.39,0.93,1.48,48.60,49.07,1.573,nan,nan
1.52,-2.33,0.65,0.93,1.59,0.78,1.52,48.50,49.05,1.798,nan,nan
1.56,-2.00,-0.10,4.20,1.20,0.79,1.60,48.50,49.09,1.363,nan,nan
1.60,-1.17,0.02,-2.02,1.55,0.96,1.65,48.50,49.05,1.758,nan,nan
1.64,-2.00,-0.29,0.69,1.60,1.06,1.70,48.60,49.05,1.805,nan,nan
1.68,-2.67,1.03,5.60,1.61,0.87,1.77,48.60,49.07,1.825,nan,nan
1.72,-1.00,-0.14,0.93,1.60,1.02,1.82,48.60,49.07,1.809,nan,nan
1.76,-1.83,-0.22,0.61,1.78,1.35,1.88,48.60,49.03,2.017,nan,nan
1.80,-2.50,0.38,5.27,1.82,1.18,1.95,48.60,49.03,2.059,nan,nan
1.84,-2.17,1.13,-0.98,1.80,1.16,2.00,48.60,49.07,2.042,nan,nan
1.88,-1.67,-0.58,0.15,1.95,1.45,2.08,48.60,49.07,2.212,nan,nan
1.92,-3.00,1.25,7.22,1.63,1.28,2.12,48.60,49.05,1.846,nan,nan
1.96,-2.17,1.51,-2.35,1.80,1.21,2.17,48.60,49.09,2.037,nan,nan
2.00,-2.33,0.00,0.43,2.06,1.50,2.25,48.60,49.05,2.331,nan,nan
2.04,-3.67,2.45,7.28,2.71,1.42,2.30,48.60,49.05,3.066,nan,nan
2.08,-1.83,0.12,0.53,2.24,1.52,2.35,48.60,49.09,2.530,nan,nan
2.11,-2.50,0.19,3.88,2.21,1.67,2.42,48.60,49.07,2.501,nan,nan
2.16,-3.67,2.66,1.85,2.61,1.65,2.48,48.60,49.07,2.955,nan,nan
2.20,-2.33,0.29,1.58,2.46,1.84,2.55,48.60,49.05,2.789,nan,nan
2.24,-3.67,1.90,6.70,2.83,1.84,2.60,48.70,49.05,3.203,nan,nan
2.28,-2.17,0.34,-0.06,2.52,1.89,2.67,48.70,49.07,2.855,nan,nan
2.32,-2.50,-0.31,7.03,2.34,1.92,2.73,48.70,49.09,2.649,nan,nan
2.36,-4.33,3.29,-0.58,2.40,1.93,2.77,48.50,49.05,2.719,nan,nan
2.40,-2.83,-0.10,4.87,2.55,2.00,2.85,48.50,49.07,2.994,nan,nan
2.44,-3.67,2.50,-0.08,2.76,1.94,2.90,48.60,49.07,3.183,nan,nan
2.48,-2.83,1.08,4.69,2.60,2.18,2.95,48.60,49.05,2.947,nan,nan
2.52,-4.17,2.78,7.14,2.72,2.30,3.02,48.60,49.05,3.081,nan,nan
2.56,-3.33,1.20,4.98,3.06,2.38,3.08,48.60,49.07,3.462,nan,nan
2.60,-4.67,2.71,4.55,3.20,2.39,3.12,48.60,49.05,3.621,nan,nan
2.64,-3.17,0.60,2.34,2.88,2.47,3.20,48.60,49.03,3.255,nan,nan
2.68,-4.33,3.10,0.44,3.20,2.50,3.25,48.60,49.09,3.625,nan,nan
2.72,-3.67,1.70,6.52,3.41,2.58,3.30,48.50,49.07,3.853,nan,nan
2.76,-5.00,3.41,2.22,3.30,2.63,3.37,48.50,49.05,3.735,nan,nan
2.80,-4.83,2.66,6.80,3.29,2.74,3.42,48.60,49.05,3.724,nan,nan
2.84,-4.17,3.02,2.38,3.36,2.83,3.50,48.60,49.09,3.801,nan,nan
2.88,-4.00,1.39,7.82,3.35,2.91,3.55,48.60,49.03,3.792,nan,nan
2.92,-4.67,3.05,0.12,3.54,2.83,3.60,48.60,49.09,4.004,nan,nan
2.96,-4.17,1.70,8.49,4.00,2.88,3.67,48.50,49.05,4.526,nan,nan
3.00,-3.83,1.85,2.57,3.54,2.96,3.73,48.50,49.07,4.007,nan,nan
3.04,-5.17,3.17,4.05,3.80,3.08,3.80,48.50,49.07,4.295,nan,nan
3.08,-4.17,2.11,6.90,4.10,3.13,3.85,48.60,49.01,4.639,nan,nan
3.12,-4.33,2.66,1.80,3.95,3.16,3.90,48.60,49.05,4.465,nan,nan
3.16,-5.17,2.74,6.77,3.70,3.18,3.97,48.60,49.07,4.189,nan,nan
3.19,-5.17,3.55,4.58,4.46,3.23,4.03,48.50,49.03,5.044,nan,nan
3.24,-4.17,1.32,7.65,3.69,3.28,4.10,48.50,49.09,4.175,nan,nan
3.28,-5.50,3.07,4.74,4.13,3.22,4.15,48.50,49.05,4.721,nan,nan
3.32,-5.33,3.31,7.01,4.74,3.32,4.20,48.50,49.09,5.363,nan,nan
3.36,-4.00,1.44,5.11,3.65,3.34,4.28,48.50,49.03,4.128,nan,nan
3.40,-5.33,3.77,2.55,4.53,3.24,4.33,48.50,49.07,5.124,nan,nan
3.44,-5.50,3.12,9.35,3.92,3.41,4.38,48.50,49.03,4.433,nan,nan
3.48,-5.17,3.74,4.81,4.08,3.56,4.45,48.50,49.01,4.622,nan,nan
3.52,-4.50,0.77,5.85,3.80,3.59,4.50,48.60,49.07,4.301,nan,nan
3.56,-7.33,5.59,6.94,4.61,3.34,4.58,48.60,49.05,5.215,nan,nan
3.60,-5.00,3.29,10.55,4.97,3.48,4.62,48.60,49.03,5.623,nan,nan
3.64,-6.67,5.09,4.16,4.33,3.67,4.67,48.60,49.03,4.901,nan,nan
3.68,-5.00,2.50,6.45,3.88,3.75,4.75,48.60,49.03,4.389,nan,nan
3.72,-6.00,4.56,1.25,4.74,3.66,4.80,48.60,49.09,5.369,nan,nan
3.76,-6.00,3.34,9.72,4.98,3.83,4.85,48.60,49.07,5.630,nan,nan
3.80,-6.33,4.10,5.04,4.70,3.94,4.92,48.60,49.07,5.322,nan,nan
3.84,-6.50,4.01,14.54,4.68,3.93,4.97,48.60,49.05,5.301,nan,nan
3.88,-5.83,4.44,0.13,4.72,3.87,5.03,48.60,49.07,5.341,nan,nan
3.92,-6.67,4.01,9.10,5.21,4.08,5.10,48.60,49.05,5.900,nan,nan
3.96,-5.33,2.50,1.93,4.77,4.21,5.15,48.60,49.07,5.400,nan,nan
4.00,-7.83,5.38,10.49,5.52,4.10,5.20,48.50,49.05,6.251,nan,nan
4.04,-5.00,2.18,2.30,4.89,4.13,5.28,48.50,49.09,5.530,nan,nan
4.08,-6.83,4.90,5.12,5.09,4.25,5.32,48.50,49.05,5.754,nan,nan
4.12,-5.83,2.62,10.38,4.50,4.29,5.40,48.50,49.03,5.096,nan,nan
4.16,-5.67,3.19,4.01,4.82,4.25,5.45,48.50,49.05,5.455,nan,nan
4.20,-7.17,4.82,8.56,5.87,4.46,5.50,48.50,49.05,6.638,nan,nan
4.24,-6.17,3.67,3.21,4.94,4.59,5.57,48.50,49.05,5.588,nan,nan
4.28,-7.17,5.02,5.07,5.55,4.58,5.62,48.50,49.09,6.275,nan,nan
4.32,-7.33,5.23,7.40,4.98,4.66,5.70,48.50,49.07,5.635,nan,nan
4.36,-7.33,5.23,4.99,5.42,4.73,5.75,48.50,49.05,6.138,nan,nan
4.40,-6.17,3.38,8.49,5.52,4.75,5.80,48.50,49.07,6.251,nan,nan
