time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.00,0.00,-0.62,0.25,0.09,0.07,0.00,48.50,49.09,0.096,nan,nan
0.04,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.08,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.12,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.16,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.20,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.24,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.28,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.32,0.00,-0.62,0.25,0.09,0.07,0.00,48.50,49.09,0.096,nan,nan
0.36,0.00,-0.62,0.25,0.09,0.07,0.00,48.50,49.09,0.096,nan,nan
0.40,0.00,-0.62,0.25,0.09,0.07,0.00,48.50,49.09,0.096,nan,nan
0.44,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.48,0.00,-0.62,0.25,0.09,0.07,0.00,48.60,49.09,0.096,nan,nan
0.52,0.00,-0.62,0.25,0.09,0.07,0.06,48.60,49.09,0.096,nan,nan
0.56,0.00,-1.08,-0.03,0.06,0.07,0.14,48.40,49.07,0.068,nan,nan
0.60,-0.67,-1.08,0.00,0.14,0.06,0.20,48.40,49.05,0.164,nan,nan
0.64,-1.50,-1.06,-0.06,0.23,0.04,0.28,48.60,49.07,0.262,nan,nan
0.68,-2.00,-0.65,0.24,0.24,0.00,0.34,48.60,49.07,0.269,nan,nan
0.72,-2.67,-1.39,2.96,0.16,-0.15,0.39,48.60,49.09,0.178,nan,nan
0.77,-2.67,-1.30,6.36,0.26,-0.35,0.48,48.60,49.09,0.299,nan,nan
0.80,-3.33,-0.91,5.96,0.43,-0.27,0.53,48.60,49.05,0.485,nan,nan
0.84,-3.83,-0.38,5.42,0.52,-0.04,0.59,48.60,49.07,0.588,nan,nan
0.88,-4.17,-0.70,5.86,0.71,0.11,0.68,48.60,49.09,0.804,nan,nan
0.92,-5.17,-0.53,3.17,0.37,0.21,0.73,48.60,49.09,0.421,nan,nan
0.97,-5.33,-0.43,8.58,0.54,0.20,0.82,48.60,49.05,0.610,nan,nan
1.00,-6.00,-0.22,4.69,0.60,0.21,0.87,48.60,49.09,0.679,nan,nan
1.04,-6.67,0.10,5.49,0.91,0.39,0.93,48.60,49.07,1.030,nan,nan
1.08,-7.17,-0.07,9.02,1.06,0.48,1.01,48.60,49.07,1.199,nan,nan
1.12,-8.00,0.17,6.94,1.10,0.48,1.07,48.60,49.05,1.242,nan,nan
1.17,-8.67,0.67,9.80,0.94,0.54,1.15,48.60,49.07,1.065,nan,nan
1.20,-8.67,0.00,7.55,1.01,0.60,1.21,48.60,49.07,1.143,nan,nan
1.24,-9.50,0.82,9.25,1.00,0.67,1.29,48.60,49.07,1.126,nan,nan
1.28,-9.67,-0.02,9.16,1.04,0.73,1.35,48.50,49.07,1.173,nan,nan
1.32,-10.67,0.62,9.91,1.06,0.81,1.41,48.50,49.07,1.201,nan,nan
1.36,-11.33,0.98,10.28,1.31,0.87,1.49,48.50,49.05,1.480,nan,nan
