time_s,load_velocity,load_torque,test_velocity,test_torque,loadcell_torque_nm,cmd_torque_nm,load_voltage,test_voltage,test_q_A,kp,kd
0.04,nan,nan,nan,nan,0.00,nan,nan,nan,nan,nan,nan
0.08,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.12,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.16,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.20,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.24,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.28,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.32,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.36,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.40,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.44,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.48,nan,nan,nan,nan,0.00,nan,48.10,nan,nan,nan,nan
0.52,nan,nan,nan,nan,0.00,0.01,48.10,nan,nan,nan,nan
0.56,0.00,-0.02,0.03,-0.29,0.00,0.01,48.10,48.22,-0.323,nan,nan
0.60,0.00,-0.55,0.78,0.10,0.00,0.02,48.10,48.22,0.108,nan,nan
0.64,0.00,-0.43,-0.01,0.01,0.00,0.03,48.10,48.21,0.007,nan,nan
0.68,0.00,-0.82,0.03,0.05,0.01,0.04,47.80,48.22,0.053,nan,nan
0.72,-0.17,-0.77,-0.02,0.00,0.01,0.04,47.80,48.24,0.000,nan,nan
0.76,-0.17,-1.20,0.06,-0.06,0.00,0.05,47.80,48.22,-0.064,nan,nan
0.80,-0.33,-1.13,0.05,0.00,-0.02,0.06,47.60,48.19,0.000,nan,nan
0.84,-0.50,-1.30,-0.02,0.05,-0.05,0.07,47.60,48.21,0.057,nan,nan
0.88,-0.67,-1.44,0.06,0.10,-0.06,0.07,47.60,48.22,0.115,nan,nan
0.92,-0.67,-0.77,2.01,0.35,-0.10,0.08,47.70,48.22,0.399,nan,nan
0.96,-0.50,-1.03,-0.24,0.00,-0.12,0.09,47.70,48.22,0.000,nan,nan
1.00,-0.67,-1.18,0.07,0.12,-0.12,0.10,47.70,48.22,0.130,nan,nan
1.04,-0.83,-1.27,0.97,0.05,-0.18,0.10,47.70,48.24,0.055,nan,nan
1.08,-0.83,-1.32,0.10,0.13,-0.35,0.11,47.70,48.22,0.151,nan,nan
1.12,-0.83,-1.68,0.83,0.12,-0.57,0.12,47.70,48.21,0.138,nan,nan
1.16,-0.83,-1.63,0.54,0.09,-0.73,0.13,47.80,48.22,0.100,nan,nan
1.20,-1.50,-1.32,4.33,-0.09,-0.78,0.13,47.80,48.19,-0.100,nan,nan
1.24,-1.67,-0.36,4.76,0.24,-0.65,0.14,47.70,48.19,0.277,nan,nan
1.28,-1.33,-0.10,-1.31,0.15,-0.34,0.15,47.70,48.21,0.172,nan,nan
1.32,-1.17,-0.67,0.17,0.25,-0.13,0.16,47.70,48.21,0.285,nan,nan
1.36,-1.00,-1.66,0.34,0.10,-0.20,0.17,47.70,48.21,0.112,nan,nan
1.40,-1.67,-0.98,2.93,-0.15,-0.45,0.17,47.80,48.24,-0.166,nan,nan
1.44,-2.17,-0.17,5.82,0.41,-0.52,0.18,47.80,48.21,0.459,nan,nan
1.48,-2.00,0.05,0.40,0.15,-0.28,0.19,47.80,48.24,0.170,nan,nan
1.52,-1.50,-1.03,0.14,0.15,-0.10,0.19,47.80,48.21,0.170,nan,nan
1.56,-1.50,-1.70,0.79,0.02,-0.12,0.20,47.80,48.19,0.023,nan,nan
1.60,-2.17,-0.41,6.80,0.41,-0.23,0.21,47.80,48.24,0.470,nan,nan
1.64,-2.17,-0.05,-0.11,0.21,-0.19,0.22,47.70,48.21,0.238,nan,nan
1.68,-1.33,-2.02,0.25,0.23,-0.08,0.22,47.70,48.21,0.256,nan,nan
1.72,-2.33,-1.51,4.81,0.15,-0.09,0.23,47.70,48.21,0.171,nan,nan
1.76,-2.00,-0.79,0.02,0.28,-0.13,0.24,47.70,48.21,0.317,nan,nan
1.80,-2.33,-0.58,0.16,0.27,-0.08,0.25,47.70,48.21,0.300,nan,nan
1.84,-2.00,-2.62,2.32,-0.09,-0.15,0.26,47.70,48.22,-0.100,nan,nan
1.88,-2.83,-0.60,8.16,0.37,-0.37,0.26,47.70,48.22,0.424,nan,nan
1.92,-2.67,-0.70,4.99,0.42,-0.32,0.27,47.70,48.21,0.472,nan,nan
1.96,-2.50,-0.82,-0.82,0.35,-0.08,0.28,47.70,48.22,0.391,nan,nan
2.00,-2.67,-0.72,0.04,0.29,0.00,0.28,47.70,48.22,0.326,nan,nan
2.04,-2.67,-1.13,0.18,0.18,-0.02,0.29,47.70,48.21,0.203,nan,nan
2.08,-3.17,-0.89,6.21,0.07,-0.18,0.30,47.70,48.21,0.079,nan,nan
2.12,-3.17,-0.17,6.03,0.06,-0.31,0.31,47.70,48.21,0.064,nan,nan
2.16,-3.00,-0.43,2.90,0.12,-0.18,0.32,47.70,48.22,0.130,nan,nan
2.20,-3.00,-1.06,0.08,0.37,-0.01,0.33,47.70,48.22,0.422,nan,nan
2.24,-2.50,-1.30,0.02,0.35,0.00,0.33,47.80,48.22,0.392,nan,nan
2.28,-3.33,-1.37,5.68,0.19,-0.06,0.34,47.80,48.21,0.218,nan,nan
2.32,-3.67,-0.10,6.74,0.63,-0.14,0.35,47.80,48.19,0.715,nan,nan
2.36,-3.50,-0.48,2.16,0.07,-0.07,0.35,47.70,48.19,0.083,nan,nan
2.40,-3.17,-0.62,4.35,0.27,0.01,0.36,47.70,48.22,0.310,nan,nan
2.44,-3.17,-1.54,-0.22,0.80,0.04,0.37,47.70,48.24,0.900,nan,nan
