time_s,odrive_pos_rad,output_pos_rad,diff_rad
3.939264,61.523266,2.564432,58.958833
3.942185,61.548600,2.562898,58.985702
3.945233,61.574438,2.561364,59.013074
3.948467,61.597118,2.559447,59.037671
3.951065,61.619103,2.557529,59.061574
3.954756,61.646242,2.555995,59.090246
3.957722,61.676795,2.554845,59.121950
3.960710,61.699793,2.551777,59.148016
3.964341,61.734643,2.549860,59.184784
3.968831,61.767971,2.548326,59.219646
3.970280,61.787248,2.546025,59.241223
3.973700,61.812834,2.544107,59.268727
3.976570,61.834640,2.542573,59.292067
3.979841,61.857703,2.541423,59.316281
3.982511,61.876794,2.539505,59.337289
3.985479,61.899049,2.538355,59.360694
3.988598,61.925690,2.536437,59.389253
3.991393,61.949880,2.534136,59.415744
3.994782,61.982225,2.531835,59.450390
3.998226,62.011257,2.529918,59.481339
4.000899,62.038186,2.527233,59.510952
4.004223,62.065030,2.525699,59.539331
4.007464,62.096040,2.523782,59.572258
4.010382,62.113327,2.521481,59.591846
4.013743,62.137565,2.519947,59.617618
4.018266,62.170156,2.518796,59.651360
4.019773,62.183674,2.516879,59.666795
4.022943,62.207888,2.515345,59.692543
4.025889,62.231665,2.513044,59.718621
4.029225,62.257180,2.511127,59.746053
4.031886,62.279015,2.509209,59.769806
4.035071,62.301132,2.508059,59.793073
4.038433,62.324213,2.506525,59.817689
4.041315,62.349087,2.504224,59.844863
4.044302,62.370568,2.502306,59.868262
4.047402,62.398456,2.501156,59.897300
4.050211,62.411806,2.500389,59.911417
4.053195,62.433198,2.498471,59.934727
4.056143,62.455393,2.497321,59.958072
4.059623,62.478774,2.494636,59.984138
4.062258,62.500891,2.492719,60.008172
4.065143,62.522948,2.490801,60.032146
4.068567,62.544669,2.490801,60.053868
4.070929,62.566061,2.488500,60.077561
4.074375,62.592456,2.486199,60.106257
4.077559,62.619708,2.484282,60.135426
4.080503,62.633298,2.483515,60.149784
4.083971,62.652881,2.481981,60.170900
4.088206,62.675243,2.480830,60.194413
4.090038,62.684010,2.479296,60.204713
4.093788,62.707061,2.477762,60.229299
4.098384,62.736495,2.476612,60.259883
4.099683,62.751427,2.475461,60.275965
4.103551,62.776528,2.472394,60.304134
4.108193,62.812481,2.471627,60.340854
4.109789,62.824405,2.469709,60.354696
4.113047,62.845857,2.467792,60.378065
4.116351,62.864216,2.467025,60.397192
4.119579,62.880066,2.466641,60.413425
4.122508,62.894866,2.465107,60.429759
4.125408,62.905940,2.464340,60.441599
4.129788,62.923610,2.463190,60.460421
4.131609,62.934330,2.461656,60.472675
4.134822,62.951138,2.460889,60.490249
4.137889,62.970972,2.459355,60.511617
4.140785,62.987205,2.457054,60.530151
4.144045,63.011473,2.455903,60.555569
4.148487,63.042811,2.453986,60.588826
4.150368,63.056857,2.452835,60.604022
4.153789,63.076463,2.452068,60.624395
4.158219,63.096728,2.450918,60.645811
4.159733,63.101558,2.449767,60.651791
4.163274,63.113440,2.449000,60.664440
4.166353,63.123861,2.447850,60.676011
4.169534,63.134718,2.447466,60.687252
4.172565,63.146427,2.446699,60.699728
4.175569,63.155871,2.445549,60.710322
4.179219,63.171702,2.444782,60.726920
4.181678,63.181499,2.444015,60.737484
4.184816,63.197534,2.442481,60.755053
4.187881,63.214336,2.441330,60.773005
4.190794,63.228860,2.440180,60.788681
4.194029,63.248712,2.440180,60.808532
4.198300,63.271596,2.439029,60.832567
4.199569,63.279086,2.437112,60.841974
4.203245,63.293905,2.435961,60.857943
4.206254,63.302839,2.435961,60.866878
4.209372,63.311438,2.434811,60.876627
4.212285,63.319641,2.434428,60.885213
4.215214,63.324716,2.434044,60.890672
4.218477,63.332422,2.433277,60.899145
4.221614,63.340362,2.432894,60.907468
4.224778,63.349745,2.432127,60.917619
4.227880,63.359794,2.431360,60.928435
4.230887,63.371479,2.430209,60.941270
4.233981,63.380143,2.429826,60.950318
4.238180,63.394566,2.428675,60.965891
4.240389,63.398917,2.428292,60.970625
4.243936,63.405879,2.428292,60.977588
4.248291,63.414628,2.427525,60.987103
4.249696,63.419655,2.426758,60.992898
4.253949,63.427062,2.426374,61.000687
4.258426,63.438123,2.425224,61.012899
4.259969,63.443372,2.425224,61.018148
4.263721,63.454188,2.424457,61.029731
4.269285,63.465225,2.424073,61.041152
4.270006,63.475274,2.423306,61.051968
4.273895,63.483771,2.422539,61.061232
4.277318,63.495174,2.422156,61.073018
4.280673,63.499093,2.421772,61.077321
4.284564,63.504078,2.421005,61.083073
4.287759,63.506571,2.421005,61.085566
4.290484,63.507236,2.420622,61.086614
4.293854,63.508015,2.420622,61.087393
4.298248,63.509279,2.421389,61.087891
4.299648,63.509771,2.420622,61.089149
4.303072,63.512503,2.420622,61.091881
4.305978,63.515002,2.420622,61.094380
4.309137,63.518879,2.419855,61.099024
4.312039,63.522804,2.419855,61.102949
4.314802,63.526099,2.419855,61.106245
4.318000,63.530312,2.419088,61.111224
4.320766,63.533398,2.419088,61.114310
4.324167,63.535633,2.418704,61.116928
4.328237,63.534734,2.419088,61.115646
4.329819,63.533446,2.419471,61.113974
4.333536,63.532265,2.419088,61.113177
4.338136,63.532235,2.419088,61.113147
4.339537,63.533643,2.419088,61.114556
4.342496,63.534117,2.419088,61.115029
4.345654,63.534332,2.419088,61.115245
4.349266,63.532481,2.419088,61.113393
4.351975,63.531480,2.419088,61.112392
4.355433,63.531888,2.419088,61.112800
4.359116,63.531109,2.419471,61.111637
4.361598,63.530563,2.419471,61.111092
4.364522,63.530162,2.419471,61.110691
4.368151,63.528586,2.419855,61.108731
4.370539,63.526890,2.419855,61.107035
4.373889,63.525836,2.419471,61.106364
4.377456,63.523505,2.420238,61.103266
4.380854,63.522384,2.419855,61.102529
4.384298,63.519334,2.420238,61.099096
4.387646,63.515673,2.419471,61.096202
4.390187,63.513210,2.419855,61.093355
4.393664,63.507056,2.420238,61.086818
4.398487,63.499009,2.421005,61.078004
4.400408,63.495983,2.421005,61.074978
4.404071,63.490680,2.421005,61.069675
4.408215,63.487414,2.421772,61.065642
4.409697,63.485952,2.421389,61.064563
4.413590,63.484065,2.421389,61.062676
4.418376,63.480361,2.422156,61.058206
4.419649,63.476059,2.422539,61.053520
4.422653,63.468419,2.423306,61.045113
4.425708,63.455704,2.424073,61.031631
4.429168,63.442797,2.424457,61.018340
4.431727,63.431682,2.425224,61.006458
4.434675,63.418990,2.426374,60.992616
4.437775,63.401781,2.427525,60.974256
4.440504,63.392996,2.428292,60.964705
4.443949,63.377729,2.429442,60.948286
4.448321,63.360897,2.430209,60.930688
4.449704,63.353898,2.431360,60.922538
4.453296,63.343579,2.432127,60.911453
4.458379,63.334567,2.432894,60.901674
4.459552,63.324483,2.433661,60.890822
4.462798,63.315099,2.434428,60.880671
4.465939,63.300292,2.435195,60.865098
4.465939,63.300292,2.436728,60.863564
4.473077,63.273406,2.437112,60.836294
4.475276,63.260013,2.438262,60.821751
4.479228,63.246106,2.439413,60.806693
4.481819,63.235757,2.440180,60.795577
4.485043,63.222473,2.440563,60.781909
4.488342,63.213149,2.442097,60.771052
4.490935,63.200763,2.442864,60.757899
4.493963,63.190229,2.444015,60.746214
4.498121,63.169976,2.444782,60.725194
4.499805,63.158154,2.446316,60.711838
4.503195,63.135503,2.447466,60.688037
4.506214,63.113572,2.450151,60.663421
4.509425,63.089622,2.450918,60.638704
4.512386,63.070123,2.452452,60.617672
4.515330,63.054616,2.453219,60.601397
4.519212,63.039324,2.453602,60.585722
4.521323,63.027729,2.455136,60.572593
4.524402,63.017986,2.455903,60.562083
4.527513,63.007248,2.456670,60.550578
4.530257,62.996588,2.457437,60.539151
4.533474,62.984934,2.458204,60.526729
4.538147,62.960396,2.460889,60.499507
4.539553,62.947651,2.462039,60.485611
4.542791,62.926001,2.463190,60.462811
4.545719,62.902003,2.465107,60.436896
4.549180,62.875661,2.466258,60.409404
4.551705,62.849722,2.468175,60.381546
4.554663,62.827119,2.470476,60.356643
4.558080,62.805320,2.471627,60.333693
4.561711,62.786942,2.473161,60.313782
4.564179,62.769847,2.474311,60.295536
4.568521,62.751499,2.475461,60.276037
4.570565,62.740294,2.476228,60.264065
4.573987,62.722120,2.477379,60.244741
4.578124,62.697983,2.478529,60.219454
4.580601,62.683063,2.480830,60.202232
4.584227,62.648824,2.482748,60.166076
4.587695,62.619277,2.484665,60.134612
4.590326,62.593750,2.487350,60.106401
4.593634,62.566678,2.489267,60.077411
4.598172,62.538449,2.490801,60.047648
4.600522,62.522882,2.492335,60.030546
4.604056,62.498608,2.494253,60.004355
4.608184,62.474256,2.495403,59.978853
4.610567,62.458503,2.496170,59.962332
4.613511,62.434702,2.498471,59.936231
4.618173,62.400816,2.500389,59.900428
4.619661,62.387526,2.502690,59.884836
4.623260,62.354096,2.503840,59.850256
4.628118,62.315770,2.506141,59.809629
4.629516,62.301791,2.507675,59.794116
4.633045,62.273137,2.509593,59.763544
4.638723,62.246478,2.512277,59.734201
4.639595,62.221401,2.513811,59.707590
4.642802,62.196701,2.515345,59.681356
4.645697,62.174351,2.517262,59.657088
4.649373,62.149286,2.519180,59.630106
4.652390,62.124179,2.521481,59.602698
4.655490,62.101043,2.523015,59.578028
4.659221,62.075121,2.525316,59.549805
4.661930,62.048330,2.526850,59.521481
4.665087,62.022271,2.529151,59.493120
4.669113,61.989608,2.530301,59.459306
4.671181,61.963524,2.532219,59.431305
4.674686,61.935157,2.534136,59.401021
4.677727,61.902686,2.537204,59.365482
4.680876,61.880054,2.538355,59.341699
4.684265,61.854456,2.539505,59.314950
4.687319,61.822524,2.542190,59.280334
4.690278,61.802995,2.544107,59.258888
4.693655,61.772849,2.546025,59.226824
4.698172,61.729634,2.547942,59.181692
4.699607,61.716997,2.551010,59.165987
4.702928,61.685436,2.552544,59.132892
4.705957,61.658933,2.554462,59.104472
4.709167,61.633844,2.555612,59.078232
4.711916,61.611655,2.557913,59.053742
4.714839,61.588556,2.558680,59.029876
4.717942,61.559122,2.561748,58.997374
4.720755,61.532589,2.563665,58.968924
4.724195,61.497799,2.566350,58.931449
4.728422,61.456843,2.568651,58.888192
4.730498,61.432707,2.570952,58.861755
4.734150,61.400949,2.572486,58.828463
4.738090,61.366632,2.575170,58.791462
4.739683,61.352700,2.577088,58.775612
4.743429,61.322326,2.578622,58.743704
4.748299,61.293294,2.580539,58.712755
4.749770,61.260733,2.583607,58.677126
4.752826,61.229311,2.585525,58.643786
4.756077,61.198116,2.587059,58.611057
4.759222,61.170300,2.588976,58.581324
4.762003,61.145906,2.590894,58.555013
4.764774,61.121015,2.592811,58.528204
4.768273,61.092822,2.594729,58.498094
4.770779,61.065852,2.597029,58.468822
4.774283,61.031882,2.600481,58.431401
4.777391,60.989806,2.602782,58.387024
4.780553,60.965789,2.605083,58.360707
4.784079,60.930172,2.606233,58.323939
4.788418,60.890588,2.609301,58.281287
4.789853,60.873541,2.611219,58.262322
4.793642,60.839404,2.613136,58.226268
4.798713,60.810456,2.615821,58.194635
4.799633,60.782341,2.617355,58.164986
4.803115,60.749528,2.619656,58.129872
4.806332,60.720658,2.622724,58.097934
4.809281,60.691650,2.624641,58.067009
4.812488,60.662343,2.626559,58.035784
4.815427,60.633653,2.628476,58.005177
4.818651,60.607090,2.629627,57.977463
4.821163,60.579376,2.632695,57.946682
4.824622,60.544017,2.634995,57.909021
4.827656,60.508945,2.637296,57.871648
4.830765,60.484281,2.639214,57.845067
4.834289,60.447082,2.641131,57.805951
4.837859,60.408133,2.644199,57.763934
4.841043,60.379263,2.647267,57.731996
4.845000,60.340321,2.649185,57.691136
4.848702,60.306429,2.651102,57.655327
4.851483,60.283180,2.653403,57.629777
4.854965,60.252369,2.655321,57.597048
4.858025,60.221575,2.657622,57.563953
4.860791,60.196091,2.660306,57.535784
4.864275,60.159868,2.662991,57.496878
4.868775,60.119661,2.664908,57.454753
4.869791,60.096502,2.666826,57.429676
4.873557,60.067985,2.669510,57.398475
4.878131,60.026160,2.671044,57.355116
4.879717,60.011306,2.672578,57.338728
4.883050,59.979374,2.674879,57.304495
4.885954,59.950732,2.677563,57.273168
4.889181,59.918991,2.679097,57.239894
4.891976,59.890511,2.682165,57.208345
4.894898,59.861197,2.684466,57.176731
4.897800,59.834149,2.686000,57.148149
4.900520,59.811709,2.687534,57.124174
4.903696,59.785379,2.689452,57.095927
4.906408,59.760254,2.691753,57.068501
4.909299,59.733428,2.692903,57.040524
4.912222,59.705043,2.695971,57.009072
4.915287,59.673171,2.697505,56.975666
4.918380,59.641694,2.699806,56.941888
4.921219,59.613316,2.702107,56.911209
4.924644,59.584320,2.704025,56.880295
4.927958,59.556013,2.707093,56.848921
4.930871,59.531128,2.708627,56.822501
4.934089,59.501509,2.711695,56.789814
4.937723,59.461607,2.713612,56.747995
4.941404,59.431407,2.716680,56.714727
4.944757,59.401560,2.718214,56.683346
4.948034,59.371127,2.719748,56.651379
4.951278,59.345097,2.722432,56.622664
4.954237,59.319546,2.723583,56.595964
4.957449,59.284924,2.725884,56.559040
4.960517,59.264958,2.727801,56.537157
4.963583,59.236711,2.729335,56.507376
4.966440,59.209669,2.732020,56.477649
4.969260,59.182171,2.733937,56.448234
4.972435,59.154967,2.736622,56.418345
4.975311,59.128787,2.737389,56.391399
4.978718,59.099726,2.740840,56.358886
4.981837,59.072378,2.742758,56.329620
4.984844,59.047127,2.744675,56.302452
4.987925,59.020468,2.745442,56.275026
4.990536,58.999897,2.747360,56.252538
4.993699,58.975971,2.749277,56.226694
4.998551,58.952883,2.751578,56.201305
4.999810,58.926949,2.752729,56.174221
5.002872,58.902376,2.754263,56.148113
5.005804,58.876795,2.756180,56.120615
5.009283,58.847709,2.758097,56.089612
5.011858,58.823579,2.760782,56.062797
5.014843,58.797208,2.763083,56.034125
5.018198,58.770861,2.763850,56.007011
5.021064,58.749187,2.765767,55.983420
5.024290,58.724931,2.767301,55.957630
5.027553,58.697008,2.769602,55.927406
5.030388,58.680170,2.771136,55.909034
5.033799,58.652498,2.772670,55.879828
5.036678,58.627643,2.773821,55.853822
5.039794,58.600984,2.776505,55.824479
5.042545,58.577735,2.778423,55.799312
5.045603,58.553647,2.779957,55.773690
5.048664,58.530541,2.781107,55.749434
5.051606,58.513931,2.783025,55.730906
5.054843,58.497063,2.784559,55.712504
5.058306,58.477846,2.785709,55.692137
5.061236,58.456952,2.788010,55.668942
5.064673,58.430898,2.789161,55.641738
5.067988,58.402783,2.791078,55.611705
5.070659,58.378060,2.792996,55.585064
5.073941,58.350071,2.794530,55.555541
5.078324,58.316293,2.796830,55.519463
5.079740,58.304399,2.798364,55.506034
5.083439,58.283576,2.799898,55.483678
5.086190,58.268967,2.800665,55.468302
5.089365,58.255054,2.802199,55.452854
5.092376,58.239852,2.803350,55.436502
5.095436,58.224668,2.804500,55.420167
5.098549,58.204151,2.806034,55.398116
5.101610,58.180608,2.807568,55.373039
5.104952,58.152846,2.809869,55.342977
5.108364,58.125240,2.811787,55.313454
5.110947,58.103513,2.813321,55.290192
5.114103,58.081732,2.815238,55.266494
5.118104,58.059867,2.816389,55.243478
5.120398,58.050213,2.816772,55.233441
5.123829,58.037516,2.818306,55.219210
5.128478,58.018161,2.819073,55.199088
5.129723,58.011480,2.820607,55.190873
5.133396,57.993162,2.822525,55.170638
5.136083,57.973706,2.822908,55.150798
5.139591,57.953938,2.824826,55.129112
5.142300,57.934637,2.825976,55.108661
5.145378,57.913078,2.827510,55.085568
5.148539,57.889738,2.829044,55.060694
5.151698,57.870420,2.830962,55.039458
5.154808,57.855122,2.832112,55.023010
5.158013,57.841334,2.832879,55.008455
5.161085,57.832292,2.833263,54.999030
5.164541,57.819667,2.834030,54.985637
5.168859,57.807934,2.835180,54.972754
5.170828,57.796681,2.835947,54.960734
5.174323,57.782360,2.836714,54.945646
5.177428,57.762538,2.837864,54.924673
5.180116,57.750638,2.839782,54.910856
5.183377,57.733392,2.840549,54.892843
5.186294,57.717447,2.841699,54.875748
5.189426,57.702401,2.842850,54.859551
5.192310,57.689380,2.843617,54.845763
5.195311,57.676905,2.844384,54.832521
5.198503,57.665789,2.845534,54.820255
5.201167,57.653919,2.846301,54.807618
5.204551,57.642857,2.847068,54.795789
5.207624,57.630304,2.847835,54.782469
5.210427,57.621340,2.848602,54.772737
5.213819,57.612795,2.848986,54.763809
5.218410,57.600433,2.849753,54.750680
5.219909,57.595604,2.850520,54.745084
5.223577,57.587886,2.851287,54.736599
5.228491,57.576884,2.851670,54.725214
5.229813,57.567866,2.852437,54.715429
5.232813,57.558003,2.852821,54.705182
5.235867,57.544880,2.854738,54.690142
5.239211,57.533064,2.854738,54.678326
5.241925,57.521277,2.855122,54.666156
5.244969,57.511672,2.856272,54.655400
5.248799,57.503217,2.856656,54.646562
5.251186,57.497561,2.857039,54.640521
5.254805,57.494673,2.857039,54.637633
5.257856,57.492635,2.857423,54.635212
5.260858,57.489753,2.857806,54.631947
5.264206,57.484240,2.858190,54.626051
5.268632,57.473203,2.858573,54.614630
5.269704,57.468559,2.859340,54.609219
5.273516,57.461860,2.859724,54.602136
5.276681,57.453776,2.860107,54.593669
5.279990,57.447652,2.860491,54.587162
5.282624,57.443410,2.861641,54.581769
5.285811,57.439168,2.861641,54.577526
5.289186,57.432822,2.861641,54.571181
5.291919,57.429089,2.861641,54.567448
5.294852,57.426962,2.862408,54.564553
5.298097,57.425949,2.862025,54.563924
5.300992,57.426470,2.862025,54.564446
5.304402,57.426794,2.862792,54.564002
5.307379,57.426620,2.862025,54.564595
5.310292,57.425643,2.862025,54.563619
5.313814,57.423528,2.862408,54.561120
5.318273,57.421755,2.862408,54.559346
5.319765,57.421221,2.862792,54.558430
5.323457,57.419621,2.862025,54.557597
5.328322,57.416847,2.862792,54.554055
5.330113,57.416451,2.862792,54.553660
5.333364,57.414438,2.862792,54.551646
5.338543,57.412383,2.863175,54.549208
5.339644,57.411178,2.863559,54.547620
5.342884,57.410459,2.863175,54.547284
5.345721,57.409135,2.863559,54.545576
5.349311,57.409728,2.863175,54.546553
5.351738,57.410801,2.863175,54.547626
5.354872,57.412329,2.863175,54.549154
5.357862,57.412808,2.863175,54.549633
5.360731,57.412569,2.862792,54.549777
5.364105,57.413024,2.863175,54.549849
5.367011,57.414504,2.862792,54.551712
5.370008,57.415684,2.863175,54.552509
5.373727,57.417848,2.863175,54.554673
5.376441,57.419795,2.862408,54.557387
5.379388,57.421814,2.862792,54.559023
5.382195,57.425434,2.862025,54.563409
5.385571,57.431432,2.862025,54.569407
5.388405,57.436825,2.861258,54.575567
5.391201,57.440108,2.861258,54.578851
5.394260,57.442601,2.861258,54.581343
5.398268,57.444255,2.860874,54.583381
5.400538,57.445154,2.860491,54.584663
5.404007,57.447622,2.860491,54.587132
5.408310,57.452764,2.860107,54.592657
5.409641,57.456808,2.859724,54.597085
5.413295,57.465880,2.859340,54.606540
5.416385,57.473874,2.858957,54.614917
5.419299,57.485732,2.858190,54.627543
5.422174,57.494846,2.857423,54.637424
5.424952,57.502306,2.856272,54.646034
5.428346,57.513829,2.856272,54.657557
5.430912,57.521649,2.855505,54.666144
5.434013,57.529133,2.854355,54.674778
5.438263,57.539224,2.854355,54.684869
5.439833,57.542220,2.853971,54.688249
5.443540,57.548194,2.853204,54.694990
5.446630,57.556499,2.852821,54.703678
5.449795,57.566218,2.852437,54.713781
5.452645,57.573954,2.851287,54.722667
5.455589,57.586705,2.850520,54.736186
5.458774,57.601146,2.849753,54.751394
5.461732,57.616414,2.848602,54.767812
5.464764,57.631460,2.847835,54.783625
5.468050,57.648748,2.846301,54.802446
5.470536,57.659683,2.845534,54.814149
5.473842,57.672051,2.844767,54.827284
5.478199,57.684281,2.844384,54.839897
5.479537,57.689620,2.843233,54.846387
5.483166,57.699453,2.842466,54.856987
5.486274,57.711503,2.841699,54.869804
5.489442,57.724590,2.840549,54.884041
5.492229,57.739145,2.840165,54.898979
5.495279,57.755731,2.838631,54.917099
5.498445,57.773641,2.837097,54.936544
5.501914,57.794003,2.835947,54.958056
5.504567,57.809228,2.834413,54.974815
5.507731,57.829542,2.832496,54.997046
5.510409,57.842539,2.832112,55.010427
5.513786,57.857872,2.830962,55.026911
5.518172,57.881176,2.829811,55.051365
5.519846,57.891434,2.828661,55.062774
5.522899,57.905893,2.827510,55.078383
5.525883,57.921539,2.826360,55.095179
5.529192,57.935842,2.825593,55.110249
5.531947,57.947892,2.824826,55.123066
5.534961,57.964286,2.824059,55.140228
5.538041,57.981250,2.821758,55.159492
5.541065,58.000083,2.821374,55.178709
5.544530,58.022919,2.819457,55.203462
5.547502,58.051232,2.817923,55.233309
5.550514,58.068489,2.816389,55.252100
5.553818,58.094213,2.814471,55.279742
5.558213,58.125037,2.812937,55.312099
5.559568,58.137159,2.810636,55.326523
5.563163,58.155471,2.809869,55.345601
5.566218,58.171572,2.809102,55.362469
5.569396,58.187151,2.807568,55.379583
5.572200,58.199387,2.807185,55.392202
5.575475,58.215919,2.806418,55.409501
5.578509,58.234531,2.804117,55.430414
5.581565,58.257211,2.802583,55.454628
5.584745,58.283109,2.799898,55.483210
5.588317,58.312111,2.798364,55.513746
5.591175,58.341394,2.796830,55.544563
5.594414,58.367352,2.794146,55.573206
5.597465,58.396647,2.792612,55.604035
5.600432,58.412670,2.791078,55.621592
5.604002,58.436830,2.789928,55.646903
5.608414,58.461206,2.788010,55.673196
5.609931,58.471243,2.787243,55.684000
5.613740,58.492767,2.785709,55.707058
5.616568,58.514818,2.783792,55.731026
5.619843,58.543322,2.781491,55.761831
5.622564,58.568543,2.779573,55.788970
5.625623,58.596358,2.777656,55.818703
5.628587,58.626648,2.775738,55.850910
5.631531,58.648927,2.774204,55.874723
5.634613,58.672560,2.771903,55.900657
5.637838,58.699027,2.771136,55.927891
5.640552,58.714786,2.769602,55.945184
5.643931,58.735345,2.768068,55.967277
5.648128,58.768835,2.765767,56.003068
5.649988,58.785949,2.764233,56.021715
5.653986,58.819043,2.761932,56.057111
5.658436,58.859142,2.760398,56.098744
5.660393,58.879767,2.757330,56.122437
5.663878,58.909566,2.754646,56.154920
5.666731,58.935074,2.753496,56.181579
5.669823,58.962357,2.751578,56.210779
5.672811,58.986984,2.749661,56.237324
5.675787,59.010252,2.748894,56.261358
5.679180,59.038073,2.746593,56.291480
5.681759,59.060795,2.743908,56.316887
5.684698,59.086261,2.742374,56.343887
5.687973,59.114179,2.740840,56.373339
5.690688,59.137141,2.738923,56.398218
5.693805,59.163050,2.737005,56.426045
5.698219,59.203204,2.735855,56.467349
5.699871,59.217441,2.732403,56.485038
5.703100,59.248162,2.730486,56.517677
5.708319,59.292001,2.727801,56.564199
5.709808,59.305932,2.726267,56.579665
5.713294,59.337223,2.724350,56.612873
5.716268,59.365470,2.721665,56.643805
5.719254,59.392081,2.719748,56.672333
5.722232,59.422119,2.717830,56.704289
5.725427,59.451511,2.716296,56.735214
5.728500,59.480231,2.713996,56.766235
5.731297,59.507902,2.712078,56.795824
5.734228,59.533722,2.709010,56.824712
5.737396,59.569376,2.707860,56.861516
5.740294,59.586711,2.705942,56.880769
5.743662,59.616731,2.704408,56.912323
5.748863,59.643414,2.700957,56.942457
5.750077,59.673776,2.699039,56.974737
5.753194,59.707200,2.697122,57.010078
5.756271,59.737898,2.695204,57.042693
5.759335,59.767864,2.692903,57.074961
5.761984,59.791293,2.690986,57.100308
5.764931,59.817976,2.689068,57.128908
5.768277,59.845678,2.687151,57.158527
5.770690,59.871540,2.685233,57.186306
5.774049,59.906672,2.683316,57.223356
5.778366,59.949198,2.678714,57.270484
5.779943,59.966760,2.677563,57.289197
5.783638,60.000850,2.675262,57.325587
5.786665,60.027718,2.672962,57.354757
5.789569,60.053119,2.671044,57.382075
5.792666,60.080599,2.668743,57.411856
5.795873,60.110308,2.667209,57.443098
5.799557,60.142317,2.664141,57.478176
5.801809,60.170786,2.662607,57.508179
5.805109,60.205115,2.659923,57.545192
5.808179,60.233589,2.658005,57.575584
5.811054,60.262933,2.656088,57.606845
5.814108,60.293055,2.654170,57.638885
5.818199,60.332543,2.650719,57.681824
5.819810,60.351610,2.649568,57.702042
5.823407,60.384099,2.647267,57.736832
5.826173,60.413383,2.644966,57.768416
5.829193,60.441881,2.642665,57.799216
5.831979,60.469019,2.641131,57.827888
5.834817,60.494414,2.638447,57.855967
5.838031,60.525423,2.637296,57.888127
5.841010,60.549787,2.635379,57.914408
5.844341,60.582929,2.633845,57.949084
5.847472,60.619973,2.630394,57.989579
5.850559,60.642569,2.627326,58.015243
5.854746,60.685490,2.625408,58.060082
5.857855,60.718351,2.623491,58.094860
5.860611,60.744411,2.620806,58.123605
5.863994,60.777673,2.617738,58.159935
5.866991,60.806687,2.616204,58.190483
5.869920,60.840261,2.614287,58.225974
5.873548,60.868771,2.611602,58.257169
5.878229,60.913862,2.609685,58.304177
5.879898,60.928027,2.608151,58.319876
5.883110,60.959438,2.605083,58.354355
5.886290,60.988044,2.603165,58.384879
5.889331,61.019197,2.601248,58.417949
5.892397,61.047762,2.599714,58.448048
5.895122,61.074702,2.597413,58.477289
5.898440,61.100678,2.595495,58.505182
5.900951,61.128098,2.592811,58.535287
5.904467,61.159005,2.591277,58.567728
5.907768,61.195449,2.589360,58.606090
5.910600,61.218507,2.586292,58.632215
5.914111,61.255250,2.584374,58.670876
